CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Escriturador;CNPJ_Escriturador;Tipo_Endereco;Logradouro;Complemento;Bairro;Cidade;Sigla_UF;Pais;CEP;DDI_Telefone;DDD_Telefone;Telefone;DDI_Fax;DDD_Fax;Fax;Email;Data_Inicio_Atuacao;Data_Fim_Atuacao
00.336.701/0001-04;2023-01-01;2;128236;TELEC BRASILEIRAS S.A. TELEBRAS;Banco Bradesco S.A.;60.746.948/0001-12;;CIDADE DE DEUS S/N - PRÉDIO AMARELO;2º ANDAR;Vila Yara;Osasco;SP;Brasil;06029900;;11;36843749;;11;36845645;hamilton.brito@bradesco.com;2010-05-10;
00.359.742/0001-08;2023-01-01;2;125513;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;AVENIDA YARA;S/N;CIDADE DE DEUS;Osasco;SP;Brasil;06029900;;11;36844114;;11;36843811;4010.fabiana@bradesco.com.br;2008-01-15;
00.545.378/0001-70;2023-01-01;1;125680;SERRA AZUL WATER PARK SA;Banco Bradesco S.A.;60.746.948/0001-12;;BANCO BRADESCO SA;;VILA YARA;São Paulo;SP;Brasil;06029900;;011;38649411;;011;38649411;fernando.serafim@bradesco.com.br;2010-01-14;
00.622.416/0001-41;2023-01-01;2;131333;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Bradesco S.A.;60.746.948/0001-12;;Cidade de Deus;sem número;Vila Yara;Osasco;SP;Brasil;06029900;;47;32045911;;;;tania.mota@bradesco.com.br;2010-10-21;
00.644.907/0001-93;2023-01-01;1;122919;INVESTCO S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Praça Alfredo Egydio de Souza Aranha, 100;Torre Olavo Setubal;Parque Jabaquara;São Paulo;SP;Brasil;04344902;;11;30039285;;;;escrituracaorendavariavel@itau-unibanco.com.br;2009-06-24;
00.743.065/0001-27;2023-01-01;2;127090;LITEL PARTICIPACOES S.A.;Itaú Corretora de Valores Mobiliários S/A;61.194.353/0001-64;;Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;011;27974128;;011;27973140;rosane-aparecida.silva@itau-unibanco.com.br;2009-04-02;
00.776.574/0001-56;2023-01-01;6;132683;AMERICANAS S.A. - em Recuperação Judicial;Itaú Corretora de Valores S/A;61.194.353/0001-64;;Praça Alfredo Egydio de Souza Aranha;100;Parque Jabaquara;São Paulo;SP;Brasil;04344902;;11;27974515;;;;escrituracaoacoes@itau-unibanco.com.br;2022-07-18;
00.864.214/0001-06;2023-01-01;2;130840;ENERGISA S.A.;Itaú Corretora de Valores;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3500;3° andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;;;ri@energisa.com.br;2009-09-30;
00.924.429/0001-75;2023-01-01;4;131307;FERROVIA CENTRO-ATLANTICA S.A.;BANCO BRADESCO SA;60.746.948/0001-12;;Avenida Yara;s/n;Cidade de Deus;Osasco;SP;Brasil;06029900;;011;36849441;;;;dac.escrituracao@bradesco.com.br;2011-08-01;
00.974.211/0001-25;2023-01-01;2;127117;Linha Amarela S.A. - LAMSA;Itaú Unibanco S.A.;60.701.190/0001-04;;Praça Alfredo Egydio de Souza Aranha, 100;Torre Olavo Setúbal;Parque Jabaquara;São Paulo;SP;Brasil;04344902;;21;50294249;;;;escrituracaorendavariavel@itau-unibanco.com.br;2001-11-19;
01.027.058/0001-91;2023-01-01;1;124057;CIELO S.A. -  Instituição de Pagamento;Banco Bradesco S.A.;60.746.948/0001-12;;Cidade de Deus S/N;Prédio Amarelo;Osasco;Osasco;SP;Brasil;06029900;;11;36849495;;11;36843811;4010.acecustodia@bradesco.com.br;2008-08-29;
01.083.200/0001-18;2023-01-01;1;125159;NEOENERGIA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Virgínia 299, prédio B;Térro;Tatuapé;São Paulo;SP;Brasil;03084010;;11;30039285;;;;escrituracaoacoes@itau-unibanco.com.br;2020-03-02;
01.104.937/0001-70;2023-01-01;2;129224;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Banco Bradesco S.A.;60.746.948/0001-12;;Núcleo Cidade de Deus;Prédio Amarelo;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;;;4010.acecustodia@bradesco.com.br;2009-05-18;
01.107.327/0001-20;2023-01-01;2;131414;BBM Logística S.A.;Itaú Corretora S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, n° 3.500;3º andar;Itaim Bibi;;SP;Brasil;04538132;;;;;;;;2017-10-20;
01.258.944/0001-26;2023-01-01;2;128268;Rumo Malha Sul S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Ururaí, 111;Prédio B;Tatuapé;São Paulo;SP;Brasil;03084010;;11;27974526;;11;27973150;escrituracaoacoes@itau-unibanco.com.br;2004-01-15;
01.417.222/0001-77;2023-01-01;1;124342;MRS LOGISTICA S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;Cidade de Deus S/Nº - Prédio Amarelo;2º andar;Vila Yara;Osasco;SP;Brasil;06029900;;011;36843749;;011;36842714;4010.acoes@bradesco.com.br;1996-12-16;
01.545.826/0001-07;2023-01-01;3;125696;GAFISA S.A.;Itau Unibanco S/A;60.701.190/0001-04;;PÇA ALFREDO E. SOUZA ARANHA T. OLAVO SETUBAL;100;PQ. JABAQUARA;São Paulo;SP;Brasil;04344902;;11;50291612;;11;50291534;rosane-aparecida.silva@itau-unibanco.com.br;2006-03-01;
01.547.749/0001-16;2023-01-01;2;127104;521 PARTICIPACOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL;Banco do Brasil;00.000.000/0001-91;;Rua Senador Dantas, 105;38 andar;Centro;Rio de Janeiro;RJ;Brasil;20031204;;021;38086005;;021;38086088;aescriturais@bb.com.br;2001-12-21;
01.548.981/0001-79;2023-01-01;2;125145;INVESTIMENTOS BEMGE S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Agência Especializada Acionistas - Rua Boa Vista, 176;1º Subsolo;Centro;São Paulo;SP;Brasil;01092900;;11;30039285;;;;escrituracaoacoes@itau-unibanco.com.br;1998-09-28;
01.599.101/0001-93;2023-01-01;2;130602;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;11;40901484;;11;40901484;andre.sales@itau-unibanco.com.br;2020-09-10;
01.616.929/0001-02;2023-01-01;2;123337;SANEAMENTO DE GOIAS SA;Banco Bradesco S.A.;60.746.948/0001-12;;Cidade de Deus - Prédio Amarelo;2º andar;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;11;36847654;dac.escrituracao@bradesco.com.br;2019-11-25;
01.637.895/0001-32;2023-01-01;2;126265;Votorantim Cimentos S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima 3500;3º andar (parte);Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30034828;;;;escrituracaorendavariavel@itau-unibanco.com.br;2013-05-31;
01.838.723/0001-27;2023-01-01;3;125314;BRF S.A.;Itau Corretora Valores S.A.;61.194.353/0001-64;;Av Brigadeiro Faria Lima, 3.400;10 andar;Pinheiros;São Paulo;SP;Brasil;04538132;;011;30039285;;;;escrituracaoacoes@itau-unibanco.com.br;2013-01-01;
01.851.771/0001-55;2023-01-01;2;131075;524 PARTICIPACOES S.A.;Itaú Corretora de Valores SA;61.194.353/0001-64;;AVENIDA BRIGADEIRO FARIA LIMA;3500/3º ANDAR;ITAIMBIBI;Rio de Janeiro;RJ;Brasil;04538132;;11;27974529;;;;adriana.souza@itau-unibanco.com.br;2015-01-15;
01.896.779/0001-38;2023-01-01;1;127495;CSU DIGITAL S.A.;Itaú Corretora de Valores S/A;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima;3.400;Itaim Bibi;São Paulo;SP;Brasil;04538133;;11;50291809;;11;50291920;escrituracaorendavariavel@itau-unibanco.com.br;2006-03-14;
01.917.818/0001-36;2023-01-01;1;125491;LIGHT ENERGIA S.A.;Banco Bradesco S.A;60.746.948/0001-12;;Rua Yara;sem número;Cidade de Deus;Osasco;SP;Brasil;06028100;;11;36842044;;00;0000000000;4010.acoes@bradesco.com.br;2006-01-13;
01.938.783/0001-11;2023-01-01;2;130753;CIA PARTICIPACOES ALIANCA DA BAHIA;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Av Brigadeiro Faria Lima;3.500 3º andar;Itaim Bibi;São Paulo;SP;Brasil;40010020;;11;27402597;;11;27973140;escrituracaorendavarial@itau-unibanco.com.br;1997-07-21;
01.957.772/0001-89;2023-01-01;1;130674;SUL 116 PARTICIPACOES S.A.;ITAU CORRETORA DE VALORES S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3400;10 andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;50297780;;11;50291943;investfone.investimento@itau-unibanco.com.br;2006-09-25;
02.016.440/0001-62;2023-01-01;1;127152;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Banco Itaú S.A.;60.701.190/0001-04;;Pça Alfredo Egidio de Souza Aranha, 100;9 Andar;Jabaquara;São Paulo;SP;Brasil;04344902;;11;50297780;;11;50291920;investfone.investmento@itau-unibanco.com.br;;
02.062.747/0001-08;2023-01-01;2;131082;SUDESTE S.A.;Itaú Corretora de Valores SA;61.194.353/0001-64;;AVENIDA BRIGADEIRO FARIA LIMA;3500/3º ANDAR;ITAIMBIBI;Rio de Janeiro;RJ;Brasil;04538132;;11;27974529;;;;adriana.souza@itau-unibanco.com.br;2015-01-15;
02.117.801/0001-67;2023-01-01;2;127103;BONAIRE PARTICIPACOES S.A. - EM LIQUIDAÇÃO;Banco Bradesco S.A.;60.746.948/0001-12;;Núcleo Cidade de Deus, s/n;;Vila Yara;Osasco;SP;Brasil;06020000;;;;;;;;2019-04-24;
02.149.205/0001-69;2023-01-01;2;132213;PORTO SEGURO S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3.400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;27402597;;;;danilo.alvarenga@itau-unibanco.com.br;2010-04-20;
02.162.616/0001-94;2023-01-01;2;127094;UPTICK PARTICIPACOES S.A.;Itaú Corretora de Valores Mobiliários S/A;61.194.353/0001-64;;Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;011;27974128;;011;27973140;rosane-aparecida.silva@itau-unibanco.com.br;2009-04-02;
02.193.750/0001-52;2023-01-01;1;125284;DEXXOS PARTICIPAÇÕES S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;011;27974515;;011;27973140;escrituracaoacoes@itau-unibanco.com.br;1997-11-20;
02.217.319/0001-07;2023-01-01;5;128641;YBYRÁ CAPITAL S.A.;Itaú Corretora de Valores SA;61.194.353/0001-64;;AVENIDA BRIGADEIRO FARIA LIMA;3500/3º ANDAR;ITAIMBIBI;Rio de Janeiro;RJ;Brasil;04538132;;11;27974529;;11;27973750;adriana.souza@itau-unibanco.com.br;2015-01-15;
02.255.187/0001-08;2023-01-01;1;127533;Unifique Telecomunicações S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;Núcleo da Cidade de Deus;s/n;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;;;hamilton.brito@bradesco.com;2021-05-06;
02.258.422/0001-97;2023-01-01;1;127306;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;BANCO BRADESCO;60.746.948/0001-12;;Avenida Yara, s/n;;Cidade de Deus;;SP;Brasil;06029900;;11;36843811;;11;36843811;4010.fabiana@bradesco.com.br;2008-01-15;
02.286.479/0001-08;2023-01-01;1;127887;Localiza Fleet S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;;;preatendimentoescritural@itau-unibanco.com.br;2022-06-28;
02.291.077/0001-93;2023-01-01;1;125995;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Banco Itaú S/A;60.701.190/0001-04;;Praça Alfredo Eghidio de Souza Aranha;100;Jabaquara;São Paulo;SP;Brasil;04344902;;11;50291919;;11;50291917;escrituracaorendavariavel@itau-unibanco.com.br;2007-04-04;
02.302.101/0001-42;2023-01-01;1;126911;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Banco Brasileiro de Descontos S.A.;60.746.948/0001-12;;Avenida Iara, s/n;Cidade de Deus;Vila Yara;Osasco;SP;Brasil;06029900;;011;36849495;;011;36843811;4010.acecustodia@bradesco.com.br;2010-01-08;
02.328.280/0001-97;2023-01-01;1;125156;ELEKTRO REDES S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Virgínia 299, prédio B;Térro;Tatuapé;São Paulo;SP;Brasil;03084010;;11;30039285;;;;escrituracaoacoes@itau-unibanco.com.br;1998-01-26;
02.338.534/0001-58;2023-01-01;4;128251;LONGDIS S.A.;Itau Corretora de Valores S/A;61.194.353/0001-64;;AV. BRIGADEIRO FARIA LIMA, 3400;10° ANDAR;ITAIM BIBI;São Paulo;SP;Brasil;04538132;;11;50297780;;11;50291943;investfone.investimento@itau-unibanco.com.br;2007-09-25;
02.351.144/0001-18;2023-01-01;1;127788;TEGMA GESTAO LOGISTICA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima,3400;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;11;30039285;preatendimentoescritural@itau-unibanco.com.br;2007-05-28;
02.351.877/0001-52;2023-01-01;2;131411;LOCAWEB SERVIÇOS DE INTERNET S.A.;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;59.281.253/0001-23;;Praia de Botafogo, nº 501, 5º andar (parte), Torre Corcovado;;Botafogo;Rio de Janeiro;RJ;Brasil;22250040;;11;33832469;;;;escrituracao.acao@btgpactual.com;2023-10-16;
02.351.877/0001-52;2023-01-01;2;131411;LOCAWEB SERVIÇOS DE INTERNET S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3.400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;;;;;;;2009-03-02;2023-10-15
02.357.251/0001-53;2023-01-01;3;131031;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Itaú Unibanco S.A.;60.701.190/0001-04;;Avenida Brigadeiro Faria Lima, 3400;10o. andar;Vila Olimpia;São Paulo;SP;Brasil;04538132;;11;30726113;;;;erve.retes@itau-unibanco.com.br;2017-11-14;
02.365.069/0001-44;2023-01-01;1;127377;PADTEC HOLDING S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Av. Brigadeiro Faria Lima;3.500, 3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27402572;;;;escrituracaorendavariavel@itau-unibanco.com.br;2000-03-10;
02.387.241/0001-60;2023-01-01;2;128264;RUMO S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Ururaí, 111;Prédio B;Tatuapé;São Paulo;SP;Brasil;03084010;;11;27974526;;11;27973150;escrituracaoacoes@itau-unibanco.com.br;2004-01-15;
02.397.080/0001-96;2023-01-01;1;125157;ITAPEBI GERACAO DE ENERGIA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Virgínia 299, prédio B;Térro;Tatuapé;São Paulo;SP;Brasil;03084010;;11;30039285;;;;escrituracaoacoes@itau-unibanco.com.br;2020-02-19;
02.415.408/0001-50;2023-01-01;1;127270;CONC ROD.OESTE SP VIAOESTE S.A;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;11;27974207;;11;27973140;escrituracaoacoes@itau-unibanco.com.br;2009-02-02;
02.421.421/0001-11;2023-01-01;2;128050;TIM S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;Cidade de Deus - Prédio Amarelo;2º andar;Vila Yara;São Paulo;SP;Brasil;06029900;;11;36844522;;11;36845645;4010.acoes@bradesco.com.br;;
02.429.144/0001-93;2023-01-01;1;127139;CPFL ENERGIA S.A.;Banco do Brasil;00.000.000/0001-91;;Rua Lélio Gama, 105 - 38o andar;Gecin;Centro;Rio de Janeiro;RJ;Brasil;20031080;;21;38083551;;21;38086088;aescriturais@bb.com.br;2011-01-01;
02.474.103/0001-19;2023-01-01;2;130809;ENGIE BRASIL ENERGIA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;011;27402572;;;;escrituracaorendavariavel@itau-unibanco.com.br;2004-06-01;
02.502.844/0001-66;2023-01-01;2;128267;RUMO MALHA PAULISTA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Ururaí;111, Prédio B;Tatuapé;São Paulo;SP;Brasil;03084010;;11;27974526;;11;27973150;escrituracaoacoes@itau-unibanco.com.br;2004-01-15;
02.558.157/0001-62;2023-01-01;1;122941;TELEFÔNICA BRASIL S.A;Banco Bradesco S/A;60.746.948/0001-12;;Cidade de Deus - Prédio Amarelo;;Vila Yara;São Paulo;SP;Brasil;06029900;;11;36849441;;;;dac.acecustodia@bradesco.com.br;2010-03-22;
02.591.787/0001-39;2023-01-01;1;123376;CAPITALPART PARTICIPACOES S.A.;Itau Corretora de Valores S/A;61.194.353/0001-64;;AV. BRIGADEIRO FARIA LIMA, 3400;10° ANDAR;ITAIM BIBI;São Paulo;SP;Brasil;04538132;;11;50297780;;11;50291943;investfone.investimento@itau-unibanco.com.br;2005-09-02;
02.635.522/0001-95;2023-01-01;2;132875;Jalles Machado S.A.;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;59.281.253/0001-23;;Praia de Botafogo, n.º 501;Torre Corcovado;Botafogo;Rio de Janeiro;RJ;Brasil;22250040;;11;33832469;;;;escrituracao.acao@btgpactual.com;2023-12-01;
02.762.113/0001-50;2023-01-01;2;128605;BRAZILIAN FINANCE E REAL ESTATE S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538133;;11;30039285;;11;30039285;escrituracaoacoes@itau-unibanco.com.br;2007-04-04;
02.762.121/0001-04;2023-01-01;1;127437;SANTOS BRASIL PARTICIPACOES S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Av. Brigadeiro Faria Lima, nº 3400;10o andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27942572;;;;gercina.bueno@itau-unibanco.com.br;2007-10-24;
02.762.124/0001-30;2023-01-01;2;131078;BETAPART PARTICIPACOES S.A.;Itaú Corretora de Valores SA;61.194.353/0001-64;;Av. Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;27974529;;;;adriana.souza@itau-unibanco.com.br;2015-01-15;
02.783.423/0001-50;2023-01-01;1;127183;ALTERE SECURITIZADORA S.A.;Banco Paulista S/A;61.820.817/0001-09;;Av. Brigadeiro Faria Lima, 1.355;2º andar;Jardim Paulistano;São Paulo;SP;Brasil;01452090;;11;32992397;;;;guilherme.maciel@bancopaulista.com.br;2018-01-01;
02.796.775/0001-40;2023-01-01;2;131079;GAMA PARTICIPACOES S.A.;Itaú Corretora de Valores SA;61.194.353/0001-64;;AVENIDA BRIGADEIRO FARIA LIMA;3500/3º ANDAR;ITAIMBIBI;Rio de Janeiro;RJ;Brasil;04538132;;11;27974529;;;;adriana.souza@itau-unibanco.com.br;2015-01-15;
02.800.026/0001-40;2023-01-01;3;129869;COGNA EDUCAÇÃO S.A.;Banco Bradesco S/A;60.746.948/0001-12;;Cidade de Deus;s/n;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;11;36842811;dac.escrituracao@bradesco.com.br;2014-09-01;2023-01-31
02.800.026/0001-40;2023-01-01;3;129869;COGNA EDUCAÇÃO S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;40901484;;;;escrituracaorendavariavel@itau-unibanco.com.br;2023-02-01;
02.846.056/0001-97;2023-01-01;1;127614;CCR S.A.;Itaú Corretora de Valores;61.194.353/0001-64;;Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;011;27404515;;011;27403140;escrituracaoacoes@itau-unibanco.com.br;2002-02-01;
02.860.694/0001-62;2023-01-01;3;132501;T4F ENTRETENIMENTO S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;Cidade de Deus, sem nº;-;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;;;4010.acoes@bradesco.com.br;2011-01-20;
02.916.265/0001-60;2023-01-01;1;125253;JBS S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;Núcleo Cidade de Deus, s/nº;Prédio Amarelo, 2º a;Vila Yara, Osasco;São Paulo;SP;Brasil;06029900;;11;36849411;;11;36842811;carlosd.pereira@bradesco.com.br;2020-03-02;
02.919.555/0001-67;2023-01-01;2;131226;ARTERIS S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Av. Eng. Armando de Arruda Pereira, 707;7º andar;Jabaquara;São Paulo;SP;Brasil;04309010;;5511;50291925;;;;marcio.conde-souza@itau.com.br;2006-05-12;
02.932.074/0001-91;2023-01-01;1;128393;HYPERA S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;Avenida Yara;: s/n;Cidade de Deus;São Paulo;SP;Brasil;06029900;;011;36849495;;011;36842811;4010.acecustodia@bradesco.com.br;2008-01-29;
02.950.811/0001-89;2023-01-01;1;123452;PDG REALTY S.A. EMPREEND E PARTICIPACOES;ITAU CORRETORA DE VALORES S.A.;61.194.353/0001-64;;AVENIDA BRIGADEIRO FARIA LIMA, 3.500;3º ANDAR;ITAIM BIBI;São Paulo;SP;Brasil;04538132;;5511;50293853;;;;escrituracaorendavariavel@itau-unibanco.com.br;2006-11-16;
02.992.449/0001-09;2023-01-01;2;131081;PROMPT PARTICIPACOES S.A.;Itaú Corretora de Valores SA;61.194.353/0001-64;;Av. Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;27974529;;;;adriana.souza@itau-unibanco.com.br;2015-01-16;
02.998.301/0001-81;2023-01-01;2;128661;RIO PARANAPANEMA ENERGIA S.A.;Itaú Corretora de Valores S/A;61.194.353/0001-64;;Av. Eng. Armando de Arruda Pereira, 707;9º andar;Jabaquara;São Paulo;SP;Brasil;04309010;;11;50291925;;11;50291917;Marcio.conde-souza@itau.com.br;1999-03-29;
02.998.611/0001-04;2023-01-01;1;124961;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, nº 3.400;10° Andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;50297780;;011;50297780;investfone@itau.com.br;2005-04-01;
03.014.553/0001-91;2023-01-01;2;133222;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Av. Brigadeiro Faria Lima, 3400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;50292206;;;;alcidea.trancozo@itau-unibanco.com.br;2007-07-20;
