CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Canal_Divulgacao;Sigla_UF
00.864.214/0001-06;2023-01-01;2;130840;ENERGISA S.A.;https://ri.energisa.com.br/;MG
00.864.214/0001-06;2023-01-01;2;130840;ENERGISA S.A.;https://www.rad.cvm.gov.br/ENET/frmConsultaExternaCVM.aspx;RJ
00.873.894/0001-24;2023-01-01;2;133188;Lets Rent a Car S/A;https://lets.com.br/;SP
00.873.894/0001-24;2023-01-01;2;133188;Lets Rent a Car S/A;https://portal.mzgroup.com/fatos-relevantes/;BR
00.873.894/0001-24;2023-01-01;2;133188;Lets Rent a Car S/A;https://www.ri.lets.com.br;SP
00.873.894/0001-24;2023-01-01;2;133188;Lets Rent a Car S/A;Valor Econômico;SP
00.897.864/0001-58;2023-01-01;2;126630;SANTA CATARINA PART INVEST SA;Notícias do Dia;SC
00.924.429/0001-75;2023-01-01;4;131307;FERROVIA CENTRO-ATLANTICA S.A.;Diário do Comércio (Belo Horizonte);MG
00.938.574/0001-05;2023-01-01;1;124006;CONC RIO-TERESOPOLIS S.A.;Diário Comercial - (Edição Digital);RJ
00.938.574/0001-05;2023-01-01;1;124006;CONC RIO-TERESOPOLIS S.A.;Diário Comercial - (Edição Impressa);RJ
00.974.211/0001-25;2023-01-01;2;127117;Linha Amarela S.A. - LAMSA;Diário Comercial;RJ
00.979.969/0001-56;2023-01-01;1;124677;CAIXA ADM DIV PUB ESTADUAL SA;Jornal do Commercio;RS
01.027.058/0001-91;2023-01-01;1;124057;CIELO S.A. -  Instituição de Pagamento;Valor Econômico;SP
01.083.200/0001-18;2023-01-01;1;125159;NEOENERGIA S.A.;http://ri.neoenergia.com/;RJ
01.083.200/0001-18;2023-01-01;1;125159;NEOENERGIA S.A.;https://valor.globo.com/;RJ
01.083.200/0001-18;2023-01-01;1;125159;NEOENERGIA S.A.;Jornal Valor Econômico Impresso;RJ
01.104.937/0001-70;2023-01-01;2;129224;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Valor Econômico;RJ
01.107.327/0001-20;2023-01-01;2;131414;BBM Logística S.A.;JORNAL METRÓPOLE;PR
01.107.327/0001-20;2023-01-01;2;131414;BBM Logística S.A.;Portal NEO1;PR
01.258.944/0001-26;2023-01-01;2;128268;Rumo Malha Sul S.A.;Bem Paraná - Curitiba;PR
01.319.044/0001-41;2023-01-01;2;127481;WTC AMAZONAS SUITE HOTEL S.A.;Diario de Notícias de São Paulo;SP
01.319.044/0001-41;2023-01-01;2;127481;WTC AMAZONAS SUITE HOTEL S.A.;Diário Oficial do Estado de São Paulo;SP
01.417.222/0001-77;2023-01-01;1;124342;MRS LOGISTICA S.A.;Diário do Acionista;RJ
01.543.032/0001-04;2023-01-01;4;126952;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;O Popular;GO
01.545.826/0001-07;2023-01-01;3;125696;GAFISA S.A.;Estado de São Paulo;SP
01.545.826/0001-07;2023-01-01;3;125696;GAFISA S.A.;Valor Econômico (Edição Nacional);SP
01.547.749/0001-16;2023-01-01;2;127104;521 PARTICIPACOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL;Diário Comercial;RJ
01.548.981/0001-79;2023-01-01;2;125145;INVESTIMENTOS BEMGE S.A.;https://estadaori.estadao.com.br/publicacoes/;SP
01.548.981/0001-79;2023-01-01;2;125145;INVESTIMENTOS BEMGE S.A.;https://prnewswire.com.br;SP
01.548.981/0001-79;2023-01-01;2;125145;INVESTIMENTOS BEMGE S.A.;O Estado de São Paulo;SP
01.599.101/0001-93;2023-01-01;2;130602;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Jornal o Dia SP;SP
01.616.929/0001-02;2023-01-01;2;123337;SANEAMENTO DE GOIAS SA;Diário da Manhã;GO
01.616.929/0001-02;2023-01-01;2;123337;SANEAMENTO DE GOIAS SA;Diário do Estado;GO
01.616.929/0001-02;2023-01-01;2;123337;SANEAMENTO DE GOIAS SA;Diário Oficial do Estado de Goiás;GO
01.616.929/0001-02;2023-01-01;2;123337;SANEAMENTO DE GOIAS SA;O Popular;GO
01.616.929/0001-02;2023-01-01;2;123337;SANEAMENTO DE GOIAS SA;www.ri.saneago.com.br;GO
01.637.895/0001-32;2023-01-01;2;126265;Votorantim Cimentos S.A.;Jornal "O Dia SP";SP
01.637.895/0001-32;2023-01-01;2;126265;Votorantim Cimentos S.A.;P. Notícias: https://www.jornalodiasp.com.br/leiloes-publicidade-legal/;SP
01.637.895/0001-32;2023-01-01;2;126265;Votorantim Cimentos S.A.;Site de RI: https://ri.votorantimcimentos.com.br/;SP
01.838.723/0001-27;2023-01-01;3;125314;BRF S.A.;http://www.prnewswire.com/;SP
01.838.723/0001-27;2023-01-01;3;125314;BRF S.A.;http://www.valor.com.br/valor-ri;SP
01.838.723/0001-27;2023-01-01;3;125314;BRF S.A.;Valor Econômico;SP
01.851.771/0001-55;2023-01-01;2;131075;524 PARTICIPACOES S.A.;Diário do Acionista;RJ
01.896.779/0001-38;2023-01-01;1;127495;CSU DIGITAL S.A.;http://www.valor.com.br/valor-ri;SP
01.896.779/0001-38;2023-01-01;1;127495;CSU DIGITAL S.A.;https://ri.csu.com.br;SP
01.896.779/0001-38;2023-01-01;1;127495;CSU DIGITAL S.A.;Valor Econômico;SP
01.917.818/0001-36;2023-01-01;1;125491;LIGHT ENERGIA S.A.;Jornal Diário Comercial;RJ
01.917.818/0001-36;2023-01-01;1;125491;LIGHT ENERGIA S.A.;Portal NEO1 - www.portalneo1.net;RJ
01.917.818/0001-36;2023-01-01;1;125491;LIGHT ENERGIA S.A.;Website CVM - www.cvm.gov.br;RJ
01.917.818/0001-36;2023-01-01;1;125491;LIGHT ENERGIA S.A.;Website Diário Comercial - www.diariocomercial.com.br;RJ
01.917.818/0001-36;2023-01-01;1;125491;LIGHT ENERGIA S.A.;Website Light - www.light.com.br/ri;RJ
01.938.783/0001-11;2023-01-01;2;130753;CIA PARTICIPACOES ALIANCA DA BAHIA;WWW.ATARDE.COM.BR;BA
01.957.772/0001-89;2023-01-01;1;130674;SUL 116 PARTICIPACOES S.A.;Diário Comercial;RJ
01.957.772/0001-89;2023-01-01;1;130674;SUL 116 PARTICIPACOES S.A.;Diário Oficial do Estado;RJ
01.968.293/0001-68;2023-01-01;3;127987;Eletroriver S.A.;JORNAL A TARDE;BA
01.968.293/0001-68;2023-01-01;3;127987;Eletroriver S.A.;www.eletroriver.com.br;BA
01.989.044/0001-59;2023-01-01;2;127482;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Diario de Notícias de São Paulo;SP
01.989.044/0001-59;2023-01-01;2;127482;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Diário Oficial do Estado de São Paulo;SP
02.016.440/0001-62;2023-01-01;1;127152;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Jornal do Comércio;RS
02.016.440/0001-62;2023-01-01;1;127152;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;www.cpfl.com.br/ri;SP
02.016.440/0001-62;2023-01-01;1;127152;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;www.valor.com.br/valor-ri;SP
02.031.413/0001-69;2023-01-01;2;128290;Petro Rio Jaguar Petróleo S.A.;Valor Econômico;RJ
02.041.460/0001-93;2023-01-01;4;133146;V. Tal - Rede Neutra de Telecomunicações S.A.;Diário Comercial do Estado de São Paulo;SP
02.062.747/0001-08;2023-01-01;2;131082;SUDESTE S.A.;Diário do Acionista;RJ
02.117.801/0001-67;2023-01-01;2;127103;BONAIRE PARTICIPACOES S.A. - EM LIQUIDAÇÃO;Monitor Mercantil;RJ
02.149.205/0001-69;2023-01-01;2;132213;PORTO SEGURO S.A.;O Estado de São Paulo;SP
02.149.205/0001-69;2023-01-01;2;132213;PORTO SEGURO S.A.;Portal de notícias do Jornal O Estado de São Paulo;SP
02.162.616/0001-94;2023-01-01;2;127094;UPTICK PARTICIPACOES S.A.;Monitor Mercantil;RJ
02.193.750/0001-52;2023-01-01;1;125284;DEXXOS PARTICIPAÇÕES S.A.;Portal NEO1;SP
02.201.787/0001-85;2023-01-01;1;127651;CEL PARTICIPAÇÕES S.A. - CELPAR;Jornal diário do acionista;RJ
02.201.787/0001-85;2023-01-01;1;127651;CEL PARTICIPAÇÕES S.A. - CELPAR;Jornal diário do acionista;RJ
02.217.319/0001-07;2023-01-01;5;128641;YBYRÁ CAPITAL S.A.;Diário do Acionista;RJ
02.255.187/0001-08;2023-01-01;1;127533;Unifique Telecomunicações S.A.;http://ri.unifique.com.br;SC
02.255.187/0001-08;2023-01-01;1;127533;Unifique Telecomunicações S.A.;https://www.nsctotal.com.br/santa;SC
02.258.422/0001-97;2023-01-01;1;127306;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Diário Oficial do Estado do Paraná;PR
02.258.422/0001-97;2023-01-01;1;127306;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Jornal Bem Paraná;PR
02.258.422/0001-97;2023-01-01;1;127306;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Valor Econômico;SP
02.281.836/0001-37;2023-01-01;1;127566;TRANSNORDESTINA LOGISTICA SA;O Povo;CE
02.286.479/0001-08;2023-01-01;1;127887;Localiza Fleet S.A.;Jornal Diário do Comércio;MG
02.286.479/0001-08;2023-01-01;1;127887;Localiza Fleet S.A.;Portal online - Neo1 - www.portalneo1.net;MG
02.291.077/0001-93;2023-01-01;1;125995;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Monitor Mercantil;RJ
02.302.100/0001-06;2023-01-01;2;125037;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Valor Econômico;SP
02.302.101/0001-42;2023-01-01;1;126911;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Diário Oficial do Estado de Sao Paulo;SP
02.302.101/0001-42;2023-01-01;1;126911;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Folha de São Paulo;SP
02.328.280/0001-97;2023-01-01;1;125156;ELEKTRO REDES S.A.;http://ri.neoenergia.com/;SP
02.328.280/0001-97;2023-01-01;1;125156;ELEKTRO REDES S.A.;https://valor.globo.com/;SP
02.328.280/0001-97;2023-01-01;1;125156;ELEKTRO REDES S.A.;Jornal Valor Econômico Impresso;SP
02.338.534/0001-58;2023-01-01;4;128251;LONGDIS S.A.;Diário Comercial do Estado;SP
02.338.534/0001-58;2023-01-01;4;128251;LONGDIS S.A.;Diário Oficial do Estado;SP
02.351.144/0001-18;2023-01-01;1;127788;TEGMA GESTAO LOGISTICA S.A.;Portal de Notícias Valor Econômico;SP
02.351.144/0001-18;2023-01-01;1;127788;TEGMA GESTAO LOGISTICA S.A.;Valor Econômico;SP
02.351.877/0001-52;2023-01-01;2;131411;LOCAWEB SERVIÇOS DE INTERNET S.A.;ri.locaweb.com.br;SP
02.351.877/0001-52;2023-01-01;2;131411;LOCAWEB SERVIÇOS DE INTERNET S.A.;Valor Econômico;SP
02.351.877/0001-52;2023-01-01;2;131411;LOCAWEB SERVIÇOS DE INTERNET S.A.;www.valor.globo.com/valor-ri/;SP
02.357.251/0001-53;2023-01-01;3;131031;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Diário Oficial da União;RS
02.365.069/0001-44;2023-01-01;1;127377;PADTEC HOLDING S.A.;www.padtec.com.br;SP
02.382.073/0001-10;2023-01-01;3;132923;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Diário Comercial;RJ
02.382.073/0001-10;2023-01-01;3;132923;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Diário Oficial do Estado do Rio de Janeiro;RJ
02.382.073/0001-10;2023-01-01;3;132923;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;https://www.rededivulgacao.com.br/noticias-corporativas/;SP
02.387.241/0001-60;2023-01-01;2;128264;RUMO S.A.;PR - Jornal Bem Paraná;PR
02.397.080/0001-96;2023-01-01;1;125157;ITAPEBI GERACAO DE ENERGIA S.A.;http://ri.neoenergia.com/;RJ
02.397.080/0001-96;2023-01-01;1;125157;ITAPEBI GERACAO DE ENERGIA S.A.;https://valor.globo.com/;RJ
02.397.080/0001-96;2023-01-01;1;125157;ITAPEBI GERACAO DE ENERGIA S.A.;Jornal Valor Econômico Impresso;RJ
02.415.408/0001-50;2023-01-01;1;127270;CONC ROD.OESTE SP VIAOESTE S.A;Diário da Região de Osasco;SP
02.421.421/0001-11;2023-01-01;2;128050;TIM S.A.;Valor Econômico;SP
02.429.144/0001-93;2023-01-01;1;127139;CPFL ENERGIA S.A.;Empresas.Net;SP
02.429.144/0001-93;2023-01-01;1;127139;CPFL ENERGIA S.A.;www.cpfl.com.br/ri;SP
02.429.144/0001-93;2023-01-01;1;127139;CPFL ENERGIA S.A.;www.valor.com.br/valor-ri;SP
02.451.848/0001-62;2023-01-01;1;127269;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;Jornal de Jundiaí (Jundiaí);SP
02.474.103/0001-19;2023-01-01;2;130809;ENGIE BRASIL ENERGIA S.A.;http://www.rededivulgacao.com.br;SP
02.474.103/0001-19;2023-01-01;2;130809;ENGIE BRASIL ENERGIA S.A.;Notícias do Dia;SC
02.502.844/0001-66;2023-01-01;2;128267;RUMO MALHA PAULISTA S.A.;O Dia - São Paulo/SP;SP
02.509.186/0001-34;2023-01-01;1;127638;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;Folha de São Paulo - Caderno Interior;SP
02.509.491/0001-26;2023-01-01;1;123139;CONC ECOVIAS IMIGRANTES S.A.;Diário do Grande ABC (Região do ABC);SP
02.558.157/0001-62;2023-01-01;1;122941;TELEFÔNICA BRASIL S.A;https://ri.telefonica.com.br/pt;SP
02.558.157/0001-62;2023-01-01;1;122941;TELEFÔNICA BRASIL S.A;Valor Econômico;SP
02.558.157/0001-62;2023-01-01;1;122941;TELEFÔNICA BRASIL S.A;www.valor.com.br/valor-ri;SP
02.560.878/0001-07;2023-01-01;2;123483;HOSPITAL ANCHIETA S.A.;https://www.hospitalanchieta.com.br/;DF
02.560.878/0001-07;2023-01-01;2;123483;HOSPITAL ANCHIETA S.A.;Jornal de Brasília;DF
02.591.787/0001-39;2023-01-01;1;123376;CAPITALPART PARTICIPACOES S.A.;Diário Comercial do Estado;SP
02.591.787/0001-39;2023-01-01;1;123376;CAPITALPART PARTICIPACOES S.A.;Diário Oficial do Estado;SP
02.600.854/0001-34;2023-01-01;3;128059;Tim Brasil Serviços e Participações S.A.;Monitor Mercantil;RJ
02.635.522/0001-95;2023-01-01;2;132875;Jalles Machado S.A.;O Popular;GO
02.635.522/0001-95;2023-01-01;2;132875;Jalles Machado S.A.;Portal Neo - https://www.portalneo1.net/;SP
02.664.042/0001-52;2023-01-01;1;124072;TERMINAL GARAGEM MENEZES CORTES S.A.;WWW.MENEZESCORTES.RIO.BR;RJ
02.664.042/0001-52;2023-01-01;1;124072;TERMINAL GARAGEM MENEZES CORTES S.A.;WWW.TGMC.COM.BR;RJ
02.682.287/0001-02;2023-01-01;2;128425;PAN Financeira S.A. - Crédito, Financiamento e Investimento;Valor Econômico;SP
02.724.983/0001-34;2023-01-01;1;127308;SANESALTO SANEAMENTO S.A.;Diário de Notícias;SP
02.724.983/0001-34;2023-01-01;1;127308;SANESALTO SANEAMENTO S.A.;Diário Oficial da União (Edição Nacional);SP
02.762.113/0001-50;2023-01-01;2;128605;BRAZILIAN FINANCE E REAL ESTATE S.A.;Valor Econômico;SP
02.762.121/0001-04;2023-01-01;1;127437;SANTOS BRASIL PARTICIPACOES S.A.;Valor Econômico;SP
02.762.121/0001-04;2023-01-01;1;127437;SANTOS BRASIL PARTICIPACOES S.A.;www.valor.com.br/fatosrelevantes;SP
02.762.124/0001-30;2023-01-01;2;131078;BETAPART PARTICIPACOES S.A.;Diário do Acionista;RJ
02.783.423/0001-50;2023-01-01;1;127183;ALTERE SECURITIZADORA S.A.;Diário Oficial do Estado;SP
02.783.423/0001-50;2023-01-01;1;127183;ALTERE SECURITIZADORA S.A.;Jornal o Dia;SP
02.796.775/0001-40;2023-01-01;2;131079;GAMA PARTICIPACOES S.A.;Diário do Acionista;RJ
02.800.026/0001-40;2023-01-01;3;129869;COGNA EDUCAÇÃO S.A.;publicidadelegal.folha.com.br;SP
02.846.056/0001-97;2023-01-01;1;127614;CCR S.A.;https://portal.mzgroup.com/;SP
02.846.056/0001-97;2023-01-01;1;127614;CCR S.A.;https://ri.ccr.com.br/;SP
02.846.056/0001-97;2023-01-01;1;127614;CCR S.A.;https://valor.globo.com/valor-ri/;SP
02.860.694/0001-62;2023-01-01;3;132501;T4F ENTRETENIMENTO S.A.;Valor Econômico;SP
02.916.265/0001-60;2023-01-01;1;125253;JBS S.A.;Valor Econômico;SP
02.916.265/0001-60;2023-01-01;1;125253;JBS S.A.;www.valor.com.br/fatosrelevantes;BR
02.919.555/0001-67;2023-01-01;2;131226;ARTERIS S.A.;Folha de São Paulo;SP
02.932.074/0001-91;2023-01-01;1;128393;HYPERA S.A.;Valor Econômico;SP
02.950.811/0001-89;2023-01-01;1;123452;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Valor Econômico;SP
02.992.449/0001-09;2023-01-01;2;131081;PROMPT PARTICIPACOES S.A.;Diário do Acionista;RJ
02.998.301/0001-81;2023-01-01;2;128661;RIO PARANAPANEMA ENERGIA S.A.;https://estadaori.estadao.com.br/publicacoes/;SP
02.998.301/0001-81;2023-01-01;2;128661;RIO PARANAPANEMA ENERGIA S.A.;O Estado de São Paulo;SP
02.998.611/0001-04;2023-01-01;1;124961;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;http://www.valor.com.br/valor-ri;SP
02.998.611/0001-04;2023-01-01;1;124961;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Jornal Valor Econômico;SP
03.014.553/0001-91;2023-01-01;2;133222;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Folha de São Paulo;SP
03.014.553/0001-91;2023-01-01;2;133222;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;www.folha.com.br;SP
03.014.553/0001-91;2023-01-01;2;133222;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;www.portalneo1.net;SP
03.025.305/0001-46;2023-01-01;1;127639;RODOVIAS DAS COLINAS S.A.;Folha de São Paulo - Caderno Interior;SP
03.207.703/0001-83;2023-01-01;3;131258;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;Jornal Tribuna Ribeirão Preto;SP
03.220.438/0001-73;2023-01-01;1;124976;EQUATORIAL ENERGIA S.A.;Diário Oficial do Estado do Maranhão;MA
03.220.438/0001-73;2023-01-01;1;124976;EQUATORIAL ENERGIA S.A.;Folha de São Paulo;SP
03.220.438/0001-73;2023-01-01;1;124976;EQUATORIAL ENERGIA S.A.;O Estado do Maranhão;MA
03.279.285/0001-30;2023-01-01;1;128017;Orizon Meio Ambiente S.A.;http://www.portalneo1.net/;SP
03.279.285/0001-30;2023-01-01;1;128017;Orizon Meio Ambiente S.A.;Jornal Valor Econômico;SP
03.303.999/0001-36;2023-01-01;1;124745;DTCOM - DIRECT TO COMPANY S.A.;Diário Oficial do Estado;PR
03.303.999/0001-36;2023-01-01;1;124745;DTCOM - DIRECT TO COMPANY S.A.;Indústria & Comércio;PR
03.342.704/0001-30;2023-01-01;1;127831;PETRORECÔNCAVO S.A.;Correio da Bahia;BA
03.342.704/0001-30;2023-01-01;1;127831;PETRORECÔNCAVO S.A.;Diário Oficial do Estado da Bahia;BA
03.342.704/0001-30;2023-01-01;1;127831;PETRORECÔNCAVO S.A.;Portal NEO1;SP
03.378.521/0001-75;2023-01-01;3;126905;LIGHT S.A. - Em Recuperação Judicial;Jornal Diário Comercial;RJ
03.378.521/0001-75;2023-01-01;3;126905;LIGHT S.A. - Em Recuperação Judicial;Portal NEO1 - www.portalneo1.net;RJ
03.378.521/0001-75;2023-01-01;3;126905;LIGHT S.A. - Em Recuperação Judicial;Website CVM - www.cvm.gov.br;RJ
03.378.521/0001-75;2023-01-01;3;126905;LIGHT S.A. - Em Recuperação Judicial;Website Diário Comercial - www.diariocomercial.com.br;RJ
03.378.521/0001-75;2023-01-01;3;126905;LIGHT S.A. - Em Recuperação Judicial;Website Light - www.light.com.br/ri;RJ
03.467.321/0001-99;2023-01-01;2;130843;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;A Gazeta;MT
03.467.321/0001-99;2023-01-01;2;130843;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;https://ri.energisa.com.br/;MG
03.467.321/0001-99;2023-01-01;2;130843;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;https://www.rad.cvm.gov.br/ENET/frmConsultaExternaCVM.aspx;RJ
03.494.776/0001-01;2023-01-01;2;128214;AMMO VAREJO S.A.;Valor Econômico;SP
03.538.833/0001-07;2023-01-01;1;123832;XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A.;Diário do Acionista;RJ
03.758.318/0001-24;2023-01-01;2;127116;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Diário Comercial;RJ
03.767.538/0001-14;2023-01-01;1;127666;BRAZILIAN SECURITIES CIA SECURITIZACAO;Valor Econômico;SP
03.795.050/0001-09;2023-01-01;1;125152;TERMOPERNAMBUCO S.A.;http://ri.neoenergia.com/;RJ
03.795.050/0001-09;2023-01-01;1;125152;TERMOPERNAMBUCO S.A.;https://valor.globo.com/;RJ
03.795.050/0001-09;2023-01-01;1;125152;TERMOPERNAMBUCO S.A.;Jornal Valor Econômico Impresso;RJ
03.802.115/0001-98;2023-01-01;4;131202;CLEAR SALE S.A.;Portal do Valor Econômico - http://www.valor.com.br/valor-ri;SP
03.802.115/0001-98;2023-01-01;4;131202;CLEAR SALE S.A.;Valor Econômico;SP
03.818.379/0001-30;2023-01-01;2;129872;Saber Serviços Educacionais S.A.;O Tempo;MG
03.820.456/0001-96;2023-01-01;3;127644;BSB Energética S.A.;https://bsbenergetica.com.br;MG
03.847.461/0001-92;2023-01-01;1;123406;BRADESPAR S.A.;Valor Econômico;SP
03.853.896/0001-40;2023-01-01;1;123962;MARFRIG GLOBAL FOODS S.A.;www.valor.com.br/valor-ri;SP
03.953.509/0001-47;2023-01-01;1;127145;CPFL GERACAO DE ENERGIA S.A.;Empresas.Net;SP
03.953.509/0001-47;2023-01-01;1;127145;CPFL GERACAO DE ENERGIA S.A.;www.cpfl.com.br/ri;SP
03.953.509/0001-47;2023-01-01;1;127145;CPFL GERACAO DE ENERGIA S.A.;www.valor.com.br/valor-ri;SP
