CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Sociedade;Razao_Social;CNPJ;Tipo_Sociedade;Descricao_Atividades;Pais_Sede;UF_Sede;Municipio_Sede;Participacao_Emissor;Possui_Registro_CVM;Codigo_CVM;Razao_Aquisicao_Manutencao;Data_Valor_Mercado;Data_Valor_Contabil;Valor_Mercado;Valor_Contabil
00.000.208/0001-00;2020-01-01;14;103809;BRB BANCO DE BRASILIA S.A.;631869;BRB - Distribuidora de Títulos e Valores Mobiliários S.A.;33850086000169;Controlada;Ditribuição de Títulos de Valores Imobiliários;Brasil;DF;Santa Cruz;99.00000000;N;;As sociedades em que o BRB - Banco de Brasília S/A detém participação fazem parte do grupo BRB e a manutenção dessa participação é inerente às atividades da empresa. Nenhuma das sociedades ligadas possuem ações negociadas em mercados de valores mobiliários.;;2018-12-31;0.00;46299782.93
00.000.208/0001-00;2020-01-01;14;103809;BRB BANCO DE BRASILIA S.A.;631870;Cartão BRB S.A.;01984199000100;Controlada;Administração de cartões de crédito;Brasil;DF;Santa Cruz;69.74000000;N;;As sociedades em que o BRB - Banco de Brasília S/A detém participação fazem parte do grupo BRB e a manutenção dessa participação é inerente às atividades da empresa. Nenhuma das sociedades ligadas possuem ações negociadas em mercados de valores mobiliários.;;2018-12-31;0.00;316649860.44
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633945;AES Tietê S.A.;02998609000127;Coligada;Geração e Comercialização;Brasil;SP;São Paulo;7.94000000;S;018350;Participação de caráter permanente.;2019-12-31;2019-12-31;509019258.75;37667258.11
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633946;Amazonas Distribuidora de Energia S.A.;05608739000102;Controlada;Geração, Distribuição e Comercialização;Brasil;AM;Manaus;0.00000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;0.58
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633947;CEB LAJEADO S.A.;03677638000150;Coligada;Geração e Comercialização;Brasil;DF;Brasília;40.07000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;58364358.12
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633948;Centrais Elétricas de Rondônia S.A - CERON;05914650000166;Controlada;Distribuição e Comercialização;Brasil;RO;Porto Velho;0.00000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633949;Centrais Elétricas de Santa Catarina S.A.;83878892000155;Coligada;Geração, Transmissão, Distribuição e Comercialização;Brasil;SC;Florianópolis;10.75000000;S;002461;Participação de caráter permanente.;2019-12-31;2019-12-31;213556002.67;144069488.34
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633950;Centrais Elétricas do Norte do Brasil S/A - Eletronorte;00357038000116;Controlada;Geração, Transmissão, Distribuição e Comercialização;Brasil;DF;Brasília;99.66000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;11537381212.10
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633951;Centrais Elétricas do Pará S.A. - CELPA;04895728000180;Coligada;Distribuição e Comercialização;Brasil;PA;Belém;0.99000000;S;018309;Participação de caráter permanente.;2019-12-31;2019-12-31;81375733.53;15058928.49
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633952;CESP - Companhia Energética de São Paulo;60933603000178;Coligada;Geração e Comercialização;Brasil;SP;São Paulo;2.05000000;S;002577;Participação de caráter permanente.;2019-12-31;2019-12-31;214487904.50;122283903.02
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633953;Cia Celg de Participações - CELGPAR;08560444000193;Coligada;Participação;Brasil;GO;Goiânia;0.07000000;S;021393;Participação de caráter permanente.;2019-12-31;2019-12-31;960020.60;682378.64
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633954;Cia Paranaense de Energia - COPEL;76483817000120;Coligada;Geração, Transmissão e Distribuição;Brasil;PR;Curitiba;0.56000000;S;014311;Participação de caráter permanente.;2019-12-31;2019-12-31;105776483.40;44246974.28
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633955;Cia. Eletricidade do Amapá;05965546000109;Coligada;Geração e Distribuição;Brasil;AP;Macapá;0.01000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;25790.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633956;Cia. Energética De Brasília;00070698000111;Coligada;Geração e Distribuição;Brasil;DF;Brasília;2.10000000;S;014451;Participação de caráter permanente.;2019-12-31;2019-12-31;18438936.11;11860617.43
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633957;Companhia de Eletricidade do Acre;04065033000170;Controlada;Distribuição;Brasil;AC;Rio Branco;0.00000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633958;Companhia de Geração Termica de Energia Eletrica;02016507000169;Controlada;Geração;Brasil;RS;Porto Alegre;99.99000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;845483211.77
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633959;Companhia Energética de Alagoas - CEAL;12272084000100;Controlada;Distribuição e Comercialização;Brasil;AL;Maceió;0.00000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633960;Companhia Energética de Pernambuco - CELPE;10835932000108;Coligada;Distribuição e Comercialização;Brasil;PE;Recife;1.56000000;S;014362;Participação de caráter permanente.;2019-12-31;2019-12-31;30225214.51;10365088.49
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633961;Companhia Energética do Ceará;07047251000170;Coligada;Distribuição;Brasil;CE;Fortaleza;7.06000000;S;014869;Participação de caráter permanente.;2019-12-31;2019-12-31;301215586.96;52339924.82
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633962;Companhia Energética do Piauí;06840748000189;Controlada;Distribuição e Comercialização;Brasil;PI;Teresina;0.00000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;0.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633963;Companhia Estadual de Distribuição de Energia Elétrica - CEEE-D;08467115000100;Coligada;Distribuição;Brasil;RS;Porto Alegre;32.59000000;S;020648;Participação de caráter permanente.;2019-12-31;2019-12-31;315467100.00;7724099.70
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633964;Companhia Estadual de Geração e Transmissão de Energia Elétrica - CEEE-GT;92715812000131;Coligada;Geração e Transmissão;Brasil;RS;Porto Alegre;32.59000000;S;003204;Participação de caráter permanente.;2019-12-31;2019-12-31;1268004330.00;191757849.88
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633965;Companhia Hidro Elétrica do São Francisco;33541368000116;Controlada;Geração e Transmissão;Brasil;PE;Recife;99.58000000;S;003328;Participação de caráter permanente.;2019-12-31;2019-12-31;0.00;9712790157.80
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633966;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista;02998611000104;Coligada;Transmissão;Brasil;SP;São Paulo;35.39000000;S;018376;Participação de caráter permanente.;2019-12-31;2019-12-31;5389525945.44;1270523892.39
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633967;Eletrobras Amazonas Energia GT;17957780000165;Controlada;Geração e Transmissão;Brasil;AM;Manaus;0.00000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;489068809.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633968;Eletrobras Participações S/A;01104937000170;Controlada;Participações societárias;Brasil;RJ;Rio de Janeiro;83.71000000;S;015784;Participação de caráter permanente.;2019-12-31;2019-12-31;740637580.80;98828918.28
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633969;Eletrobras Termonuclear S.A - Eletronuclear;42540211000167;Controlada;Geração;Brasil;RJ;Rio de Janeiro;99.91000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;6601413199.54
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633970;Eletrosul Centrais Elétricas S.A.;00073957000168;Controlada;Transmissão e Geração;Brasil;SC;Florianópolis;99.88000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;4353915526.17
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633971;EMAE - Empresa Metropolitana de Águas e Energia S.A;02302101000142;Coligada;Geração e Comercialização;Brasil;SP;São Paulo;39.02000000;S;016993;Participação de caráter permanente.;2019-12-31;2019-12-31;532395177.69;111364254.43
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633972;Enel Green Power Cachoeira Dourada S.A.;01672223000168;Coligada;Geração e Comercialização;Brasil;DF;Brasília;0.13000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;367727.63
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633973;Energisa Mato Grosso - Distribuidora de Energia S/A;03467321000199;Coligada;Distribuição e Geração Própria;Brasil;MT;Cuiabá;0.19000000;S;014605;Participação de caráter permanente.;2019-12-31;2019-12-31;12796000.00;2845455.38
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633974;Energisa S.A.;00864214000106;Coligada;Geração e Comercialização;Brasil;MG;Cataguases;2.31000000;S;015253;Participação de caráter permanente.;2019-12-31;2019-12-31;449716824.83;77867340.46
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633975;Energisa Sul-Sudeste - Distribuidora de Energia S.A.;07282377000120;Coligada;Distribuição;Brasil;SP;São Paulo;0.01000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;62797.42
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633976;Energisa Tocantins (Antiga CELTINS -Companhia de Energia Elétrica do Est do Tocantins);25086034000171;Coligada;Distribuição;Brasil;TO;Palmas;0.01000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;77.61
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633977;Eólica Chuí IX;19661005000193;Controlada;Geração;Brasil;DF;Brasília;99.99000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;49897009.80
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633978;Eólica Hermenegildo I;19661000000160;Controlada;Geração;Brasil;DF;Brasília;99.99000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;173212677.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633979;Eólica Hermenegildo II;19660985000100;Controlada;Geração;Brasil;DF;Brasília;99.99000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;173236674.60
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633980;Eólica Hermenegildo III;19660995000145;Controlada;Geração;Brasil;DF;Brasília;99.99000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;167921409.23
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633981;Eólica Mangue Seco 2 - Geradora e Com. Ener. Elétrica S.A.;11643504000146;Controlada;Geração e Comercialização;Brasil;RN;Natal;49.00000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;17322936.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633982;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A. - Antiga CEMAR;06272793000184;Coligada;Distribuição e Comercialização;Brasil;MA;São Luís;33.55000000;S;016608;Participação de caráter permanente.;2019-12-31;2019-12-31;2624871984.00;440369756.82
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633983;Furnas- Centrais Elétricas S/A;23274194000119;Controlada;Geração, Transmissão e Comercialização;Brasil;RJ;Rio de Janeiro;99.56000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;6502463537.89
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633984;Inambari Geração de Energia S/A;09630890000190;Controlada;Geração;Brasil;SP;São Paulo;29.40000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;16008300.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633985;Itaipu Binacional;00395988000135;Controlada;Geração;Brasil;DF;Brasília;50.00000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;50000000.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633986;Lajeado Energia S/A;03460864000184;Coligada;Geração e Comercialização;Brasil;SP;São Paulo;40.07000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;2751309.57
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633987;Norte Energia S.A.;12300288000107;Controlada;Geração;Brasil;DF;Brasília;15.00000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;2009400000.00
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633988;Paulista Lajeado Energia S.A.;03491603000121;Coligada;Geração e Comercialização;Brasil;SP;São Paulo;40.07000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;22532238.06
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633989;Rio Paranapanema Energia S.A.;02998301000181;Coligada;Geração e Comercialização;Brasil;SP;São Paulo;0.47000000;S;018368;Participação de caráter permanente.;2019-12-31;2019-12-31;20981933.28;3923531.22
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633990;Rouar;;Controlada;Geração;Brasil;DF;Brasília;50.00000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;52180067.47
00.001.180/0001-26;2020-01-01;22;104768;CENTRAIS ELET BRAS S.A. - ELETROBRAS;633991;Santa Vitória do Palmar Holding;12094666000135;Controlada;Geração;Brasil;DF;Brasília;78.00000000;N;;Participação de caráter permanente.;;2019-12-31;0.00;635188000.00
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;632026;BSB ENERGÉTICA S.A.;03820456000196;Coligada;A BSB Energética S.A. é uma sociedade por ações, constituída em 24 de março de 2000, para construir PCHs com potencia global máxima instalada de 200MW e estatutariamente está autorizada a participar de outros empreendimentos ou sociedades seja como acionista ou quotista.;Brasil;SP;São Paulo;9.00000000;N;;Parte do plano de expansão dos negócios estratégicos da CEB.;;2016-12-31;0.00;1574207.22
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;632027;CEB DISTRIBUIÇÃO S.A.;07522669000192;Controlada;Distribuição e comercialização de energia elétrica.;Brasil;AP;;100.00000000;N;;Concessão para fornecimento de energia elétrica para o Distrito Federal - Contrato n. 66/99-ANEEL com prazo até 2015.;;2016-12-31;0.00;359181056.62
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;632028;CEB GERAÇÃO S.A.;04232314000170;Controlada;Geração de Energia Elétrica - UHE Paranoá.;Brasil;AP;;100.00000000;N;;Parte da estratégia de garantia de fornecimento de energia para o Distrito Federal.;;2016-12-31;0.00;14035724.46
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;632029;CEB LAJEADO S.A.;03677638000150;Controlada;Geração de Energia Elétrica - UHE Luiz Eduardo Magalhães - Usina de Lajeado.;Brasil;AP;;59.93000000;N;;Parte da estratégia de garantia de fornecimento de energia para o Distrito Federal.;;2016-12-31;0.00;108075944.28
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;632030;CEB PARTICIPAÇÕES S.A.;03682014000120;Controlada;Detém participações acionárias ou cotas de outras empresas energéticas. Comercializa a energia da UHE Queimados/MG e é acionista da Corumbá Concessões S.A.;Brasil;AP;;100.00000000;N;;Faz parte do plano de estratégico dos negócios com energia da CEB.;;2016-12-31;0.00;39456630.30
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;632031;COMPANHIA BRASILIENSE DE GÁS S.A.;04363670000123;Coligada;Exploração, com exclusividade, do serviço de distribuição de gás combustível canalizado, de produção própria ou de terceiros em toda área do DF. Concessão até 2030, podendo prorrogar por 30 anos.;Brasil;AP;;17.00000000;N;;Parte do plano estratégico de fornecimento alternativo de energia para o Distrito Federal.;;2016-12-31;0.00;165537.29
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;632032;Corumbá Concessões S.A.;04066598000172;Coligada;Geração de Energia Elétrica.;Brasil;GO;Luziânia;36.95000000;N;;Parte do plano estratégico de garantia do fornecimento de energia elétrica para o Distrito Federal.;;2016-12-31;0.00;74563995.76
00.070.698/0001-11;2020-01-01;7;103845;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;632033;Energética Corumbá III S.A.;04631430000162;Coligada;Geração de Energia Elétrica - UHE.;Brasil;GO;Luziânia;45.18000000;N;;Parte do plano estratégico da CEB de garantia do fornecimento de energia elétrica do Distrito Federal.;;2016-12-31;0.00;64009653.64
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;627863;Cabos Brasil Europa S.A.;23284884000159;Coligada;Prestação de Serviço de Comunicação Multimidia SCM, restrita à utilização dos meios disponíveis por meio de cabos submarinos e serviços afins.;Brasil;SP;São Paulo;35.00000000;N;;Necessária a participação do capital nacional no lançamento do cabo submarino ligando o Brasil à Europa para comunicações, em parceria com empresa espanhola Islalink S.L.;;2017-12-31;0.00;189022.07
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;627864;EllaLink Spain S.A;;Coligada;Prestação de Serviço de Comunicação Multimidia SCM, restrita à utilização dos meios disponíveis por meio de cabos submarinos e serviços afins.;Espanha;;Bela Vista de Goiás;35.00000000;N;;Necessária a participação do capital nacional no lançamento do cabo submarino ligando o Brasil à Europa para comunicações, em parceria com empresa espanhola Islalink S.L.;;2017-12-31;0.00;289303.04
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;627865;Telebras Copa S.A;17729836000124;Controlada;Prestação de serviços de telecomunicações à Féderation Internacionale de Football Association - FIFA e seus parceiros e conveniados.;Brasil;DF;Brasília;100.00000000;N;;Incorporada pela Telecomunicações Brasileiras S.A. - Telebras confome AGE de 01/06/2017.;;2016-12-31;0.00;28769343.89
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;627866;Visiona Tecnologia Espacial S.A.;13944554000199;Coligada;Objetivo inicial da empresa é atuar no satélite geoestacionário brasileiro, que visa atender as necessidades de comunicação satelital do governo federal, incluindo o programa nacional de Banda Larga e um amplo espectro de transmissões estratégicas de defesa.;Brasil;SP;São Paulo;49.00000000;N;;Em atendimento ao Dec. 7769, de 28/06/2012, a Telebras e o Ministério da Defesa serão os principais responsáveis pela gestão, planejamento, construção e lançamento do satélite, que será operado pela Telebras.;;2019-12-31;0.00;80841335.00
00.359.742/0001-08;2020-01-01;5;102800;FICTOR ALIMENTOS S.A.;625794;ATOM TRADERS S.A.;23994857000170;Controlada;a) atividades relacionadas a treinamentos e desenvolvimento de pessoas para realizar investimentos de proprietários b) investimentos em títulos da dívida pública e operações de day trade c) prestação de serviços de assessoria e elaboração de projetos na área financeira d) serviços de consultoria, planejamento, administração e gestão financeira e de negóciose) atividades de assessoria, consultoria e de gestão empresarial, em especial na aquisição e gestão de ativos, de liquidação de dívidas e de recuperação de créditos f) aquisição de bens e ativos mobiliários g) soluções e inteligência aplicada na área de recuperação de créditos h) assessoria e gestão de negócios voltados para área de mercado de capitais i) participações em empresas no Brasil e no Exteriorj) elaboração e edição de matérias e artigos profissionais, técnicos e científicos, para publicações em livros, jornais, revistas e internet.;Brasil;SP;Sorocaba;99.99000000;N;;A Atom Empreendimentos e Participações é uma holding de participações, e utiliza a Atom Traders Publicações S.A. para atuação direta no mercado.;;2019-12-31;0.00;13229600.46
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;630942;Inter Asset Gestão de Recursos Ltda;29400178000101;Controlada;A sociedade tem por objeto social a prestação de serviços de gestão de carteiras de títulos e valores mobiliários de terceiros, compreendendo a tomada de decisão na alocação de recursos e investimentos, nos termos da regulamentação da Comissão de Valores Mobiliários - CVM, bem como a consultoria patrimonial, exceto consultoria técnica específica.;Brasil;MG;Belo Horizonte;99.99000000;N;;A empresa possui atividades operacionais complementares às atividades do Banco.;;2020-06-30;0.00;4820761.15
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;630943;Inter Digital Corretora e Consultoria de Seguros Ltda;00136889000139;Controlada;A sociedade tem por objeto social a corretagem de seguros e consultoria dos ramos elementares, de vida, capitalização e do ramo de planos previdenciários, a intermediação de consórcios, e as atividades de intermediação e mediação de negócios ou serviços em geral.;Brasil;MG;Belo Horizonte;60.00000000;N;;A empresa possui atividades operacionais complementares às atividades do Banco.;;2020-06-30;0.00;8761141.34
