CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Canal_Divulgacao;Sigla_UF
00.644.907/0001-93;2024-01-01;1;137815;INVESTCO S.A.;Valor Econômico (Edição Nacional);TO
00.743.065/0001-27;2024-01-01;1;134224;LITEL PARTICIPACOES S.A.;Diário Oficial do Estado;RJ
00.743.065/0001-27;2024-01-01;1;134224;LITEL PARTICIPACOES S.A.;Monitor Mercantil;RJ
00.776.574/0001-56;2024-01-01;1;138786;AMERICANAS S.A. - em Recuperação Judicial;Valor Econômico;SP
00.864.214/0001-06;2024-01-01;1;138158;ENERGISA S.A.;Diário do Comércio;MG
00.864.214/0001-06;2024-01-01;1;138158;ENERGISA S.A.;https://ri.energisa.com.br/;MG
00.864.214/0001-06;2024-01-01;1;138158;ENERGISA S.A.;https://www.rad.cvm.gov.br/ENET/frmConsultaExternaCVM.aspx;RJ
00.873.894/0001-24;2024-01-01;1;138304;Lets Rent a Car S/A;https://portal.mzgroup.com/fatos-relevantes/;BR
00.873.894/0001-24;2024-01-01;1;138304;Lets Rent a Car S/A;https://ri.lets.com.br/;SP
00.873.894/0001-24;2024-01-01;1;138304;Lets Rent a Car S/A;https://www.ri.lets.com.br;SP
00.873.894/0001-24;2024-01-01;1;138304;Lets Rent a Car S/A;Valor Econômico;SP
00.897.864/0001-58;2024-01-01;1;138446;SANTA CATARINA PART INVEST SA;Notícias do Dia;SC
00.924.429/0001-75;2024-01-01;4;140329;FERROVIA CENTRO-ATLANTICA S.A.;Diário do Comércio (Belo Horizonte);MG
00.938.574/0001-05;2024-01-01;3;140470;CONC RIO-TERESOPOLIS S.A.;Diário Comercial - (Edição Digital);RJ
00.938.574/0001-05;2024-01-01;3;140470;CONC RIO-TERESOPOLIS S.A.;Diário Comercial - (Edição Impressa);RJ
00.974.211/0001-25;2024-01-01;2;141613;Linha Amarela S.A. - LAMSA;Diário Comercial;RJ
00.979.969/0001-56;2024-01-01;1;133463;CAIXA ADM DIV PUB ESTADUAL SA;Jornal do Commercio;RS
01.027.058/0001-91;2024-01-01;3;141555;CIELO S.A. -  Instituição de Pagamento;Valor Econômico;SP
01.083.200/0001-18;2024-01-01;2;139791;NEOENERGIA S.A.;http://ri.neoenergia.com/;RJ
01.083.200/0001-18;2024-01-01;2;139791;NEOENERGIA S.A.;https://valor.globo.com/;RJ
01.083.200/0001-18;2024-01-01;2;139791;NEOENERGIA S.A.;Jornal Valor Econômico Impresso;RJ
01.104.937/0001-70;2024-01-01;2;138924;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Valor Econômico;RJ
01.107.327/0001-20;2024-01-01;7;142155;BBM Logística S.A.;JORNAL METRÓPOLE;PR
01.107.327/0001-20;2024-01-01;7;142155;BBM Logística S.A.;Portal NEO1;PR
01.258.944/0001-26;2024-01-01;1;133412;Rumo Malha Sul S.A.;Bem Paraná - Curitiba;PR
01.319.044/0001-41;2024-01-01;3;138585;WTC AMAZONAS SUITE HOTEL S.A.;Diario de Notícias de São Paulo;SP
01.417.222/0001-77;2024-01-01;2;144010;MRS LOGISTICA S.A.;Diário do Acionista;RJ
01.543.032/0001-04;2024-01-01;1;138568;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;O Popular;GO
01.545.826/0001-07;2024-01-01;3;139801;GAFISA S.A.;Estado de São Paulo;SP
01.545.826/0001-07;2024-01-01;3;139801;GAFISA S.A.;Valor Econômico (Edição Nacional);SP
01.547.749/0001-16;2024-01-01;1;137744;521 PARTICIPACOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL;Diário Comercial;RJ
01.548.981/0001-79;2024-01-01;3;139494;INVESTIMENTOS BEMGE S.A.;https://estadaori.estadao.com.br/publicacoes/;SP
01.548.981/0001-79;2024-01-01;3;139494;INVESTIMENTOS BEMGE S.A.;https://prnewswire.com.br;SP
01.548.981/0001-79;2024-01-01;3;139494;INVESTIMENTOS BEMGE S.A.;O Estado de São Paulo;SP
01.599.101/0001-93;2024-01-01;1;138249;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Jornal o Dia SP;SP
01.616.929/0001-02;2024-01-01;1;137814;SANEAMENTO DE GOIAS SA;Diário da Manhã;GO
01.616.929/0001-02;2024-01-01;1;137814;SANEAMENTO DE GOIAS SA;Diário do Estado;GO
01.616.929/0001-02;2024-01-01;1;137814;SANEAMENTO DE GOIAS SA;Diário Oficial do Estado de Goiás;GO
01.616.929/0001-02;2024-01-01;1;137814;SANEAMENTO DE GOIAS SA;O Popular;GO
01.616.929/0001-02;2024-01-01;1;137814;SANEAMENTO DE GOIAS SA;www.ri.saneago.com.br;GO
01.637.895/0001-32;2024-01-01;2;142115;Votorantim Cimentos S.A.;Jornal "O Dia SP";SP
01.637.895/0001-32;2024-01-01;2;142115;Votorantim Cimentos S.A.;P. Notícias: https://www.jornalodiasp.com.br/leiloes-publicidade-legal/;SP
01.637.895/0001-32;2024-01-01;2;142115;Votorantim Cimentos S.A.;Site de RI: https://ri.votorantimcimentos.com.br/;SP
01.838.723/0001-27;2024-01-01;1;138280;BRF S.A.;http://www.prnewswire.com/;SP
01.838.723/0001-27;2024-01-01;1;138280;BRF S.A.;http://www.valor.com.br/valor-ri;SP
01.838.723/0001-27;2024-01-01;1;138280;BRF S.A.;Valor Econômico;SP
01.851.771/0001-55;2024-01-01;2;133461;524 PARTICIPACOES S.A.;Diário do Acionista;RJ
01.896.779/0001-38;2024-01-01;2;138740;CSU DIGITAL S.A.;http://www.valor.com.br/valor-ri;SP
01.896.779/0001-38;2024-01-01;2;138740;CSU DIGITAL S.A.;https://ri.csu.com.br;SP
01.896.779/0001-38;2024-01-01;2;138740;CSU DIGITAL S.A.;Valor Econômico;SP
01.917.818/0001-36;2024-01-01;2;134089;LIGHT ENERGIA S.A.;Jornal Diário Comercial;RJ
01.917.818/0001-36;2024-01-01;2;134089;LIGHT ENERGIA S.A.;Portal NEO1 - www.portalneo1.net;RJ
01.917.818/0001-36;2024-01-01;2;134089;LIGHT ENERGIA S.A.;Website CVM - www.cvm.gov.br;RJ
01.917.818/0001-36;2024-01-01;2;134089;LIGHT ENERGIA S.A.;Website Diário Comercial - www.diariocomercial.com.br;RJ
01.917.818/0001-36;2024-01-01;2;134089;LIGHT ENERGIA S.A.;Website Light - www.light.com.br/ri;RJ
01.938.783/0001-11;2024-01-01;1;138646;CIA PARTICIPACOES ALIANCA DA BAHIA;WWW.ATARDE.COM.BR;BA
01.957.772/0001-89;2024-01-01;1;133428;SUL 116 PARTICIPACOES S.A.;Diário Comercial;RJ
01.957.772/0001-89;2024-01-01;1;133428;SUL 116 PARTICIPACOES S.A.;Diário Oficial do Estado;RJ
01.968.293/0001-68;2024-01-01;1;138222;Eletroriver S.A.;JORNAL A TARDE;BA
01.968.293/0001-68;2024-01-01;1;138222;Eletroriver S.A.;www.eletroriver.com.br;BA
01.989.044/0001-59;2024-01-01;3;138587;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Diario de Notícias de São Paulo;SP
02.016.440/0001-62;2024-01-01;2;140685;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Jornal do Comércio;RS
02.016.440/0001-62;2024-01-01;2;140685;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;www.cpfl.com.br/ri;SP
02.016.440/0001-62;2024-01-01;2;140685;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;www.valor.com.br/valor-ri;SP
02.016.507/0001-69;2024-01-01;3;140550;Cia de Ger. e Trans. de Energia Elétrica do Sul do Brasil;https://valor.globo.com/valor-ri/fatos-relevantes/;SP
02.016.507/0001-69;2024-01-01;3;140550;Cia de Ger. e Trans. de Energia Elétrica do Sul do Brasil;Notícias do Dia;SC
02.031.413/0001-69;2024-01-01;1;138377;Petro Rio Jaguar Petróleo S.A.;Valor Econômico;RJ
02.041.460/0001-93;2024-01-01;1;138780;V. Tal - Rede Neutra de Telecomunicações S.A.;Diário Comercial do Estado de São Paulo;SP
02.062.747/0001-08;2024-01-01;2;136402;SUDESTE S.A.;Diário do Acionista;RJ
02.117.801/0001-67;2024-01-01;1;137742;BONAIRE PARTICIPACOES S.A. - EM LIQUIDAÇÃO;Monitor Mercantil;RJ
02.149.205/0001-69;2024-01-01;1;138421;PORTO SEGURO S.A.;O Estado de São Paulo;SP
02.149.205/0001-69;2024-01-01;1;138421;PORTO SEGURO S.A.;Portal de notícias do Jornal O Estado de São Paulo;SP
02.162.616/0001-94;2024-01-01;2;143671;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;Monitor Mercantil;RJ
02.193.750/0001-52;2024-01-01;1;134896;DEXXOS PARTICIPAÇÕES S.A.;Portal NEO1;SP
02.201.787/0001-85;2024-01-01;1;137981;CEL PARTICIPAÇÕES S.A. - CELPAR;Jornal diário do acionista;RJ
02.201.787/0001-85;2024-01-01;1;137981;CEL PARTICIPAÇÕES S.A. - CELPAR;Jornal diário do acionista;RJ
02.217.319/0001-07;2024-01-01;6;142417;YBYRÁ CAPITAL S.A.;Diário do Acionista;RJ
02.255.187/0001-08;2024-01-01;2;138666;Unifique Telecomunicações S.A.;http://ri.unifique.com.br;SC
02.255.187/0001-08;2024-01-01;2;138666;Unifique Telecomunicações S.A.;https://www.nsctotal.com.br/santa;SC
02.258.422/0001-97;2024-01-01;1;137682;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Central de Balanços - SPED;SP
02.258.422/0001-97;2024-01-01;1;137682;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Jornal Bem Paraná;PR
02.258.422/0001-97;2024-01-01;1;137682;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Valor Econômico;SP
02.281.836/0001-37;2024-01-01;2;140472;TRANSNORDESTINA LOGISTICA SA;O Povo;CE
02.286.479/0001-08;2024-01-01;1;138428;Localiza Fleet S.A.;Jornal Diário do Comércio;MG
02.286.479/0001-08;2024-01-01;1;138428;Localiza Fleet S.A.;Portal online - MZ: https://portal.mzgroup.com/fatos-relevantes/;MG
02.286.479/0001-08;2024-01-01;1;138428;Localiza Fleet S.A.;Site RI: https://ri.localiza.com/;MG
02.291.077/0001-93;2024-01-01;2;135049;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Monitor Mercantil;RJ
02.302.100/0001-06;2024-01-01;1;134441;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Diário de Notícias;SP
02.302.101/0001-42;2024-01-01;3;142040;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Diário Oficial do Estado de Sao Paulo;SP
02.302.101/0001-42;2024-01-01;3;142040;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Folha de São Paulo;SP
02.328.280/0001-97;2024-01-01;2;139798;ELEKTRO REDES S.A.;http://ri.neoenergia.com/;SP
02.328.280/0001-97;2024-01-01;2;139798;ELEKTRO REDES S.A.;https://valor.globo.com/;SP
02.328.280/0001-97;2024-01-01;2;139798;ELEKTRO REDES S.A.;Jornal Valor Econômico Impresso;SP
02.338.534/0001-58;2024-01-01;5;139022;LONGDIS S.A.;Website de RI (https://migr-longdis.mz-sites.com);SP
02.351.144/0001-18;2024-01-01;3;143926;TEGMA GESTAO LOGISTICA S.A.;Portal de Notícias Valor Econômico;SP
02.351.144/0001-18;2024-01-01;3;143926;TEGMA GESTAO LOGISTICA S.A.;Portal MZ;SP
02.351.144/0001-18;2024-01-01;3;143926;TEGMA GESTAO LOGISTICA S.A.;Valor Econômico;SP
02.351.877/0001-52;2024-01-01;4;142202;LWSA S/A;ri.lwsa.tech;SP
02.351.877/0001-52;2024-01-01;4;142202;LWSA S/A;Valor Econômico;SP
02.351.877/0001-52;2024-01-01;4;142202;LWSA S/A;www.valor.globo.com/valor-ri/;SP
02.357.251/0001-53;2024-01-01;1;139292;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Diário Oficial da União;RS
02.365.069/0001-44;2024-01-01;2;142787;PADTEC HOLDING S.A.;www.padtec.com.br;SP
02.382.073/0001-10;2024-01-01;1;137961;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Diário Comercial;RJ
02.382.073/0001-10;2024-01-01;1;137961;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;https://www.ibri.com.br/pt-br/rede-de-divulgacao/?id=261149/;SP
02.387.241/0001-60;2024-01-01;2;143534;RUMO S.A.;PR - Jornal Bem Paraná;PR
02.397.080/0001-96;2024-01-01;2;139790;ITAPEBI GERACAO DE ENERGIA S.A.;http://ri.neoenergia.com/;RJ
02.397.080/0001-96;2024-01-01;2;139790;ITAPEBI GERACAO DE ENERGIA S.A.;https://valor.globo.com/;RJ
02.397.080/0001-96;2024-01-01;2;139790;ITAPEBI GERACAO DE ENERGIA S.A.;Jornal Valor Econômico Impresso;RJ
02.421.421/0001-11;2024-01-01;1;138378;TIM S.A.;Valor Econômico;SP
02.429.144/0001-93;2024-01-01;3;143405;CPFL ENERGIA S.A.;Empresas.Net;SP
02.429.144/0001-93;2024-01-01;3;143405;CPFL ENERGIA S.A.;www.cpfl.com.br/ri;SP
02.429.144/0001-93;2024-01-01;3;143405;CPFL ENERGIA S.A.;www.valor.com.br/valor-ri;SP
02.451.848/0001-62;2024-01-01;2;139765;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;Jornal de Jundiaí (Jundiaí);SP
02.474.103/0001-19;2024-01-01;1;133760;ENGIE BRASIL ENERGIA S.A.;http://www.rededivulgacao.com.br;SP
02.474.103/0001-19;2024-01-01;1;133760;ENGIE BRASIL ENERGIA S.A.;Notícias do Dia;SC
02.502.844/0001-66;2024-01-01;1;133407;RUMO MALHA PAULISTA S.A.;O Dia - São Paulo/SP;SP
02.509.491/0001-26;2024-01-01;2;138276;CONC ECOVIAS IMIGRANTES S.A.;Diário do Grande ABC (Região do ABC);SP
02.536.066/0001-26;2024-01-01;2;139473;Vital Engenharia Ambiental S.A.;Monitor Mercantil;RJ
02.558.157/0001-62;2024-01-01;2;143933;TELEFÔNICA BRASIL S.A;ri.telefonica.com.br;SP
02.558.157/0001-62;2024-01-01;2;143933;TELEFÔNICA BRASIL S.A;Valor Econômico;SP
02.558.157/0001-62;2024-01-01;2;143933;TELEFÔNICA BRASIL S.A;www.valor.com.br/valor-ri;SP
02.560.878/0001-07;2024-01-01;1;138777;HOSPITAL ANCHIETA S.A.;https://www.hospitalanchieta.com.br/;DF
02.560.878/0001-07;2024-01-01;1;138777;HOSPITAL ANCHIETA S.A.;Jornal de Brasília;DF
02.591.787/0001-39;2024-01-01;2;137933;CAPITALPART PARTICIPACOES S.A.;Diário Comercial do Estado;SP
02.591.787/0001-39;2024-01-01;2;137933;CAPITALPART PARTICIPACOES S.A.;Diário Oficial do Estado;SP
02.600.854/0001-34;2024-01-01;1;138422;Tim Brasil Serviços e Participações S.A.;Monitor Mercantil;RJ
02.635.522/0001-95;2024-01-01;2;137988;Jalles Machado S.A.;O Popular;GO
02.635.522/0001-95;2024-01-01;2;137988;Jalles Machado S.A.;Portal Neo - https://www.portalneo1.net/;SP
02.664.042/0001-52;2024-01-01;2;133639;TERMINAL GARAGEM MENEZES CORTES S.A.;WWW.MENEZESCORTES.RIO.BR;RJ
02.664.042/0001-52;2024-01-01;2;133639;TERMINAL GARAGEM MENEZES CORTES S.A.;WWW.TGMC.COM.BR;RJ
02.682.287/0001-02;2024-01-01;2;139191;PAN Financeira S.A. - Crédito, Financiamento e Investimento;Valor Econômico;SP
02.724.983/0001-34;2024-01-01;1;138515;SANESALTO SANEAMENTO S.A.;Diário de Notícias;SP
02.724.983/0001-34;2024-01-01;1;138515;SANESALTO SANEAMENTO S.A.;Diário Oficial da União (Edição Nacional);SP
02.762.113/0001-50;2024-01-01;2;139190;BRAZILIAN FINANCE E REAL ESTATE S.A.;Valor Econômico;SP
02.762.115/0001-49;2024-01-01;2;138510;MASSA FALIDA DA MMX MINERACAO E METALICOS S.A.;Diário Oficial do Estado;RJ
02.762.115/0001-49;2024-01-01;2;138510;MASSA FALIDA DA MMX MINERACAO E METALICOS S.A.;Jornal Monitor Mercantil;RJ
02.762.121/0001-04;2024-01-01;1;138351;SANTOS BRASIL PARTICIPACOES S.A.;Valor Econômico;SP
02.762.121/0001-04;2024-01-01;1;138351;SANTOS BRASIL PARTICIPACOES S.A.;www.valor.com.br/fatosrelevantes;SP
02.762.124/0001-30;2024-01-01;2;142420;BETAPART PARTICIPACOES S.A.;Diário do Acionista;RJ
02.783.423/0001-50;2024-01-01;1;138007;ALTERE SECURITIZADORA S.A.;Diário Oficial do Estado;SP
02.783.423/0001-50;2024-01-01;1;138007;ALTERE SECURITIZADORA S.A.;Jornal o Dia;SP
02.796.775/0001-40;2024-01-01;1;133372;GAMA PARTICIPACOES S.A.;Diário do Acionista;RJ
02.800.026/0001-40;2024-01-01;1;134679;COGNA EDUCAÇÃO S.A.;publicidadelegal.folha.com.br;SP
02.846.056/0001-97;2024-01-01;1;137993;CCR S.A.;https://portal.mzgroup.com/;SP
02.846.056/0001-97;2024-01-01;1;137993;CCR S.A.;https://ri.ccr.com.br/;SP
02.846.056/0001-97;2024-01-01;1;137993;CCR S.A.;https://valor.globo.com/valor-ri/;SP
02.860.694/0001-62;2024-01-01;2;143382;T4F ENTRETENIMENTO S.A.;Valor Econômico;SP
02.916.265/0001-60;2024-01-01;1;138153;JBS S.A.;Valor Econômico;SP
02.916.265/0001-60;2024-01-01;1;138153;JBS S.A.;www.valor.com.br/fatosrelevantes;BR
02.919.555/0001-67;2024-01-01;1;135879;ARTERIS S.A.;Folha de São Paulo;SP
02.932.074/0001-91;2024-01-01;1;138459;HYPERA S.A.;Valor Econômico;SP
02.950.811/0001-89;2024-01-01;1;135458;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Diário de Notícias de São Paulo;SP
02.992.449/0001-09;2024-01-01;2;133462;PROMPT PARTICIPACOES S.A.;Diário do Acionista;RJ
02.998.301/0001-81;2024-01-01;1;138073;RIO PARANAPANEMA ENERGIA S.A.;https://estadaori.estadao.com.br/publicacoes/;SP
02.998.301/0001-81;2024-01-01;1;138073;RIO PARANAPANEMA ENERGIA S.A.;O Estado de São Paulo;SP
02.998.611/0001-04;2024-01-01;3;143374;ISA ENERGIA BRASIL;http://www.valor.com.br/valor-ri;SP
02.998.611/0001-04;2024-01-01;3;143374;ISA ENERGIA BRASIL;Jornal Valor Econômico;SP
03.014.553/0001-91;2024-01-01;1;138252;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Folha de São Paulo;SP
03.014.553/0001-91;2024-01-01;1;138252;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;www.folha.com.br;SP
03.014.553/0001-91;2024-01-01;1;138252;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;www.portalneo1.net;SP
03.025.305/0001-46;2024-01-01;2;138975;RODOVIAS DAS COLINAS S.A.;Folha de São Paulo - Caderno Interior;SP
03.220.438/0001-73;2024-01-01;3;142009;EQUATORIAL S.A.;Folha de São Paulo;SP
03.220.438/0001-73;2024-01-01;3;142009;EQUATORIAL S.A.;O Imparcial;MA
03.279.285/0001-30;2024-01-01;1;133532;Orizon Meio Ambiente S.A.;https://portal.mzgroup.com/;SP
03.279.285/0001-30;2024-01-01;1;133532;Orizon Meio Ambiente S.A.;Jornal Valor Econômico;SP
03.303.999/0001-36;2024-01-01;1;137620;DTCOM - DIRECT TO COMPANY S.A.;Diário Oficial do Estado;PR
03.303.999/0001-36;2024-01-01;1;137620;DTCOM - DIRECT TO COMPANY S.A.;Indústria & Comércio;PR
03.342.704/0001-30;2024-01-01;1;138320;PETRORECÔNCAVO S.A.;Correio da Bahia;BA
03.342.704/0001-30;2024-01-01;1;138320;PETRORECÔNCAVO S.A.;Diário Oficial do Estado da Bahia;BA
03.342.704/0001-30;2024-01-01;1;138320;PETRORECÔNCAVO S.A.;Portal NEO1;SP
03.378.521/0001-75;2024-01-01;2;134087;LIGHT S.A. - Em Recuperação Judicial;Jornal Diário Comercial;RJ
03.378.521/0001-75;2024-01-01;2;134087;LIGHT S.A. - Em Recuperação Judicial;Portal NEO1 - www.portalneo1.net;RJ
03.378.521/0001-75;2024-01-01;2;134087;LIGHT S.A. - Em Recuperação Judicial;Website CVM - www.cvm.gov.br;RJ
03.378.521/0001-75;2024-01-01;2;134087;LIGHT S.A. - Em Recuperação Judicial;Website Diário Comercial - www.diariocomercial.com.br;RJ
03.378.521/0001-75;2024-01-01;2;134087;LIGHT S.A. - Em Recuperação Judicial;Website Light - www.light.com.br/ri;RJ
03.467.321/0001-99;2024-01-01;1;138166;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;A Gazeta;MT
03.467.321/0001-99;2024-01-01;1;138166;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;https://ri.energisa.com.br/;MG
03.467.321/0001-99;2024-01-01;1;138166;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;https://www.rad.cvm.gov.br/ENET/frmConsultaExternaCVM.aspx;RJ
03.494.776/0001-01;2024-01-01;1;136824;AMMO VAREJO S.A.;Valor Econômico;SP
03.538.833/0001-07;2024-01-01;1;135941;XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A.;Diário do Acionista;RJ
03.758.318/0001-24;2024-01-01;3;143676;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Diário Comercial;RJ
03.767.538/0001-14;2024-01-01;2;148281;BRAZILIAN SECURITIES CIA SECURITIZACAO;Valor Econômico;SP
03.795.050/0001-09;2024-01-01;2;139785;TERMOPERNAMBUCO S.A.;http://ri.neoenergia.com/;RJ
03.795.050/0001-09;2024-01-01;2;139785;TERMOPERNAMBUCO S.A.;https://valor.globo.com/;RJ
03.795.050/0001-09;2024-01-01;2;139785;TERMOPERNAMBUCO S.A.;Jornal Valor Econômico Impresso;RJ
03.802.115/0001-98;2024-01-01;1;134821;CLEAR SALE S.A.;Portal do Valor Econômico - http://www.valor.com.br/valor-ri;SP
03.802.115/0001-98;2024-01-01;1;134821;CLEAR SALE S.A.;Valor Econômico;SP
03.818.379/0001-30;2024-01-01;1;134680;Saber Serviços Educacionais S.A.;O Tempo;MG
03.820.456/0001-96;2024-01-01;1;138231;BSB Energética S.A.;https://bsbenergetica.com.br;MG
03.847.461/0001-92;2024-01-01;2;137438;BRADESPAR S.A.;Valor Econômico;SP
03.853.896/0001-40;2024-01-01;1;137983;MARFRIG GLOBAL FOODS S.A.;www.valor.com.br/valor-ri;SP
03.953.509/0001-47;2024-01-01;2;141285;CPFL GERACAO DE ENERGIA S.A.;Empresas.Net;SP
03.953.509/0001-47;2024-01-01;2;141285;CPFL GERACAO DE ENERGIA S.A.;www.cpfl.com.br/ri;SP
03.953.509/0001-47;2024-01-01;2;141285;CPFL GERACAO DE ENERGIA S.A.;www.valor.com.br/valor-ri;SP
03.983.431/0001-03;2024-01-01;1;134437;EDP - ENERGIAS DO BRASIL S.A.;Diário de Notícias;SP
