CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Tipo_Endereco;Logradouro;Complemento;Bairro;Cidade;Sigla_UF;Pais;CEP;Caixa_Postal;DDI_Telefone;DDD_Telefone;Telefone;DDI_Fax;DDD_Fax;Fax;Email
00.194.724/0001-13;2024-01-01;2;142892;Auren Operações S.A.;Endereço da Sede;Av. das Nações Unidas, 8501;2º Andar;Pinheiros;São Paulo;SP;Brasil;05425070;;;11;28742540;;;;ri@aurenenergia.com.br
00.194.724/0001-13;2024-01-01;2;142892;Auren Operações S.A.;Endereço para Correspondência;Av. das Nações Unidas, 8501;2º Andar;Pinheiros;São Paulo;SP;Brasil;05425070;;;11;28742540;;;;ri@aurenenergia.com.br
00.242.184/0001-04;2024-01-01;1;138613;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;Endereço da Sede;Av. Marcos Penteado de Ulhôa Rodrigues, 939, Conj. 701 e 702;Torre II, Ed. Jatobá;Tamboré;Barueri;SP;Brasil;06460040;;;11;40035511;;;;ri@armac.com.br
00.242.184/0001-04;2024-01-01;1;138613;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;Endereço para Correspondência;Av. Marcos Penteado de Ulhôa Rodrigues, 939, Conj. 701 e 702;Torre II, Ed. Jatobá;Tamboré;Barueri;SP;Brasil;06460040;;;11;40035511;;;;ri@armac.com.br
00.249.786/0001-85;2024-01-01;1;135942;FORPART S.A. - EM LIQUIDAÇÃO;Endereço da Sede;AV PRESIDENTE ANTONIO CARLOS Nº 51;10º ANDAR(PTE);CENTRO;Rio de Janeiro;RJ;Brasil;20020010;;;21;38043700;;;;gar@opportunity.com.br
00.249.786/0001-85;2024-01-01;1;135942;FORPART S.A. - EM LIQUIDAÇÃO;Endereço para Correspondência;AV. PRESIDENTE ANTONIO CARLOS Nº 51;10º ANDAR(PTE);CENTRO;Rio de Janeiro;RJ;Brasil;20020010;;;21;38043700;;;;gar@opportunity.com.br
00.272.185/0001-93;2024-01-01;1;137632;CIMS S.A.;Endereço da Sede;Avenida Bartolomeu Mitre, nº 336;Parte;Leblon;Rio de Janeiro;RJ;Brasil;22431002;;;21;21596000;;;;fiscal@vincipartners.com
00.272.185/0001-93;2024-01-01;1;137632;CIMS S.A.;Endereço para Correspondência;Avenida Bartolomeu Mitre, nº 336;Parte;Leblon;Rio de Janeiro;RJ;Brasil;22431002;;;21;21596000;;;;jgsouza@vincipartners.com
00.336.701/0001-04;2024-01-01;1;137263;TELEC BRASILEIRAS S.A. TELEBRAS;Endereço da Sede;SIG Quadra 4 lotes 075, 083, 125 e 175, Bloco A;Salas 211 a 224;SIG;Brasília;DF;Brasil;70610440;;;61;20271208;;;;dri@telebras.com.br
00.336.701/0001-04;2024-01-01;1;137263;TELEC BRASILEIRAS S.A. TELEBRAS;Endereço para Correspondência;SIG Quadra 4 lotes 075, 083, 125 e 175, Bloco A;Salas 211 a 224;SIG;Brasília;DF;Brasil;70610440;;;61;20271208;;;;dri@telebras.com.br
00.357.038/0001-16;2024-01-01;4;142595;Centrais Elétricas do Norte do Brasil S.A.;Endereço da Sede;SEPN 504;Bloco D;Asa Norte;Brasília;DF;Brasil;7073052;;;61;34296400;;;;fr.n@eletrobras.com
00.357.038/0001-16;2024-01-01;4;142595;Centrais Elétricas do Norte do Brasil S.A.;Endereço para Correspondência;SEPN 504;Bloco D;Asa Norte;Brasília;DF;Brasil;7073052;;;61;34296400;;;;fr.n@eletrobras.com
00.359.742/0001-08;2024-01-01;2;143939;FICTOR ALIMENTOS S.A.;Endereço da Sede;Rua Surubim, n° 373;4° andar;Cidade Monções;São Paulo;SP;Brasil;04571050;;;11;52003474;;;;ri@fictoralimentos.com.br
00.359.742/0001-08;2024-01-01;2;143939;FICTOR ALIMENTOS S.A.;Endereço para Correspondência;Rua Surubim, n° 373;4° andar;Cidade Monções;São Paulo;SP;Brasil;04571050;;;11;52003474;;;;ri@fictoralimentos.com.br
00.383.281/0001-09;2024-01-01;2;137660;BNDES PARTICIPACOES S.A. - BNDESPAR;Endereço da Sede;Quadra 09, Torre C - Edifício Parque Cidade;12º andar;Setor Comercial Sul;Brasilia;DF;Brasil;70308200;;;61;32045600;;;;dir4@bndes.gov.br
00.383.281/0001-09;2024-01-01;2;137660;BNDES PARTICIPACOES S.A. - BNDESPAR;Endereço para Correspondência;Avenida República do Chile 100;22º andar;Centro;Rio de Janeiro;RJ;Brasil;20031917;;;21;37478590;;;;dir4@bndes.gov.br
00.389.481/0001-79;2024-01-01;3;136981;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;Endereço da Sede;Rua da Alfazema, nº 761;7º andar sala 703;Caminho das Árvores;Salvador;BA;Brasil;41820710;;;71;21029602;;;;katia.nozela@grupolm.com.br
00.389.481/0001-79;2024-01-01;3;136981;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;Endereço para Correspondência;Rua da Alfazema, nº 761;7º andar;Caminho das Árvores;Salvador;BA;Brasil;41820710;;;71;21022800;;;;lmf@grupolm.com.br
00.545.378/0001-70;2024-01-01;2;134279;SERRA AZUL WATER PARK SA;Endereço da Sede;Avenida Serra Azul, 1000;isento;Serra Azul;Itupeva;SP;Brasil;13299602;;;19;998242774;;;;reginaldof@wetnwild.com.br
00.545.378/0001-70;2024-01-01;2;134279;SERRA AZUL WATER PARK SA;Endereço para Correspondência;Avenida Serra Azul, 1000;isento;Serra Azul;Itupeva;SP;Brasil;13299602;;;19;998242774;;;;reginaldof@wetnwild.com.br
00.622.416/0001-41;2024-01-01;1;137925;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Endereço da Sede;Rodovia José Carlos Daux, nº 5.550, km 5;Sala 235, 3º andar;Saco Grande;Florianópolis;SC;Brasil;88032005;;;48;38777100;;;;ri@statkraft.com
00.622.416/0001-41;2024-01-01;1;137925;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Endereço para Correspondência;Rodovia José Carlos Daux, nº 5.550, km 5;Sala 235, 3º andar;Saco Grande;Florianópolis;SC;Brasil;88032005;;;48;38777100;;;;ri@statkraft.com
00.644.907/0001-93;2024-01-01;1;137815;INVESTCO S.A.;Endereço da Sede;ROD-TO Miracema;KM 23;Rodovia-TO;Miracema do Tocantins;TO;Brasil;77650000;;;63;33113407;;;;reportefinanceiro@edpbr.com.br
00.644.907/0001-93;2024-01-01;1;137815;INVESTCO S.A.;Endereço para Correspondência;Rua Werner Von Siemens, 111;Prédio 22, bloco A.;Lapa de Baixo;São Paulo;SP;Brasil;05069900;;;11;21855000;;;;reportefinanceiro@edpbr.com.br
00.743.065/0001-27;2024-01-01;1;134224;LITEL PARTICIPACOES S.A.;Endereço da Sede;Av. Ayrton Senna;3000 - sala 4098;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22775003;;;21;35960400;;;;eximia@eximiacapital.com
00.743.065/0001-27;2024-01-01;1;134224;LITEL PARTICIPACOES S.A.;Endereço para Correspondência;Av. Ayrton Senna, 3000;sala 4098;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22775003;;;21;35960400;;;;governance@eximiacapital.com
00.776.574/0001-56;2024-01-01;1;138786;AMERICANAS S.A. - em Recuperação Judicial;Endereço da Sede;Rua Sacadura Cabral, 102;Parte;Saúde;Rio de Janeiro;RJ;Brasil;20081902;;;21;22066301;;;;ri@americanas.io
00.776.574/0001-56;2024-01-01;1;138786;AMERICANAS S.A. - em Recuperação Judicial;Endereço para Correspondência;Rua Sacadura Cabral, 102;Parte;Saúde;Rio de Janeiro;RJ;Brasil;20081902;;;21;22066301;;;;ri@americanas.io
00.864.214/0001-06;2024-01-01;1;138158;ENERGISA S.A.;Endereço da Sede;PRAÇA RUI BARBOSA;Nº 80 (PARTE);CENTRO;Cataguases;MG;Brasil;36770901;;;32;34296000;;;;ri@energisa.com.br
00.864.214/0001-06;2024-01-01;1;138158;ENERGISA S.A.;Endereço para Correspondência;PRAÇA RUI BARBOSA;Nº 80 (PARTE);CENTRO;Cataguases;MG;Brasil;36770901;;;32;34296000;;;;ri@energisa.com.br
00.873.894/0001-24;2024-01-01;1;138304;Lets Rent a Car S/A;Endereço da Sede;Via de Acesso Engenheiro Ivo Najm, 3800,;Bloco I;2° Dist. Industrial;Araraquara;SP;Brasil;14808159;;;16;21085600;;;;rilets@lets.com.br
00.873.894/0001-24;2024-01-01;1;138304;Lets Rent a Car S/A;Endereço para Correspondência;Via de Acesso Engenheiro Ivo Najm, 3800,;Bloco I;2° Dist. Industrial;Araraquara;SP;Brasil;14808159;;;16;21085600;;;;rilets@lets.com.br
00.897.864/0001-58;2024-01-01;1;138446;SANTA CATARINA PART INVEST SA;Endereço da Sede;Rodovia SC 401, km 5 , nº 4600,;Bloco 3, Atico;Saco Grande II;Florianópolis;SC;Brasil;88032000;;;48;36652794;;;;invesc@sefaz.sc.gov.br
00.897.864/0001-58;2024-01-01;1;138446;SANTA CATARINA PART INVEST SA;Endereço para Correspondência;Rodovia SC 401, km 5 , nº 4600,;Bloco 3, Atico;Saco Grande II;Florianópolis;SC;Brasil;88032000;;;48;36652794;;;;invesc@sefaz.sc.gov.br
00.924.429/0001-75;2024-01-01;4;140329;FERROVIA CENTRO-ATLANTICA S.A.;Endereço da Sede;Rua Sapucaí, 383.;Prédio, 7º andar.;Floresta;Belo Horizonte;MG;Brasil;30150904;;;31;993449403;;;;ri@vli-logistica.com.br
00.924.429/0001-75;2024-01-01;4;140329;FERROVIA CENTRO-ATLANTICA S.A.;Endereço para Correspondência;Avenida Doutora Ruth Cardoso, nº 8.501;nº 151, 15º andar.;Pinheiros;São Paulo;SP;Brasil;05425070;;;11;51122369;;;;ri@vli-logistica.com.br
00.938.574/0001-05;2024-01-01;3;140470;CONC RIO-TERESOPOLIS S.A.;Endereço da Sede;Rua do Passeio, nº 38;15° andar;Centro;Rio de Janeiro;RJ;Brasil;20021290;;;21;21846150;;;;ubiratan@crt.com.br
00.938.574/0001-05;2024-01-01;3;140470;CONC RIO-TERESOPOLIS S.A.;Endereço para Correspondência;Rua do Passeio, nº 38;15° andar;Centro;Rio de Janeiro;RJ;Brasil;20021290;;;21;21846150;;;;ubiratan@crt.com.br
00.974.211/0001-25;2024-01-01;2;141613;Linha Amarela S.A. - LAMSA;Endereço da Sede;Av. Governador Carlos Lacerda, s/n;s/n;Agua Santa;Rio de Janeiro;RJ;Brasil;20745150;;;21;22111300;;;;DRI@lamsa.com.br, governancacorporativa@invepar.com.br
00.974.211/0001-25;2024-01-01;2;141613;Linha Amarela S.A. - LAMSA;Endereço para Correspondência;Praia de Botafogo, 501;Loja H;Botafogo;Rio de Janeiro;RJ;Brasil;22250911;;;21;22111300;;;;DRI@lamsa.com.br, governancacorporativa@invepar.com.br
00.979.969/0001-56;2024-01-01;1;133463;CAIXA ADM DIV PUB ESTADUAL SA;Endereço da Sede;Av. Mauá, 1155;Conj. 502 A;Centro;Porto Alegre;RS;Brasil;90030080;;;51;32145133;;;;carlosp@sefaz.rs.gov.br
00.979.969/0001-56;2024-01-01;1;133463;CAIXA ADM DIV PUB ESTADUAL SA;Endereço para Correspondência;Av. Mauá, 1155;Conj. 502 A;Centro;Porto Alegre;RS;Brasil;90030080;;;51;32145124;;;;luismg@sefaz.rs.gov.br
01.027.058/0001-91;2024-01-01;3;141555;CIELO S.A. -  Instituição de Pagamento;Endereço da Sede;Alameda Xingu;512;Alphaville;Barueri;SP;Brasil;06455030;;;11;21847600;;;;ri@cielo.com.br
01.027.058/0001-91;2024-01-01;3;141555;CIELO S.A. -  Instituição de Pagamento;Endereço para Correspondência;Alameda Xingu;512;Alphaville;Barueri;SP;Brasil;06455030;;;11;21847600;;;;ri@cielo.com.br
01.083.200/0001-18;2024-01-01;2;139791;NEOENERGIA S.A.;Endereço da Sede;Praia do Flamengo, 78;3º andar;Flamengo;Rio de Janeiro;RJ;Brasil;22210030;;;21;32359828;;;;ri@neoenergia.com
01.083.200/0001-18;2024-01-01;2;139791;NEOENERGIA S.A.;Endereço para Correspondência;Praia do Flamengo, 78;3º andar;Flamengo;Rio de Janeiro;RJ;Brasil;22210030;;;21;32359828;;;;ri@neoenergia.com
01.104.937/0001-70;2024-01-01;2;138924;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Endereço da Sede;Rua São Bento - n º 01;9 º andar - sala 902;Centro;Rio de Janeiro;RJ;Brasil;20090010;;;21;25145557;;;;diretoria.investidores@eletrobraspar.com.br
01.104.937/0001-70;2024-01-01;2;138924;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Endereço para Correspondência;Rua São Bento - n º 01;9 º andar - sala 902;Centro;Rio de Janeiro;RJ;Brasil;20090010;;;21;25145557;;;;diretoria.investidores@eletrobraspar.com.br
01.107.327/0001-20;2024-01-01;7;142155;BBM Logística S.A.;Endereço da Sede;Rua Tenente Djalma Dutra;N° 915, Sala 602;Centro;São José dos Pinhais;PR;Brasil;83005360;;;41;21690055;;;;ri@bbmlogistica.com.br
01.107.327/0001-20;2024-01-01;7;142155;BBM Logística S.A.;Endereço para Correspondência;Rua Tenente Djalma Dutra;N° 915, Sala 602;Centro;São José dos Pinhais;PR;Brasil;83005360;;;41;21690055;;;;ri@bbmlogistica.com.br
01.258.944/0001-26;2024-01-01;1;133412;Rumo Malha Sul S.A.;Endereço da Sede;Rua Emílio Bertolini;100;Cajuru;Curitiba;PR;Brasil;82920030;;;41;21417555;;;;ir@rumolog.com
01.258.944/0001-26;2024-01-01;1;133412;Rumo Malha Sul S.A.;Endereço para Correspondência;Rua Emílio Bertolini;100;Cajuru;Curitiba;PR;Brasil;82920030;;;41;21417555;;;;ir@rumolog.com
01.319.044/0001-41;2024-01-01;3;138585;WTC AMAZONAS SUITE HOTEL S.A.;Endereço da Sede;RUA ESTADOS UNIDOS, Nº 1093;SALA 10;JARDIM AMERICA;São Paulo;SP;Brasil;01427001;;;11;30824008;;;;intercorp@intercorpconsultores.com.br
01.319.044/0001-41;2024-01-01;3;138585;WTC AMAZONAS SUITE HOTEL S.A.;Endereço para Correspondência;RUA ESTADOS UNIDOS, Nº 1093;SALA 10;JARDIM AMERICA;São Paulo;SP;Brasil;01427001;;;11;30824008;;;;intercorp@intercorpconsultores.com.br
01.417.222/0001-77;2024-01-01;2;144010;MRS LOGISTICA S.A.;Endereço da Sede;Praia de Botafogo, 228;Sala 707;Botafogo;Rio de Janeiro;RJ;Brasil;22250906;;;21;25594601;;;;financeiro.ri@mrs.com.br
01.417.222/0001-77;2024-01-01;2;144010;MRS LOGISTICA S.A.;Endereço para Correspondência;Praia de Botafogo, 228;Sala 707;Botafogo;Rio de Janeiro;RJ;Brasil;22250906;;;21;25594601;;;;financeiro.ri@mrs.com.br
01.543.032/0001-04;2024-01-01;1;138568;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;Endereço da Sede;Rua 2, Quadra A-37, nº 505;Ed. Gileno Godói;Jardim Goiás;Goiânia;GO;Brasil;74805180;;;61;34261010;;;;ri@equatorialenergia.com.br
01.543.032/0001-04;2024-01-01;1;138568;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;Endereço para Correspondência;Rua 2, Quadra A-37, nº 505;Ed. Gileno Godói;Jardim Goiás;Goiânia;GO;Brasil;74805180;;;61;34261010;;;;ri@equatorialenergia.com.br
01.545.826/0001-07;2024-01-01;3;139801;GAFISA S.A.;Endereço da Sede;Av. Pres. Juscelino Kubitschek, 1830;13º andar - Bloco 1;Vila Nova Conceição;São Paulo;SP;Brasil;04543900;;;11;30259474;;;;ri@gafisa.com.br
01.545.826/0001-07;2024-01-01;3;139801;GAFISA S.A.;Endereço para Correspondência;Av. Pres. Juscelino Kubitschek, 1830;13º andar - Bloco 1;Vila Nova Conceição;São Paulo;SP;Brasil;04543900;;;11;30259474;;;;ri@gafisa.com.br
01.547.749/0001-16;2024-01-01;1;137744;521 PARTICIPACOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL;Endereço da Sede;Av. Ayrton Senna;3000 - sala 4098;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22775003;;;21;35960400;;;;eximia@eximiacapital.com
01.547.749/0001-16;2024-01-01;1;137744;521 PARTICIPACOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL;Endereço para Correspondência;Av. Ayrton Senna;3000 - sala 4098;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22775003;;;21;35960400;;;;eximia@eximiacapital.com
01.548.981/0001-79;2024-01-01;3;139494;INVESTIMENTOS BEMGE S.A.;Endereço da Sede;Praça Alfredo Egydio de Souza Aranha, 100, Torre Conceição;7º andar;Parque Jabaquara;São Paulo;SP;Brasil;04344902;;;11;27943547;;;;relacionamento.reguladores@itau-unibanco.com.br
01.548.981/0001-79;2024-01-01;3;139494;INVESTIMENTOS BEMGE S.A.;Endereço para Correspondência;Praça Alfredo Egydio de Souza Aranha, 100, T. Alfredo Egydio;3º andar;Parque Jabaquara;São Paulo;SP;Brasil;04344902;;;11;27943547;;;;relacionamento.reguladores@itau-unibanco.com.br
01.599.101/0001-93;2024-01-01;1;138249;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Endereço da Sede;Avenida Isaltino Victor de Moraes, 437, Térreo;Módulo D, Bloco 100;Vila Bonfim;Embu das Artes;SP;Brasil;06806400;;;11;43918800;;;;ri@sequoialog.com.br
01.599.101/0001-93;2024-01-01;1;138249;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Endereço para Correspondência;Avenida Isaltino Victor de Moraes, 437, Térreo;Módulo D, Bloco 100;Vila Bonfim;Embu das Artes;SP;Brasil;06806400;;;11;43918800;;;;ri@sequoialog.com.br
01.616.929/0001-02;2024-01-01;1;137814;SANEAMENTO DE GOIAS SA;Endereço da Sede;Av. Fued José Sebba, nº 1245;Ed. Sede;Jardim Goiás;Goiânia;GO;Brasil;74805100;;;62;32433112;;;;ri@saneago.com.br
01.616.929/0001-02;2024-01-01;1;137814;SANEAMENTO DE GOIAS SA;Endereço para Correspondência;Av. Fued José Sebba, nº 1245;Ed. Sede;Jardim Goiás;Goiânia;GO;Brasil;74805100;;;62;32433112;;;;ri@saneago.com.br
01.637.895/0001-32;2024-01-01;2;142115;Votorantim Cimentos S.A.;Endereço da Sede;Rua Gomes de Carvalho 1996, 12º andar;conjunto 122;Vila Olímpia;São Paulo;SP;Brasil;04547905;;;11;45724000;;;;vc-ri@vcimentos.com
01.637.895/0001-32;2024-01-01;2;142115;Votorantim Cimentos S.A.;Endereço para Correspondência;Rua Gomes de Carvalho 1996, 12º andar;conjunto 122;Vila Olímpia;São Paulo;SP;Brasil;04547905;;;11;45724000;;;;vc-ri@vcimentos.com
01.838.723/0001-27;2024-01-01;1;138280;BRF S.A.;Endereço da Sede;Av. Jorge Tzachel, 475;--;Fazenda;Itajaí;SC;Brasil;88301600;;;11;23225377;;;;acoesRI@brf-br.com
01.838.723/0001-27;2024-01-01;1;138280;BRF S.A.;Endereço para Correspondência;Av. das Nações Unidas, N° 14401;22º andar;Chác. Santo Antonio;São Paulo;SP;Brasil;04730090;;;11;23225377;;;;acoesRI@brf.com
01.851.771/0001-55;2024-01-01;2;133461;524 PARTICIPACOES S.A.;Endereço da Sede;Av. Presidente Antônio Carlos, nº 51;10º andar (pte);Centro;Rio de Janeiro;RJ;Brasil;20020010;;;21;38043700;;;;gar@opportunity.com.br
01.851.771/0001-55;2024-01-01;2;133461;524 PARTICIPACOES S.A.;Endereço para Correspondência;Av. Presidente Antônio Carlos, nº 51;10º andar (pte);Centro;Rio de Janeiro;RJ;Brasil;20020010;;;21;38043700;;;;gar@opportunity.com.br
01.896.779/0001-38;2024-01-01;2;138740;CSU DIGITAL S.A.;Endereço da Sede;Rua Piauí;136;Nova Aldeinha;Barueri;SP;Brasil;06440182;;;11;26278500;;;;ri@csu.com.br
01.896.779/0001-38;2024-01-01;2;138740;CSU DIGITAL S.A.;Endereço para Correspondência;Avenida Brigadeiro Faria Lima;1.306;Pinheiros;São Paulo;SP;Brasil;01451914;;;11;30303700;;;;ri@csu.com.br
01.917.818/0001-36;2024-01-01;2;134089;LIGHT ENERGIA S.A.;Endereço da Sede;Av.Marechal Floriano;168;Centro;Rio de Janeiro;RJ;Brasil;20080002;;;21;22112828;;;;notificacao@light.com.br
01.917.818/0001-36;2024-01-01;2;134089;LIGHT ENERGIA S.A.;Endereço para Correspondência;Av.Marechal Floriano;168;Centro;Rio de Janeiro;RJ;Brasil;20080002;;;21;22112828;;;;notificacao@light.com.br
01.938.783/0001-11;2024-01-01;1;138646;CIA PARTICIPACOES ALIANCA DA BAHIA;Endereço da Sede;Av Professor Magalhães Neto, 1.752;11º andar;Pituba;Salvador;BA;Brasil;41810012;;;71;36161013;;;;aliancadiretoria@alba.com.br
01.938.783/0001-11;2024-01-01;1;138646;CIA PARTICIPACOES ALIANCA DA BAHIA;Endereço para Correspondência;Av Professor Magalhães Neto, 1.752;11º andar;Pituba;Salvador;BA;Brasil;41810012;;;71;36161013;;;;aliancadiretoria@alba.com.br
01.957.772/0001-89;2024-01-01;1;133428;SUL 116 PARTICIPACOES S.A.;Endereço da Sede;Avenida Rio Branco, nº 311;Sala 523 (parte);Centro;Rio de Janeiro;RJ;Brasil;20040903;;;21;21967200;;;;alberto.guth@angrapartners.com.br
01.957.772/0001-89;2024-01-01;1;133428;SUL 116 PARTICIPACOES S.A.;Endereço para Correspondência;Avenida Rio Branco, nº 311;Sala 523 (parte);Centro;Rio de Janeiro;RJ;Brasil;20040903;;;21;21967200;;;;alberto.guth@angrapartners.com.br
01.968.293/0001-68;2024-01-01;1;138222;Eletroriver S.A.;Endereço da Sede;Rua Miguel Calmon, 555;Sala 1012;Comércio;Salvador;BA;Brasil;40015010;;;31;35279100;;;;ri@eletroriver.com.br
01.968.293/0001-68;2024-01-01;1;138222;Eletroriver S.A.;Endereço para Correspondência;Rua Miguel Calmon, 555;Sala 1012;Comércio;Salvador;BA;Brasil;40015010;;;31;35279100;;;;ri@eletroriver.com.br
01.989.044/0001-59;2024-01-01;3;138587;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Endereço da Sede;RUA ESTADOS UNIDOS, Nº 1093;SALA 9;JARDIM AMERICA;São Paulo;SP;Brasil;01427001;;;11;30824008;;;;intercorp@intercorpconsultores.com.br
01.989.044/0001-59;2024-01-01;3;138587;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Endereço para Correspondência;RUA ESTADOS UNIDOS, Nº 1093;SALA 9;JARDIM AMERICA;São Paulo;SP;Brasil;01427001;;;11;30824008;;;;intercorp@intercorpconsultores.com.br
02.016.440/0001-62;2024-01-01;2;140685;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Endereço da Sede;Avenida São Borja, nº 2.801;;Bairro Fazenda;São Leopoldo;RS;Brasil;93032525;;;19;37568458;;;;ri@cpfl.com.br
02.016.440/0001-62;2024-01-01;2;140685;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Endereço para Correspondência;Rua Jorge de Figueiredo Corrêa,1632;Parte;Jd. Prof° Tarcília;Campinas;SP;Brasil;13087397;;;19;37568458;;;;ri@cpfl.com.br
02.016.507/0001-69;2024-01-01;3;140550;Cia de Ger. e Trans. de Energia Elétrica do Sul do Brasil;Endereço da Sede;Rua Deputado Antonio Edu Vieira, 999;;Pantanal;Florianópolis;SC;Brasil;88040901;;;48;32317555;;;;eduardo.tomazzia@eletrobras.com
