CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Plano_Recompra;Data_Deliberacao;Data_Inicio_Recompra;Data_Fim_Recompra;Valor_Reserva_Disponivel_Recompra;Outras_Caracteristicas_Importantes
01.027.058/0001-91;2022-01-01;20;126320;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;46721;2020-02-19;2020-03-02;2020-03-10;3810836000.00;Em reunião do Conselho de Administração realizada nesta data, foi aprovada a abertura de novo programa de recompra de ações ("Programa"), por meio do qual a Diretoria foi autorizada a adquirir, em nome da Companhia, até 4.006.776 (quatro milhões, seis mil e setecentas e setenta e seis) ações ordinárias, sem valor nominal, de sua própria emissão, conforme detalhado no Comunicado sobre Negociação de Ações de Própria Emissão, preparado na forma do Anexo 30-XXXVI da Instrução CVM nº 480 divulgado nesta data.No Programa ora aprovado serão adquiridas o total de até 4.006.776 (quatro milhões, seis mil e setecentas e setenta e seis) de ações ordinárias e terá o prazo de vigência de 02 de março de 2020 a 10 de março de 2020. Fica a Diretoria da Companhia autorizada a definir a oportunidade e a quantidade a ser adquirida, sempre dentro dos limites autorizados. A operação de recompra será realizada em bolsa, a preço de mercado, com a intermediação da Ágora Corretora de Títulos e Valores Mobiliários SA, com sede na Avenida Paulista, 1450, 7º andar, São Paulo, SP.Os membros do Conselho de Administração entendem que a situação financeira atual da Companhia é compatível com a possível execução do Programa nas condições aprovadas e se sentem confortáveis de que a recompra de ações não prejudicará o cumprimento das obrigações assumidas com credores nem o pagamento de dividendos obrigatórios mínimos. Essa conclusão resulta da avaliação do potencial montante financeiro a ser empregado no Programa, levando-se em consideração (i) o nível de obrigações assumidas com credores, possuindo plena capacidade de pagamento dos compromissos financeiros assumidos e (ii) o fato de que as operações da Companhia são fortes geradoras de caixa.
01.027.058/0001-91;2022-01-01;20;126320;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;46722;2019-08-21;2019-09-02;2019-09-10;2247359000.00;Durante a reunião do Conselho de Administração realizada nesta data, foi aprovada, em complemento aos programas de recompra aprovados em 20 de fevereiro de 2019, a abertura de um novo Programa de Recompra de Ações ("Programa"), que tem como objetivo, único e exclusivo, fazer frente aos compromissos assumidos pela Companhia no âmbito dos programas de remuneração, retenção e incentivo de seus colaboradores e administradores, por meio do qual a Diretoria foi autorizada a adquirir, em nome da Companhia, até 400.000 (quatrocentas mil) ações ordinárias, sem valor nominal, de sua própria emissão, conforme detalhado no Comunicado sobre Negociação de Ações de Própria Emissão,preparado na forma do Anexo 30-XXXVI da Instrução CVM nº 480 divulgado nesta data.No Programa ora aprovado será adquirido o total de até 400.000 (quatrocentas mil) ações ordinárias e este terá prazo de vigência de 02 a 10 de setembro de 2019. Fica a Diretoria da Companhia autorizada a definir a oportunidade e a quantidade a ser adquirida, sempre dentro dos limites autorizados. As operações de recompra serão realizadas em bolsa, a preços de mercado, com a intermediação da Bradesco S.A. Corretora de Títulos e Valores Mobiliários, com sede na Avenida Paulista, 1450, 7º andar, São Paulo, SP.Os membros do Conselho de Administração entendem que a situação financeira atual da Companhia é compatível com a possível execução dos Programas nas condições aprovadas e se sentem confortáveis de que a recompra de ações não prejudicará o cumprimento das obrigações assumidas com credores nem opagamento de dividendos obrigatórios mínimos. Essa conclusão resulta da avaliação do potencial montante financeiro a ser empregado no Programa, levando-se em consideração (i) o nível de obrigações assumidas com credores, possuindo plena capacidade de pagamento dos compromissos financeiros assumidos e (ii) o fato de que as operações da Companhia são fortes geradoras de caixa.
01.027.058/0001-91;2022-01-01;20;126320;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;46723;2019-02-20;2019-03-01;2019-03-10;3795879000.00;Durante a reunião do Conselho de Administração realizada nesta data, foi aprovada a abertura de dois novos Programas de Recompra de Ações ("Programas"), por meio do qual a Diretoria foi autorizada a adquirir, em nome da Companhia, até 2.170.000 (dois milhões e cento e setenta mil) de ações ordinárias, sem valor nominal, de sua própria emissão, conforme detalhado no Comunicado sobre Negociação de Ações de Própria Emissão, preparado na forma do Anexo 30-XXXVI da Instrução CVM nº 480 divulgado nesta data.Nos Programas ora aprovados serão adquiridas o total de até 2.170.000 (dois milhões e cento e setenta mil) de ações ordinárias, sendo que, no primeiro Programa serão adquiridas até 1.100.000 ações (um milhão e cem mil ) com prazo de vigência entre 1º de março de 2019 e 10 de março de 2019, e no segundo Programa serão adquiridas até 1.070.000 ações (um milhão e setenta mil) com prazo de vigência entre 1º de agosto de 2019 e 10 de agosto de 2019. Fica a Diretoria da Companhia autorizada a definir a oportunidade e a quantidade a ser adquirida, sempre dentro dos limites autorizados.As operações de recompra serão realizadas em bolsa, a preços de mercado, com a intermediação da Bradesco S.A. Corretora de Títulos e Valores Mobiliários, com sede na Avenida Paulista, 1450, 7º andar, São Paulo, SP.A aquisição das ações tem como objetivo fazer frente aos compromissos assumidos pela Companhia no âmbito dos programas de remuneração, retenção e incentivo de seus colaboradores e administradores. Os membros do Conselho de Administração entendem que a situação financeira atual da Companhia é compatível com a possível execução dos Programas nas condições aprovadas e se sentem confortáveis de que a recompra de ações não prejudicará o cumprimento das obrigações assumidas com credores nem o pagamento de dividendos obrigatórios mínimos. Essa conclusão resulta da avaliação do potencial montante financeiro a ser empregado no Programa, levando-se em consideração (i) o nível de obrigações assumidas com credores, possuindo plena capacidade de pagamento dos compromissos financeiros assumidos e (ii) o fato de que as operações da Companhia são fortes geradoras de caixa.
01.027.058/0001-91;2022-01-01;20;126320;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;46724;2019-02-20;2019-08-01;2019-08-10;2247359000.00;Durante a reunião do Conselho de Administração realizada nesta data, foi aprovada a abertura de dois novos Programas de Recompra de Ações ("Programas"), por meio do qual a Diretoria foi autorizada a adquirir, em nome da Companhia, até 2.170.000 (dois milhões e cento e setenta mil) de ações ordinárias, sem valor nominal, de sua própria emissão, conforme detalhado no Comunicado sobre Negociação de Ações de Própria Emissão, preparado na forma do Anexo 30-XXXVI da Instrução CVM nº 480 divulgado nesta data.Nos Programas ora aprovados serão adquiridas o total de até 2.170.000 (dois milhões e cento e setenta mil) de ações ordinárias, sendo que, no primeiro Programa serão adquiridas até 1.100.000 ações (um milhão e cem mil ) com prazo de vigência entre 1º de março de 2019 e 10 de março de 2019, e no segundo Programa serão adquiridas até 1.070.000 ações (um milhão e setenta mil) com prazo de vigência entre 1º de agosto de 2019 e 10 de agosto de 2019. Fica a Diretoria da Companhia autorizada a definir a oportunidade e a quantidade a ser adquirida, sempre dentro dos limites autorizados.As operações de recompra serão realizadas em bolsa, a preços de mercado, com a intermediação da Bradesco S.A. Corretora de Títulos e Valores Mobiliários, com sede na Avenida Paulista, 1450, 7º andar, São Paulo, SP.A aquisição das ações tem como objetivo fazer frente aos compromissos assumidos pela Companhia no âmbito dos programas de remuneração, retenção e incentivo de seus colaboradores e administradores. Os membros do Conselho de Administração entendem que a situação financeira atual da Companhia é compatível com a possível execução dos Programas nas condições aprovadas e se sentem confortáveis de que a recompra de ações não prejudicará o cumprimento das obrigações assumidas com credores nem o pagamento de dividendos obrigatórios mínimos. Essa conclusão resulta da avaliação do potencial montante financeiro a ser empregado no Programa, levando-se em consideração (i) o nível de obrigações assumidas com credores, possuindo plena capacidade de pagamento dos compromissos financeiros assumidos e (ii) o fato de que as operações da Companhia são fortes geradoras de caixa.
01.083.200/0001-18;2022-01-01;9;126025;NEOENERGIA S.A.;46617;2021-12-13;2021-12-13;2023-06-13;0.00;Em 13 de dezembro de 2021, o Conselho de Administração da Companhia aprovou a rolagem de operação de Equity Swap no contexto das bonificações a executivos contempladas pelo Programa de Incentivo de Longo Prazo, mediante recompra, pela Companhia, de ações de sua emissão para entrega aos beneficiários do Programa. Recompra de até 2.555.000 ações, que correspondem a 70% do volume total de ações (3.650.000) que podem vir a ser entregues no âmbito do Incentivo de Longo Prazo. A recompra feita por meio de contratos de swap com liquidação física ou financeira (equity swap), com lastro nessas ações, celebrados pela Neoenergia com as instituições financeiras que ofertem as melhores condições. A Companhia (e suas controladas) detêm 400 ações em tesouraria, e 213.981.650 ações em circulação. O instrumento a ser utilizado (Equity Swap) pela Companhia, ou sua controlada, terá ponta ativa referenciada em ações de sua emissão, no montante estipulado, e ponta passiva em CDI acrescido de uma taxa, durante a vigência do respectivo contrato, conforme o caso. A liquidação da(s) operação(ões) de equity swap aprovada(s) no contexto da recompra de ações ocorrerá no prazo máximo de 18 meses a contar da data da aprovação pelo Conselho.
01.083.200/0001-18;2022-01-01;9;126025;NEOENERGIA S.A.;46618;2020-07-15;2020-07-15;2022-01-14;0.00;Em 15 de julho de 2020, o Conselho de Administração da Companhia aprovou um plano de recompra de até 2.555.000 ações, que correspondem a 70% do volume total de ações (3.650.000) que podem vir a ser entregues no âmbito do Incentivo de Longo Prazo. no âmbito do Programa de Incentivo de Longo Prazo aprovado em Assembleia Geral Extraordinária da Companhia realizada em 20 de abril de 2020. A recompra será feita via contratação de instrumento financeiro (Equity Swap). A celebração desta operação visa proteger a Companhia da volatilidade do preço dos valores mobiliários de sua emissão. O Plano de Recompra será destinado ao cumprimento da obrigação de entrega de ações assumido pela Companhia no âmbito do seu Programa de Incentivo de Longo Prazo, o qual tem duração de 6 (seis) anos, dos quais os 3 (três) primeiros anos serão de apuração (2020 a 2022) e os 3 (três) últimos anos de pagamento (2023 a 2025). Com intuito de proteger a Companhia da volatilidade do preço dos valores mobiliários de sua emissão, foi aprovada a contratação do instrumento de Equity Swap, que terá ponta ativa referenciada em ações de sua emissão, no montante estipulado, e ponta passiva em CDI acrescido de uma taxa, durante a vigência do respectivo contrato, conforme o caso. O instrumento preverá a entrega ou o direito da compra das ações no mercado à vista da B3, pela Companhia ou por sua controlada, conforme o caso, das ações correspondentes, quando do vencimento do Equity Swap. Tal instrumento será firmado com instituições financeiras a serem definidas pela Diretoria da Companhia, nos termos e condições aprovados pelo Conselho de Administração de 15 de julho de 2020. Além do contexto da baixa materialidade de volumes envolvidos na operação de recompra de ações (inferior a 0,3% do capital total da Companhia), a recompra das ações via operação de Equity Swap leva em consideração a situação financeira atual da Companhia, que é totalmente compatível com esta contratação. Além disso, utilizando-se os contratos de equity swap, poderá ser viabilizado o conforto necessário para que a Companhia crie proteção contra a volatilidade relacionada a passivo constituído para atender ao ILP com a entrega de ações, não prejudicando assim, sob qualquer hipótese, o cumprimento pela Companhia das obrigações assumidas com credores, nem o pagamento de proventos obrigatórios apurados na forma da lei e aprovados pela assembleia geral. A Companhia (e suas controladas) não detêm ações em tesouraria e 226.113.324 ações em circulação. A liquidação da(s) operação(ões) de equity swap aprovada(s) no contexto da recompra de ações ocorrerá no prazo máximo de 18 meses a contar desta data, ou seja, até 14/01/2022.
01.545.826/0001-07;2022-01-01;13;125981;GAFISA S.A.;46592;2020-04-30;2020-05-04;2021-05-04;498991000.00;
01.545.826/0001-07;2022-01-01;13;125981;GAFISA S.A.;46593;2018-09-28;2018-10-01;2019-10-01;250599000.00;Condição Específica de Execução do Programa: Em adição ao disposto na Instrução CVM nº 567/15, a aquisição de ações pela Companhia via Programa de Recompra está condicionada à manutenção da dívida líquida consolidada da Companhia em um nível igual ou inferior a 60% do seu patrimônio líquido no momento de aquisição das ações.Objetivo do Programa: As ações da Companhia adquiridas no âmbito do programa de recompra de ações serão mantidas em tesouraria com o objetivo de gerar valor aos acionistas da Companhia, podendo ser posteriormente canceladas, alienadas e/ou utilizadas em atendimento ao exercício de opções de compra de ações outorgadas pela Companhia. Quantidade de ações em circulação à época e já mantidas em tesouraria: Conforme definição do artigo 8º da Instrução CVM nº 567/15, em 28.09.2018, a Companhia (i) possui 43.896.669 ações em circulação no mercado, e (ii) 861.245 ações mantidas em tesouraria.
01.545.826/0001-07;2022-01-01;13;125981;GAFISA S.A.;46594;2016-03-03;2016-03-03;2017-09-02;268659126.75;Condição Específica de Execução do Programa: Em adição ao disposto na Instrução CVM nº 567/15, a aquisição de ações pela Companhia via Programa de Recompra está condicionada à manutenção da dívida líquida consolidada da Companhia em um nível igual ou inferior a 60% do seu patrimônio líquido no momento de aquisição das ações.Objetivo do Programa: aquisição de ações de própria emissão, em Bolsa de Valores, com vistas à aplicação de forma eficiente dos recursos disponíveis da Companhia, com expectativa de rentabilidade a médio e longo prazo. Adicionalmente, uma parcela das ações a serem adquiridas poderão ser destinadas ao exercício das opções e/ou ações a serem outorgadas no âmbito do Plano de Opção de Compra de Ações, conforme aprovado em Assembleia Geral Extraordinária da Companhia.Quantidade de ações em circulação à época e já mantidas em tesouraria: À época do plano a Companhia possuía 375.666.433 ações em circulação (conforme definição do Art. 8º, §3º, inciso I, da Instrução CVm nº 567/15) e 10.584.757 ações já mantidas em tesouraria.
01.545.826/0001-07;2022-01-01;13;125981;GAFISA S.A.;46595;2015-02-02;2015-02-02;2016-02-01;437155710.35;Condição Específica de Execução do Programa: Em adição ao disposto na Instrução CVM nº 10/80, a aquisição de ações pela Companhia via Programa de Recompra está condicionada à manutenção da dívida líquida consolidada da Companhia em um nível igual ou inferior a 60% do seu patrimônio líquido no momento de aquisição das ações.Objetivo do Programa: aquisição de ações de própria emissão, em Bolsa de Valores, com vistas à aplicação de forma eficiente dos recursos disponíveis da Companhia, com expectativa de rentabilidade a médio e longo prazoQuantidade de ações em circulação à época: conforme definição do Art. 5º da ICVM 10/80, a quantidade de ações de emissão da Gafisa em circulação no mercado era de 378.066.162 ações, equivalente à totalidade de ações representativas do capital da Companhia, na medida em que esta não possui acionista controlador.Percentual de Ações a serem adquiridas no Programa: as 27.000.000 ações ordinárias, correspondem a 10% das 378.066.162 ações ordinárias de emissão da Companhia em circulação no mercado, quando somadas as 10.806.616 ações mantidas à época em tesouraria na Companhia.
01.545.826/0001-07;2022-01-01;13;125981;GAFISA S.A.;46596;2014-11-18;2014-11-18;2015-11-17;437155710.35;Aditamento do Programa: este Programa foi aprovado inicialmente em 18/11/14 e aditado em 3/12/14. As condições aqui incluídas refletem a versão final aditada do ProgramaCondição Específica de Execução do Programa: Em adição ao disposto na Instrução CVM nº 10/80, a aquisição de ações pela Companhia via Programa de Recompra está condicionada à manutenção da dívida líquida consolidada da Companhia em um nível igual ou inferior a 60% do seu patrimônio líquido no momento de aquisição das ações.Objetivo do Programa: aquisição de ações de própria emissão, em Bolsa de Valores, com vistas à aplicação de forma eficiente dos recursos disponíveis da Companhia, com expectativa de rentabilidade a médio e longo prazo.Quantidade de ações em circulação à época: conforme definição do Art. 5º da ICVM 10/80, a quantidade de ações de emissão da Gafisa em circulação no mercado era de 408.066.162 ações, equivalente à totalidade de ações representativas do capital da Companhia, na medida em que esta não possui acionista controlador.Percentual de Ações a serem adquiridas no Programa: as 30.207.130 ações ordinárias, correspondem a 10% das 408.066.162 ações ordinárias de emissão da Companhia em circulação no mercado, quando somadas as 10.599.486 ações mantidas à época em tesouraria na Companhia.
01.545.826/0001-07;2022-01-01;13;125981;GAFISA S.A.;46597;2014-02-26;2014-02-26;2015-02-25;437155710.35;Condição Específica de Execução do Programa: Em adição ao disposto na Instrução CVM nº 10/80, a aquisição de ações pela Companhia via Programa de Recompra está condicionada à manutenção da dívida líquida consolidada da Companhia em um nível igual ou inferior a 60% do seu patrimônio líquido no momento de aquisição das ações.Objetivo do Programa: aquisição de ações de própria emissão, em Bolsa de Valores, com vistas à aplicação de forma eficiente dos recursos disponíveis da Companhia, com expectativa de rentabilidade a médio e longo prazo.Quantidade de ações em circulação à época: conforme definição do Art. 5º da ICVM 10/80, a quantidade de ações de emissão da Gafisa em circulação no mercado era de 435.559.201 ações, equivalente à totalidade de ações representativas do capital da Companhia, na medida em que esta não possui acionista controlador.Percentual de Ações a serem adquiridas no Programa: as 17.456.434 ações ordinárias, correspondem a 10% das 435.559.201 ações ordinárias de emissão da Companhia em circulação no mercado, quando somadas as 26.099.486 ações mantidas à época em tesouraria na Companhia e na Construtora Tenda S.A., sua subsidiária integral.
01.545.826/0001-07;2022-01-01;13;125981;GAFISA S.A.;46598;2013-12-09;2013-12-09;2014-12-08;611768472.32;Este Programa de Recompra de Ações foi aprovado pela Construtora Tenda S.A., subsidiária integral da CompanhiaCondição Específica de Execução do Programa: Em adição ao disposto na Instrução CVM nº 10/80, a aquisição de ações pela Companhia via Programa de Recompra está condicionada à manutenção da dívida líquida consolidada da Companhia em um nível igual ou inferior a 60% do seu patrimônio líquido no momento de aquisição das ações.Objetivo do Programa: aquisição de ações da Companhia, em Bolsa de Valores, com vistas à aplicação de forma eficiente dos recursos disponíveis da Construtora Tenda S.A., com expectativa de rentabilidade a médio e longo prazo.Quantidade de ações em circulação à época: conforme definição do Art. 5º da ICVM 10/80, a quantidade de ações de emissão da Companhia em circulação no mercado era de 435.380.407 ações, equivalente à totalidade de ações representativas do capital da Companhia, na medida em que esta não possui acionista controlador.Percentual de Ações a serem adquiridas no Programa: as 32.938.554 ações ordinárias, correspondem a 10% das 435.380.407 ações ordinárias de emissão da Companhia em circulação no mercado, quando somadas as 10.599.486 ações mantidas à época em tesouraria na Companhia e na Construtora Tenda S.A..
01.838.723/0001-27;2022-01-01;16;125591;BRF S.A.;46463;2021-09-30;2021-10-01;2023-03-30;141833869.67;Objetivo da Companhia com o Programa de Recompra: cumprir as obrigações e compromissos assumidos pela Companhia no âmbito do Plano de Outorga de Opção de Compra de Ações, aprovado na Assembleia Geral Ordinária e Extraordinária de 08 de abril de 2015 ("Plano de Outorga de Opção de Compra"), e do Plano de Outorga de Ações Restritas, aprovado na Assembleia Geral Ordinária e Extraordinária de 08 de abril de 2015, alterado na Assembleia Geral Ordinária e Extraordinária de 26 de abril de 2017, na Assembleia Geral Extraordinária de 25 de maio de 2018, na Assembleia Geral Ordinária e Extraordinária de 29 de abril de 2019, na Assembleia Geral Ordinária e Extraordinária de 27 de abril de 2020 e na Assembleia Geral Ordinária e Extraordinária de 27 de abril de 2021 ("Plano de Outorga de Ações Restritas").Em relação aos efeitos econômicos da operação, a Companhia entende que a recompra de ações não prejudicará o cumprimento das obrigações assumidas com credores nem o pagamento de dividendo obrigatório a seus acionistas.No mês de outubro de 2021, a Companhia recomprou 1.232.300, representativas de aproximadamente 0.15% do seu capital social total.
