CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Sociedade;Razao_Social;CNPJ;Tipo_Sociedade;Descricao_Atividades;Pais_Sede;UF_Sede;Municipio_Sede;Participacao_Emissor;Possui_Registro_CVM;Codigo_CVM;Razao_Aquisicao_Manutencao;Data_Valor_Mercado;Data_Valor_Contabil;Valor_Mercado;Valor_Contabil
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;721196;Furnas- Centrais Elétricas S/A;23274194000119;Controlada;Geração, Transmissão e Comercialização;Brasil;RJ;Rio de Janeiro;99.56000000;N;;Participação de caráter permanente.;;2022-03-31;0.00;27615548000.00
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;721197;Lajeado Energia S/A;03460864000184;Coligada;Geração e Comercialização;Brasil;SP;São Paulo;40.07000000;N;;Participação de caráter permanente.;;2022-03-31;0.00;123269000.00
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;721198;Luziânia Niquelândia Transmissora;14863121000171;Coligada;Geração;Brasil;RJ;Rio de Janeiro;49.00000000;N;;Participação de caráter permanente.;;2022-03-31;0.00;38320000.00
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;721199;Norte Energia S.A.;12300288000107;Coligada;Geração;Brasil;DF;Brasília;15.00000000;N;;Participação de caráter permanente.;;2022-03-31;0.00;1891190000.00
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;721200;Paulista Lajeado Energia S.A.;03491603000121;Coligada;Geração e Comercialização;Brasil;SP;São Paulo;40.07000000;N;;Participação de caráter permanente.;;2022-03-31;0.00;38435000.00
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;721201;Rio Paranapanema Energia S.A.;02998301000181;Coligada;Geração e Comercialização;Brasil;SP;São Paulo;0.47000000;S;018368;Participação de caráter permanente.;2022-03-31;2022-03-31;12169000.00;3924000.00
00.001.180/0001-26;2022-01-01;28;127025;CENTRAIS ELET BRAS S.A. - ELETROBRAS;721202;Rouar S.A.;;Coligada;Geração;Brasil;DF;Santa Cruz;50.00000000;N;;Participação de caráter permanente.;;2022-03-31;0.00;119076000.00
00.070.698/0001-11;2022-01-01;5;125544;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;716073;BSB ENERGÉTICA S.A.;03820456000196;Coligada;A BSB Energética S.A. é uma sociedade por ações, constituída em 24 de março de 2000, para construir PCHs com potencia global máxima instalada de 200MW e estatutariamente está autorizada a participar de outros empreendimentos ou sociedades seja como acionista ou quotista.;Brasil;SP;São Paulo;9.00000000;N;;Parte do plano de expansão dos negócios estratégicos da CEB.;;2016-12-31;0.00;1574207.22
00.070.698/0001-11;2022-01-01;5;125544;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;716074;CEB GERAÇÃO S.A.;04232314000170;Controlada;Geração de Energia Elétrica - UHE Paranoá.;Brasil;AP;;100.00000000;N;;Parte da estratégia de garantia de fornecimento de energia para o Distrito Federal.;;2016-12-31;0.00;14035724.46
00.070.698/0001-11;2022-01-01;5;125544;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;716075;CEB LAJEADO S.A.;03677638000150;Controlada;Geração de Energia Elétrica - UHE Luiz Eduardo Magalhães - Usina de Lajeado.;Brasil;AP;;59.93000000;N;;Parte da estratégia de garantia de fornecimento de energia para o Distrito Federal.;;2016-12-31;0.00;108075944.28
00.070.698/0001-11;2022-01-01;5;125544;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;716076;CEB PARTICIPAÇÕES S.A.;03682014000120;Controlada;Detém participações acionárias ou cotas de outras empresas energéticas. Comercializa a energia da UHE Queimados/MG e é acionista da Corumbá Concessões S.A.;Brasil;AP;;100.00000000;N;;Faz parte do plano de estratégico dos negócios com energia da CEB.;;2016-12-31;0.00;39456630.30
00.070.698/0001-11;2022-01-01;5;125544;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;716077;COMPANHIA BRASILIENSE DE GÁS S.A.;04363670000123;Coligada;Exploração, com exclusividade, do serviço de distribuição de gás combustível canalizado, de produção própria ou de terceiros em toda área do DF. Concessão até 2030, podendo prorrogar por 30 anos.;Brasil;AP;;17.00000000;N;;Parte do plano estratégico de fornecimento alternativo de energia para o Distrito Federal.;;2016-12-31;0.00;165537.29
00.070.698/0001-11;2022-01-01;5;125544;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;716078;Corumbá Concessões S.A.;04066598000172;Coligada;Geração de Energia Elétrica.;Brasil;GO;Luziânia;36.95000000;N;;Parte do plano estratégico de garantia do fornecimento de energia elétrica para o Distrito Federal.;;2016-12-31;0.00;74563995.76
00.070.698/0001-11;2022-01-01;5;125544;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;716079;Energética Corumbá III S.A.;04631430000162;Coligada;Geração de Energia Elétrica - UHE.;Brasil;GO;Luziânia;45.18000000;N;;Parte do plano estratégico da CEB de garantia do fornecimento de energia elétrica do Distrito Federal.;;2016-12-31;0.00;64009653.64
00.080.671/0001-00;2022-01-01;3;120092;CARAMURU ALIMENTOS S.A.;688314;Cebragel - Armazéns Cerrado do Brasil Ltda.;39350970000152;Coligada;a)Operação de silos graneleiros e armazéns gerais no Porto de Tubarãob)Classificação, padronização e beneficiamento de produtos agrícolasc)Assessoramento e apoio às atividades de exportação e importaçãod)Administração, planejamento e coordenação das atividades de transporte, carga e descarga dos produtos que armazenare)Emissão de títulos especiais e presentam os produtos recebidos, tais como: recebidos de depósitos e "warrants", nos termos da legislação aplicávelParticipação em outras sociedades, criação e constituição de outras empresas e sociedades empresárias.;Brasil;ES;Vitória;23.72000000;N;;O investimento foi realizado em parceria com outras empresas, visando garantia e suporte no armazenamento aduaneiro para despachar venda de produtos da Companhia a serem transportados por navios ao exterior.;;2021-12-31;0.00;202619.54
00.080.671/0001-00;2022-01-01;3;120092;CARAMURU ALIMENTOS S.A.;688315;INTERGRAIN COMPANY LTD.;09214167000120;Controlada;Atua no ramo de importações e exportações de commodities agrícolas e produtos derivados, diretamente e exclusivamente de sua controladora (Caramuru Alimentos S.A.).;Bahamas;;Carlos Gomes;100.00000000;S;;O investimento foi realizado visando representar e ampliar as operações da Companhia no exterior.;;2021-12-31;0.00;86768285.64
00.080.671/0001-00;2022-01-01;3;120092;CARAMURU ALIMENTOS S.A.;688316;Terminal São Simão S.A.;37227676000122;Controlada;Exploração de prestação de serviços de transbordo de cargas em vagões e/ou caminhões, movimentação, limpeza e conferência de vagões.;Brasil;GO;São Simão;49.00000000;N;;O investimento foi realizado em parceria com a Rumo, exclusivamente a exploração comercial de um terminal próximo a área onde se localiza a unidade da filial da Companhia de São Simão-GO, para a movimentação de produtos agrícolas a granel e de outras mercadorias afins.;;2021-12-31;0.00;38413304.05
00.080.671/0001-00;2022-01-01;3;120092;CARAMURU ALIMENTOS S.A.;688317;Terminal XXXIX de Santos S.A.;04244527000112;Controlada;Exploração e operação de instalação portuária em geral e exploração comercial exclusivamente de um terminal na área onde se localiza o Armazém XXXIX do Porto de Santos-SP, para movimentação de produtos agrícolas, a granel e de outras mercadorias afins.;Brasil;SP;Santos;50.00000000;N;;O investimento foi realizado em parceria com a Rumo, visando garantia e suporte no armazenamento aduaneiro para despachar venda de produtos da Companhia a serem transportados por navios ao exterior.;;2021-12-31;0.00;31275926.24
00.194.724/0001-13;2022-01-01;3;126044;AUREN OPERAÇÕES S.A.;718613;AES Tucano Holding I S.A.;33113381000174;Controlada;Holding de instituições não-financeiras.;Brasil;SP;São Paulo;100.00000000;N;;Controlada da Companhia, participa de sociedades por ações de capital fechado, que tem por objeto social operar parques eólicos, incluindo sua implementação e montagem.;;2021-12-31;0.00;682641482.64
00.194.724/0001-13;2022-01-01;3;126044;AUREN OPERAÇÕES S.A.;718614;AES Tucano Holding II S.A.;34623550000189;Controlada;Holding de instituições não-financeiras.;Brasil;SP;São Paulo;100.00000000;N;;Controlada da Companhia, participa de sociedades por ações de capital fechado, que tem por objeto social operar parques eólicos e solares.;;2021-12-31;0.00;178966547.48
00.194.724/0001-13;2022-01-01;3;126044;AUREN OPERAÇÕES S.A.;718615;Boa Hora 1 Geradora de Energia Solar S.A.;24302776000124;Controlada;Geração e comércio atacadista de energia elétrica.;Brasil;SP;Ouroeste;100.00000000;N;;Controlada da Companhia responsável por gerar e comercializar energia solar por meio de painéis fotovoltaicos, incluindo sua implementação e montagem, nos termos do Edital No.09/2015 - ANEEL (Leilão de Energia Reserva - 2º LER de 2015) e do Contrato de Comercialização de Energia celebrado em função do referido leilão.;;2021-12-31;0.00;86015089.63
00.194.724/0001-13;2022-01-01;3;126044;AUREN OPERAÇÕES S.A.;718616;Boa Hora 2 Geradora de Energia Solar S.A.;24302787000104;Controlada;Geração e comércio atacadista de energia elétrica.;Brasil;SP;Ouroeste;100.00000000;N;;Controlada da Companhia responsável por gerar e comercializar energia solar por meio de painéis fotovoltaicos, incluindo sua implementação e montagem, nos termos do Edital nº 9/2015 - ANEEL (Leilão de Energia Reserva - 2º LER de 2015) e do Contrato de Comercialização de Energia celebrado em função do referido leilão.;;2021-12-31;0.00;89847721.18
00.194.724/0001-13;2022-01-01;3;126044;AUREN OPERAÇÕES S.A.;718617;Boa Hora 3 Geradora de Energia Solar S.A.;24302734000193;Controlada;Geração e comércio atacadista de energia elétrica.;Brasil;SP;Ouroeste;100.00000000;N;;Controlada da Companhia responsável por gerar e comercializar energia solar por meio de painéis fotovoltaicos, incluindo sua implementação e montagem, nos termos do Edital No.09/2015 - ANEEL (Leilão de Energia Reserva - 2º LER de 2015) e do Contrato de Comercialização de Energia celebrado em função do referido leilão.;;2021-12-31;0.00;125406714.68
00.194.724/0001-13;2022-01-01;3;126044;AUREN OPERAÇÕES S.A.;718618;Guaimbê Solar Holding S.A.;30757186000199;Controlada;Holding de instituições não-financeiras.;Brasil;SP;São Paulo;80.00000000;N;;Controlada da Companhia, participa de sociedades por ações de capital fechado, que tem por objeto social a geração e comercialização de energia, de matriz solar fotovoltaicas ao Sistema Interligado Nacional (SIN), localizado no Estado de São Paulo, no ambiente de contratação regulada, para suprimento de energia elétrica.;;2021-12-31;0.00;1972465236.67
00.194.724/0001-13;2022-01-01;3;126044;AUREN OPERAÇÕES S.A.;718619;MS Participações Societárias S.A.;10288617000108;Controlada;Produtor independente de energia elétrica, a partir de fontes alternativas, predominantemente eólica.;Brasil;SP;São Paulo;100.00000000;N;;Controlada da Companhia, tem por objetivo operar parques eólicos, incluindo sua implementação e montagem.;;2021-12-31;0.00;158988390.18
00.194.724/0001-13;2022-01-01;3;126044;AUREN OPERAÇÕES S.A.;718620;Santos Energia Participações S.A.;08685391000137;Controlada;Produtor independente de energia elétrica, a partir de fontes alternativas, predominantemente eólica.;Brasil;SP;São Paulo;100.00000000;N;;Controlada da Companhia, tem por objetivo operar parques eólicos, incluindo sua implementação e montagem.;;2021-12-31;0.00;71186651.92
00.242.184/0001-04;2022-01-01;7;126992;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;720990;Bauko Movimentação S/A;12210380000178;Controlada;Conforme Fato relevante divulgado em 3 de novembro de 2021, a ARMAC adquiriu 100% das ações da Bauko, uma das maiores empresas de locação de empilhadeiras do mercado brasileiro. A companhia é focada na locação de empilhadeiras elétricas e a combustão por meio de contratos de longo-prazo. Reconhecida por seu pioneirismo, a Bauko tem hoje um backlog contratado de aproximadamente R$ 600 milhões, com relacionamentos comerciais sólidos que em alguns casos perduram há mais de 20 anos.;Brasil;SP;Osasco;100.00000000;N;;A aquisição da Bauko consiste em uma oportunidade de alocar capital com excesso de retorno - sem considerar crescimento e as potenciais sinergias -, tornando o nosso negócio mais resiliente e robustecendo a nossa plataforma one-stop-shop.;;2021-12-31;0.00;213234266.10
00.242.184/0001-04;2022-01-01;7;126992;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;720991;Rental Company do Brasil Ltda;13409606000127;Controlada;Conforme Fato relevante divulgado em 19 de agosto de 2021, a ARMAC adquiriu 100% das cotas da RCB. Fundada em 2011, a RCB fazia locação de plataformas elevatórias por meio de contratos recorrentes para clientes nos setores de varejo, logística, companhias aéreas, entre outros. Reconhecida por seu excelente nível de serviço, a RCB era integrante do IPAF (International Powered Access Federation) e autorizada a capacitar seus clientes e certificar operadores no correto uso dos equipamentos. ;Brasil;SP;Santana de Parnaíba;100.00000000;N;;A aquisição da RCB consiste em uma oportunidade de alocar capital com excesso de negócio mais resiliente e robustecendo a nossa plataforma one-stop-shop;;2021-12-31;0.00;26497991.50
00.336.701/0001-04;2022-01-01;13;127244;TELEC BRASILEIRAS S.A. TELEBRAS;722464;Visiona Tecnologia Espacial S.A.;13944554000199;Coligada;Objetivo inicial da empresa é atuar no satélite geoestacionário brasileiro, que visa atender as necessidades de comunicação satelital do governo federal, incluindo o programa nacional de Banda Larga e um amplo espectro de transmissões estratégicas de defesa.;Brasil;SP;São Paulo;49.00000000;N;;Em atendimento ao Dec. 7769, de 28/06/2012, a Telebras e o Ministério da Defesa serão os principais responsáveis pela gestão, planejamento, construção e lançamento do satélite, que será operado pela Telebras.;;2021-12-31;0.00;88151563.66
00.359.742/0001-08;2022-01-01;5;125676;FICTOR ALIMENTOS S.A.;716736;ATOM TRADERS S.A.;23994857000170;Controlada;a) atividades relacionadas a treinamentos e desenvolvimento de pessoas para realizar investimentos de proprietários b) investimentos em títulos da dívida pública e operações de day trade c) prestação de serviços de assessoria e elaboração de projetos na área financeira d) serviços de consultoria, planejamento, administração e gestão financeira e de negóciose) atividades de assessoria, consultoria e de gestão empresarial, em especial na aquisição e gestão de ativos, de liquidação de dívidas e de recuperação de créditos f) aquisição de bens e ativos mobiliários g) soluções e inteligência aplicada na área de recuperação de créditos h) assessoria e gestão de negócios voltados para área de mercado de capitais i) participações em empresas no Brasil e no Exteriorj) elaboração e edição de matérias e artigos profissionais, técnicos e científicos, para publicações em livros, jornais, revistas e internet.;Brasil;SP;Sorocaba;100.00000000;N;;A Atom Empreendimentos e Participações é uma holding de participações, e utiliza a Atom Traders Publicações S.A. para atuação direta no mercado.;;2021-12-31;0.00;24004470.11
00.416.968/0001-01;2022-01-01;11;122285;BANCO INTER S.A.;698091;Acerto Cobrança e Informações Cadastrais S.A.;24533496000127;Controlada;A Meu Acerto é a plataforma pioneira no modelo de Winback do mercado brasileiro. Seus processos digitais, com foco na experiência do cliente final, entregam performance superior à de fornecedores que atuam separadamente em cada um dos pilares. A empresa opera desde 2017 e possui carteira de clientes dos mercados financeiro e de telecomunicações.;Brasil;MG;Belo Horizonte;60.00000000;N;;A empresa possui atividades operacionais complementares às atividades do Banco.;;2021-03-31;0.00;12287365.95
