CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Escriturador;CNPJ_Escriturador;Tipo_Endereco;Logradouro;Complemento;Bairro;Cidade;Sigla_UF;Pais;CEP;DDI_Telefone;DDD_Telefone;Telefone;DDI_Fax;DDD_Fax;Fax;Email;Data_Inicio_Atuacao;Data_Fim_Atuacao
01.083.200/0001-18;2022-01-01;1;112386;NEOENERGIA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Virgínia 299, prédio B;Térro;Tatuapé;São Paulo;SP;Brasil;03084010;;0000;30039285;;0011;30039285;escrituracaoacoes@itau-unibanco.com.br;2020-03-02;
01.104.937/0001-70;2022-01-01;2;119706;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Banco Bradesco S.A.;60.746.948/0001-12;;AV IARA, S/N;EDIFICIO;CIDADE DE DEUS;Osasco;SP;Brasil;06029900;;11;36849441;;11;36843811;4010.CARLOSDIAS@BRADESCO.COM.BR;2009-05-18;
01.107.327/0001-20;2022-01-01;3;120182;BBM Logística S.A.;Itaú Corretora S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, n° 3.500;3º andar;Itaim Bibi;;SP;Brasil;04538132;;;;;;;;2017-10-20;
01.258.944/0001-26;2022-01-01;4;119237;Rumo Malha Sul S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Ururaí, 111;Prédio B;Tatuapé;São Paulo;SP;Brasil;03084010;;11;27974526;;11;27973150;escrituracaoacoes@itau-unibanco.com.br;2004-01-15;
01.417.222/0001-77;2022-01-01;2;112846;MRS LOGISTICA S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;Cidade de Deus S/Nº - Prédio Amarelo;2º andar;Vila Yara;Osasco;SP;Brasil;06029900;;011;36843749;;011;36842714;4010.acoes@bradesco.com.br;1996-12-16;
01.468.594/0001-22;2022-01-01;1;111683;LG Informática S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Ururaí, 111, Prédio B;Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;11;27974515;;11;27973140;escrituracaoacoes@itau-unibanco.com.br;;
01.545.826/0001-07;2022-01-01;3;120683;GAFISA S.A.;Itau Unibanco S/A;60.701.190/0001-04;;PÇA ALFREDO E. SOUZA ARANHA T. OLAVO SETUBAL;100;PQ. JABAQUARA;São Paulo;SP;Brasil;04344902;;11;50291612;;11;50291534;rosane-aparecida.silva@itau-unibanco.com.br;2006-03-01;
01.547.749/0001-16;2022-01-01;1;114185;521 PARTICIPACOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL;Banco do Brasil;00.000.000/0001-91;;Rua Senador Dantas, 105;38 andar;Centro;Rio de Janeiro;RJ;Brasil;20031204;;021;38086005;;021;38086088;aescriturais@bb.com.br;2001-12-21;
01.548.981/0001-79;2022-01-01;3;118606;INVESTIMENTOS BEMGE S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Agência Especializada Acionistas - Rua Boa Vista, 176;1º Subsolo;Centro;São Paulo;SP;Brasil;01092900;;11;30039285;;;;escrituracaoacoes@itau-unibanco.com.br;1998-09-28;
01.599.101/0001-93;2022-01-01;1;116252;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;011;24974529;;011;27973750;adriana.souza@itau-unibanco.com.br;2020-09-10;
01.616.929/0001-02;2022-01-01;1;111328;SANEAMENTO DE GOIAS SA;Banco Bradesco S.A.;60.746.948/0001-12;;Cidade de Deus - Prédio Amarelo;2º andar;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;11;36847654;dac.escrituracao@bradesco.com.br;2019-11-25;
01.838.723/0001-27;2022-01-01;1;113816;BRF S.A.;Itau Corretora Valores S.A.;61.194.353/0001-64;;Av Brigadeiro Faria Lima, 3.400;10 andar;Pinheiros;São Paulo;SP;Brasil;04538132;;011;30039285;;;;escrituracaoacoes@itau-unibanco.com.br;2013-01-01;
01.851.771/0001-55;2022-01-01;2;114435;524 PARTICIPACOES S.A.;Itaú Corretora de Valores SA;61.194.353/0001-64;;AVENIDA BRIGADEIRO FARIA LIMA;3500/3º ANDAR;ITAIMBIBI;Rio de Janeiro;RJ;Brasil;04538132;;11;27974529;;11;27973750;adriana.souza@itau-unibanco.com.br;2015-01-15;
01.896.779/0001-38;2022-01-01;5;120619;CSU DIGITAL S.A.;Itaú Corretora de Valores S/A;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima;3.400;Itaim Bibi;São Paulo;SP;Brasil;04538133;;11;50291809;;11;50291920;escrituracaorendavariavel@itau-unibanco.com.br;2006-03-14;
01.917.818/0001-36;2022-01-01;2;121264;LIGHT ENERGIA S.A.;Banco Bradesco S.A;60.746.948/0001-12;;Rua Yara;sem número;Cidade de Deus;Osasco;SP;Brasil;06028100;;11;36842044;;00;0000000000;4010.acoes@bradesco.com.br;2006-01-13;
01.938.783/0001-11;2022-01-01;2;121121;CIA PARTICIPACOES ALIANCA DA BAHIA;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Av Brigadeiro Faria Lima;3.500 3º andar;Itaim Bibi;São Paulo;SP;Brasil;40010020;;11;27402597;;11;27973140;escrituracaorendavarial@itau-unibanco.com.br;1997-07-21;
01.957.772/0001-89;2022-01-01;1;115771;SUL 116 PARTICIPACOES S.A.;ITAU CORRETORA DE VALORES S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3400;10 andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;50297780;;11;50291943;investfone.investimento@itau-unibanco.com.br;2006-09-25;
02.016.440/0001-62;2022-01-01;4;122818;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Banco Itaú S.A.;60.701.190/0001-04;;Pça Alfredo Egidio de Souza Aranha, 100;9 Andar;Jabaquara;São Paulo;SP;Brasil;04344902;;11;50297780;;11;50291920;investfone.investmento@itau-unibanco.com.br;;
02.062.747/0001-08;2022-01-01;2;114443;SUDESTE S.A.;Itaú Corretora de Valores SA;61.194.353/0001-64;;AVENIDA BRIGADEIRO FARIA LIMA;3500/3º ANDAR;ITAIMBIBI;Rio de Janeiro;RJ;Brasil;04538132;;11;27974529;;11;27973750;adriana.souza@itau-unibanco.com.br;2015-01-15;
02.117.801/0001-67;2022-01-01;2;122684;BONAIRE PARTICIPACOES S.A. - EM LIQUIDAÇÃO;Banco Bradesco S.A.;60.746.948/0001-12;;Núcleo Cidade de Deus, s/n;;Vila Yara;Osasco;SP;Brasil;06020000;;;;;;;;2019-04-24;
02.149.205/0001-69;2022-01-01;2;112089;PORTO SEGURO S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3.400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;27402597;;011;27402571;danilo.alvarenga@itau-unibanco.com.br;2010-04-20;
02.162.616/0001-94;2022-01-01;3;118308;UPTICK PARTICIPACOES S.A.;Itaú Corretora de Valores Mobiliários S/A;61.194.353/0001-64;;Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;011;27974128;;011;27973140;rosane-aparecida.silva@itau-unibanco.com.br;2009-04-02;
02.193.750/0001-52;2022-01-01;1;116400;DEXXOS PARTICIPAÇÕES S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;011;27974515;;011;27973140;escrituracaoacoes@itau-unibanco.com.br;1997-11-20;
02.217.319/0001-07;2022-01-01;1;118363;YBYRÁ S.A.;Itaú Corretora de Valores SA;61.194.353/0001-64;;AVENIDA BRIGADEIRO FARIA LIMA;3500/3º ANDAR;ITAIMBIBI;Rio de Janeiro;RJ;Brasil;04538132;;11;27974529;;11;27973750;adriana.souza@itau-unibanco.com.br;2015-01-15;
02.255.187/0001-08;2022-01-01;2;120820;Unifique Telecomunicações S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;Núcleo da Cidade de Deus;s/n;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849444;;;;rosinaldo.gomes@bradesco.com.br;2021-05-06;
02.258.422/0001-97;2022-01-01;2;116103;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;BANCO BRADESCO;60.746.948/0001-12;;Avenida Yara, s/n;;Cidade de Deus;;SP;Brasil;06029900;;11;36843811;;11;36843811;4010.fabiana@bradesco.com.br;2008-01-15;
02.291.077/0001-93;2022-01-01;2;114111;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Banco Itaú S/A;60.701.190/0001-04;;Praça Alfredo Eghidio de Souza Aranha;100;Jabaquara;São Paulo;SP;Brasil;04344902;;11;50291919;;11;50291917;escrituracaorendavariavel@itau-unibanco.com.br;2007-04-04;
02.302.101/0001-42;2022-01-01;2;118640;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Banco Brasileiro de Descontos S.A.;60.746.948/0001-12;;Avenida Iara, s/n;Cidade de Deus;Vila Yara;Osasco;SP;Brasil;06029900;;011;36849495;;011;36843811;4010.acecustodia@bradesco.com.br;2010-01-08;
02.328.280/0001-97;2022-01-01;1;112385;ELEKTRO REDES S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Virgínia 299, prédio B;Térro;Tatuapé;São Paulo;SP;Brasil;03084010;;0000;30039285;;0011;30039285;escrituracaoacoes@itau-unibanco.com.br;1998-01-26;
02.338.534/0001-58;2022-01-01;3;122839;LONGDIS S.A.;Itau Corretora de Valores S/A;61.194.353/0001-64;;AV. BRIGADEIRO FARIA LIMA, 3400;10° ANDAR;ITAIM BIBI;São Paulo;SP;Brasil;04538132;;11;50297780;;11;50291943;investfone.investimento@itau-unibanco.com.br;2007-09-25;
02.351.144/0001-18;2022-01-01;2;120468;TEGMA GESTAO LOGISTICA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima,3400;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;48705355;;11;48705355;escrituracaorendavariavel@itau-unibanco.com.br;2007-05-28;
02.351.877/0001-52;2022-01-01;2;112093;LOCAWEB SERVIÇOS DE INTERNET S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3.400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;;;;;;;2009-03-02;
02.357.251/0001-53;2022-01-01;1;114799;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Itaú Unibanco S.A.;60.701.190/0001-04;;Avenida Brigadeiro Faria Lima, 3400;10o. andar;Vila Olimpia;São Paulo;SP;Brasil;04538132;;11;30726113;;;;erve.retes@itau-unibanco.com.br;2017-11-14;
02.365.069/0001-44;2022-01-01;3;120833;PADTEC HOLDING S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Av. Brigadeiro Faria Lima;3.500, 3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27402572;;;;escrituracaoacoes@itau-unibanco.com.br;2000-03-10;
02.387.241/0001-60;2022-01-01;3;116602;RUMO S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Ururaí, 111;Prédio B;Tatuapé;São Paulo;SP;Brasil;03084010;;11;27974526;;11;27973150;escrituracaoacoes@itau-unibanco.com.br;2004-01-15;
02.397.080/0001-96;2022-01-01;2;113937;ITAPEBI GERACAO DE ENERGIA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Virgínia 299, prédio B;Térro;Tatuapé;São Paulo;SP;Brasil;03084010;;0000;30039285;;0011;30039285;escrituracaoacoes@itau-unibanco.com.br;2020-02-19;
02.415.408/0001-50;2022-01-01;3;120490;CONC ROD.OESTE SP VIAOESTE S.A;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;11;27974207;;11;27973140;escrituracaoacoes@itau-unibanco.com.br;2009-02-02;
02.421.421/0001-11;2022-01-01;2;118999;TIM S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;Cidade de Deus - Prédio Amarelo;2º andar;Vila Yara;São Paulo;SP;Brasil;06029900;;11;36844522;;11;36845645;4010.acoes@bradesco.com.br;;
02.429.144/0001-93;2022-01-01;3;122814;CPFL ENERGIA S.A.;Banco do Brasil;00.000.000/0001-91;;Rua Lélio Gama, 105 - 38o andar;Gecin;Centro;Rio de Janeiro;RJ;Brasil;20031080;;21;38083551;;21;38086088;aescriturais@bb.com.br;2011-01-01;
02.465.783/0001-04;2022-01-01;2;114021;FUTURETEL S.A. - EM LIQUIDAÇÃO;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima;3400 10 andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;50297780;;011;50291943;investfone.investimento@itau-unibanco.com.br;2005-09-02;2018-03-27
02.474.103/0001-19;2022-01-01;3;114235;ENGIE BRASIL ENERGIA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;011;27402572;;;;escrituracaorendavariavel@itau-unibanco.com.br;2004-06-01;
02.502.844/0001-66;2022-01-01;3;116609;RUMO MALHA PAULISTA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Ururaí;111, Prédio B;Tatuapé;São Paulo;SP;Brasil;03084010;;11;27974526;;11;27973150;escrituracaoacoes@itau-unibanco.com.br;2004-01-15;
02.558.157/0001-62;2022-01-01;1;118227;TELEFÔNICA BRASIL S.A;Banco Bradesco S/A;60.746.948/0001-12;;Cidade de Deus - Prédio Amarelo;2º andar;Vila Yara;São Paulo;SP;Brasil;06029900;;011;36847651;;011;36843811;4010.acecustodia@bradesco.com.br;2010-03-22;
02.591.787/0001-39;2022-01-01;2;116412;CAPITALPART PARTICIPACOES S.A.;Itau Corretora de Valores S/A;61.194.353/0001-64;;AV. BRIGADEIRO FARIA LIMA, 3400;10° ANDAR;ITAIM BIBI;São Paulo;SP;Brasil;04538132;;11;50297780;;11;50291943;investfone.investimento@itau-unibanco.com.br;2005-09-02;
02.635.522/0001-95;2022-01-01;3;119172;Jalles Machado S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Rua Ururaí, n.º 111;Prédio B, Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;11;30726156;;;;escrituracaorendavariavel@itau-unibanco.com.br;;
02.762.113/0001-50;2022-01-01;2;120451;BRAZILIAN FINANCE E REAL ESTATE S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538133;;11;30039285;;11;30039285;escrituracaoacoes@itau-unibanco.com.br;2007-04-04;
02.762.121/0001-04;2022-01-01;2;120922;SANTOS BRASIL PARTICIPACOES S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Av. Brigadeiro Faria Lima, nº 3400;10o andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27942572;;;;gercina.bueno@itau-unibanco.com.br;2007-10-24;
02.762.124/0001-30;2022-01-01;1;111825;BETAPART PARTICIPACOES S.A.;Itaú Corretora de Valores SA;61.194.353/0001-64;;Av. Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;27974529;;011;27973750;adriana.souza@itau-unibanco.com.br;2015-01-15;
02.773.542/0001-22;2022-01-01;1;116616;Opea Securitizadora S.A.;Itaú Corretora de Valores S.A;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, 3400;.;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;50291919;;11;50291919;rosana.souza@itau-unibanco.com.br;2004-01-01;
02.783.423/0001-50;2022-01-01;1;116555;ALTERE SECURITIZADORA S.A.;Banco Paulista S/A;61.820.817/0001-09;;Av. Brigadeiro Faria Lima, 1.355;2º andar;Jardim Paulistano;São Paulo;SP;Brasil;01452090;;11;32992397;;;;guilherme.maciel@bancopaulista.com.br;2018-01-01;
02.796.775/0001-40;2022-01-01;2;114438;GAMA PARTICIPACOES S.A.;Itaú Corretora de Valores SA;61.194.353/0001-64;;AVENIDA BRIGADEIRO FARIA LIMA;3500/3º ANDAR;ITAIMBIBI;Rio de Janeiro;RJ;Brasil;04538132;;11;27974529;;11;27973750;adriana.souza@itau-unibanco.com.br;2015-01-15;
02.800.026/0001-40;2022-01-01;1;115843;COGNA EDUCAÇÃO S.A.;Banco Bradesco S/A;60.746.948/0001-12;;Cidade de Deus;s/n;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;11;36842811;dac.escrituracao@bradesco.com.br;2014-09-01;
02.846.056/0001-97;2022-01-01;1;116551;CCR S.A.;Itaú Corretora de Valores;61.194.353/0001-64;;Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;011;27404515;;011;27403140;escrituracaoacoes@itau-unibanco.com.br;2002-02-01;
02.860.694/0001-62;2022-01-01;1;116585;T4F ENTRETENIMENTO S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;Cidade de Deus, sem nº;-;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;11;36843811;4010.acoes@bradesco.com.br;2011-01-20;
02.916.265/0001-60;2022-01-01;1;112117;JBS S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;Núcleo Cidade de Deus, s/nº;Prédio Amarelo, 2º a;Vila Yara, Osasco;São Paulo;SP;Brasil;06029900;;11;36849411;;11;36842811;carlosd.pereira@bradesco.com.br;2020-03-02;
02.919.555/0001-67;2022-01-01;2;112107;ARTERIS S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Av. Eng. Armando de Arruda Pereira, 707;7º andar;Jabaquara;São Paulo;SP;Brasil;04309010;;5511;50291925;;5511;50291920;marcio.conde-souza@itau.com.br;2006-05-12;
02.932.074/0001-91;2022-01-01;1;111330;HYPERA S.A.;Banco Bradesco S.A.;60.746.948/0001-12;;Avenida Yara;: s/n;Cidade de Deus;São Paulo;SP;Brasil;06029900;;011;36849495;;011;36842811;4010.acecustodia@bradesco.com.br;2008-01-29;
02.950.811/0001-89;2022-01-01;2;118460;PDG REALTY S.A. EMPREEND E PARTICIPACOES;ITAU CORRETORA DE VALORES S.A.;61.194.353/0001-64;;AVENIDA BRIGADEIRO FARIA LIMA, 3.500;3º ANDAR;ITAIM BIBI;São Paulo;SP;Brasil;04538132;;5511;50293853;;;;escrituracaorendavariavel@itau-unibanco.com.br;2006-11-16;
02.992.449/0001-09;2022-01-01;2;114441;PROMPT PARTICIPACOES S.A.;Itaú Corretora de Valores SA;61.194.353/0001-64;;Av. Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;27974529;;011;27973750;adriana.souza@itau-unibanco.com.br;2015-01-16;
02.998.301/0001-81;2022-01-01;3;120047;RIO PARANAPANEMA ENERGIA S.A.;Itaú Corretora de Valores S/A;61.194.353/0001-64;;Av. Eng. Armando de Arruda Pereira, 707;9º andar;Jabaquara;São Paulo;SP;Brasil;04309010;;11;50291925;;11;50291917;Marcio.conde-souza@itau.com.br;1999-03-29;
02.998.611/0001-04;2022-01-01;1;111796;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Avenida Brigadeiro Faria Lima, nº 3.400;10° Andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;50297780;;011;50297780;investfone@itau.com.br;2005-04-01;
03.014.553/0001-91;2022-01-01;1;116288;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Av. Brigadeiro Faria Lima, 3400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;50292206;;11;50291515;alcidea.trancozo@itau-unibanco.com.br;2007-07-20;
03.207.703/0001-83;2022-01-01;3;112201;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Av. Eng. Armando de Arruda Pereira, nº 707, 7º andar;;Jabaquara;São Paulo;SP;Brasil;04309010;;11;50291925;;11;50291920;marcio.conde-souza@itau.com.br;2009-12-03;
03.220.438/0001-73;2022-01-01;1;116374;EQUATORIAL ENERGIA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;;Av Brigadeiro Faria Lima, 3.400;10º Andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;50291919;;11;50291920;rosana.souza@itau-unibanco.com.br;2009-03-02;
