CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Canal_Divulgacao;Sigla_UF
10.488.244/0001-19;2022-01-01;2;117001;INFRASEC SECURITIZADORA S.A.;DIARIO DE NOTICIAS DE SP;SP
10.502.676/0001-37;2022-01-01;2;118591;TERMELÉTRICA PERNAMBUCO III S.A.;Jornal Diário de Pernambuco;PE
10.531.501/0001-58;2022-01-01;1;114571;CONC AUTO RAPOSO TAVARES S.A.;https://economia.estadao.com.br/fatos-relevantes;SP
10.531.501/0001-58;2022-01-01;1;114571;CONC AUTO RAPOSO TAVARES S.A.;Valor Econômico;SP
10.571.175/0001-02;2022-01-01;2;116221;URBA DESENVOLVIMENTO URBANO S.A.;Estadão;SP
10.571.175/0001-02;2022-01-01;2;116221;URBA DESENVOLVIMENTO URBANO S.A.;Estado de Minas;MG
10.608.405/0001-60;2022-01-01;4;115644;BARI SECURITIZADORA S.A.;Diário Oficial do Estado;PR
10.608.405/0001-60;2022-01-01;4;115644;BARI SECURITIZADORA S.A.;Jornal Bem Paraná;PR
10.629.105/0001-68;2022-01-01;1;116885;PETRO RIO S.A.;Valor Econômico;RJ
10.635.691/0001-53;2022-01-01;1;112268;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;Diário do Comércio e Indústria;SP
10.635.691/0001-53;2022-01-01;1;112268;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;Diário Oficial do Estado;SP
10.647.979/0001-48;2022-01-01;1;115966;CONC ROTA DAS BANDEIRAS S.A.;Portal Comunique-se (http://portal.comunique-se.com.br);SP
10.670.314/0001-55;2022-01-01;2;115076;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;Diario Oficial do Estado;BA
10.670.314/0001-55;2022-01-01;2;115076;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;Tribuna da Bahia;BA
10.678.505/0001-63;2022-01-01;1;113799;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;Folha de São Paulo;SP
10.739.356/0001-03;2022-01-01;2;115279;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;O Estado de S. Paulo;SP
10.753.164/0001-43;2022-01-01;1;113912;ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.;Diário Oficial da União;SP
10.753.164/0001-43;2022-01-01;1;113912;ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.;Estado de São Paulo;SP
10.760.260/0001-19;2022-01-01;1;112459;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Valor Econômico;SP
10.807.374/0001-77;2022-01-01;1;116348;BOA SAFRA SEMENTES S.A.;Diário da Manhã;GO
10.835.932/0001-08;2022-01-01;2;121470;CIA ENERGETICA DE PERNAMBUCO - CELPE;http://ri.neoenergia.com/;PE
10.835.932/0001-08;2022-01-01;2;121470;CIA ENERGETICA DE PERNAMBUCO - CELPE;https://valor.globo.com/;PE
10.835.932/0001-08;2022-01-01;2;121470;CIA ENERGETICA DE PERNAMBUCO - CELPE;Jornal Valor Econômico Impresso;PE
10.841.050/0001-55;2022-01-01;1;115985;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;Diário de Notícias;SP
10.851.805/0001-00;2022-01-01;4;122637;FLEX GESTÃO DE RELACIONAMENTOS S.A.;Diário Oficial do Estado de Sao Paulo;SP
10.851.805/0001-00;2022-01-01;4;122637;FLEX GESTÃO DE RELACIONAMENTOS S.A.;O Dia;SP
10.851.805/0001-00;2022-01-01;4;122637;FLEX GESTÃO DE RELACIONAMENTOS S.A.;www.acionista.com.br;RS
10.851.805/0001-00;2022-01-01;4;122637;FLEX GESTÃO DE RELACIONAMENTOS S.A.;www.portalneo1.com.br;SP
11.257.352/0001-43;2022-01-01;2;120136;BSI CAPITAL SECURITIZADORA S.A.;Data Mercantil;SP
11.274.829/0001-07;2022-01-01;1;115687;COMPANHIA PAULISTA DE SECURITIZAÇÃO;Diário Oficial do Estado de São Paulo;SP
11.274.829/0001-07;2022-01-01;1;115687;COMPANHIA PAULISTA DE SECURITIZAÇÃO;Folha de São Paulo;SP
11.284.204/0001-18;2022-01-01;3;115773;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;Diario Oficial do Estado;SP
11.284.204/0001-18;2022-01-01;3;115773;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;Empresas e Negócios;SP
11.284.204/0001-18;2022-01-01;3;115773;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;http://www.portalneo1.net;BR
11.395.624/0001-71;2022-01-01;1;119187;MASSA FALIDA DA BRASIL PHARMA S.A.;Diário Oficial do Estado de São Paulo;SP
11.395.624/0001-71;2022-01-01;1;119187;MASSA FALIDA DA BRASIL PHARMA S.A.;http://economia.estadao.com.br/balancos/;SP
11.395.624/0001-71;2022-01-01;1;119187;MASSA FALIDA DA BRASIL PHARMA S.A.;http://economia.estadao.com.br/fatos-relevantes;SP
11.395.624/0001-71;2022-01-01;1;119187;MASSA FALIDA DA BRASIL PHARMA S.A.;O Estado de São Paulo;SP
11.421.994/0001-36;2022-01-01;2;113719;Orizon Valorização de Resíduos S.A.;http://orizonvr.com.br/;SP
11.421.994/0001-36;2022-01-01;2;113719;Orizon Valorização de Resíduos S.A.;http://www.portalneo1.net/;SP
11.421.994/0001-36;2022-01-01;2;113719;Orizon Valorização de Resíduos S.A.;Jornal Valor Econômico;SP
11.669.021/0001-10;2022-01-01;5;122840;ENAUTA PARTICIPAÇÕES S.A.;https://portal.mzgroup.com/fatos-relevantes/;SP
11.669.021/0001-10;2022-01-01;5;122840;ENAUTA PARTICIPAÇÕES S.A.;https://www.enauta.com.br/investidores/;RJ
11.669.021/0001-10;2022-01-01;5;122840;ENAUTA PARTICIPAÇÕES S.A.;Valor Econômico;RJ
11.716.471/0001-17;2022-01-01;1;113371;TRX SECURITIZADORA S.A.;Diário Oficial do Estado de São Paulo;SP
11.716.471/0001-17;2022-01-01;1;113371;TRX SECURITIZADORA S.A.;Diário Oficial do Estado de São Paulo;SP
11.721.921/0001-60;2022-01-01;2;122420;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;Empresas.Net;SP
11.721.921/0001-60;2022-01-01;2;122420;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;http://ri.alperseguros.com.br;SP
11.725.176/0001-27;2022-01-01;2;121271;Boa Vista Serviços S.A.;Diário Comercial;SP
11.725.176/0001-27;2022-01-01;2;121271;Boa Vista Serviços S.A.;http://www.portalneo1.net/;SP
11.725.176/0001-27;2022-01-01;2;121271;Boa Vista Serviços S.A.;https://www.diariocomercial.com.br/publicidade-legal;SP
11.725.176/0001-27;2022-01-01;2;121271;Boa Vista Serviços S.A.;ri.boavistascpc.com.br;SP
11.992.680/0001-93;2022-01-01;6;122332;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;http://www.portalneo1.net/;SP
11.992.680/0001-93;2022-01-01;6;122332;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;Valor Econômico;SP
11.992.680/0001-93;2022-01-01;6;122332;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;www.valor.com.br/valor-ri;SP
12.049.631/0001-84;2022-01-01;1;112322;MOURA DUBEUX ENGENHARIA S/A;Jornal Folha de Pernambuco;PE
12.091.809/0001-55;2022-01-01;3;120784;3R Petroleum Óleo e Gás S.A.;Diário Comercial;RJ
12.091.809/0001-55;2022-01-01;3;120784;3R Petroleum Óleo e Gás S.A.;http://www.ri.3rpetroleum.com.br/;RJ
12.104.241/0004-02;2022-01-01;1;116907;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;Jornal Diário Comercial;SP
12.104.241/0004-02;2022-01-01;1;116907;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;Jornal Diário Comercial;SP
12.108.897/0001-50;2022-01-01;2;112924;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;Valor Econômico;RJ
12.130.744/0001-00;2022-01-01;1;114527;TRUE SECURITIZADORA S.A.;Gazeta SP;SP
12.139.922/0001-63;2022-01-01;1;116466;OCTANTE SECURITIZADORA S.A.;Diário Comercial;SP
12.139.922/0001-63;2022-01-01;1;116466;OCTANTE SECURITIZADORA S.A.;Diário Oficial do Estado;SP
12.181.987/0001-77;2022-01-01;2;116339;Melnick Desenvolvimento Imobiliário S.A.;Jornal do Comércio;RS
12.181.987/0001-77;2022-01-01;2;116339;Melnick Desenvolvimento Imobiliário S.A.;NEO1 (www.portalneo1.net);RS
12.261.588/0001-16;2022-01-01;1;115741;POLO CAPITAL SECURITIZADORA S.A;Diário Oficial do Estado;RJ
12.261.588/0001-16;2022-01-01;1;115741;POLO CAPITAL SECURITIZADORA S.A;Monitor Mercantil;RJ
12.320.349/0001-90;2022-01-01;2;117000;ORE  SECURITIZADORA SA;Valor Econômico;SP
12.420.164/0001-57;2022-01-01;4;121405;CM Hospitalar S.A;https://ri.viveo.com.br;SP
12.420.164/0001-57;2022-01-01;4;121405;CM Hospitalar S.A;Valor Econômico;SP
12.489.315/0001-23;2022-01-01;2;112310;FERREIRA GOMES ENERGIA S.A.;Estado de São Paulo;SP
12.528.708/0001-07;2022-01-01;1;116189;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;Jornal "O Estado";CE
12.528.708/0001-07;2022-01-01;1;116189;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;www.portalneo1.net;SP
12.528.708/0001-07;2022-01-01;1;116189;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;www.ri.aerisenergy.com.br;SP
12.592.831/0001-89;2022-01-01;1;116711;MNLT S.A.;Diário Oficial do Estado de São Paulo;SP
12.592.831/0001-89;2022-01-01;1;116711;MNLT S.A.;Gazeta de São Paulo;SP
12.648.266/0001-24;2022-01-01;1;116440;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;O Dia;SP
12.648.266/0001-24;2022-01-01;1;116440;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;www.portalneo1.net/;SP
12.648.327/0001-53;2022-01-01;5;122724;HIDROVIAS DO BRASIL S.A.;Data Mercantil;SP
12.648.327/0001-53;2022-01-01;5;122724;HIDROVIAS DO BRASIL S.A.;https://www.portalneo1.net/;SP
12.919.786/0001-24;2022-01-01;1;115925;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;Diário Oficial do Paraná;PR
12.919.786/0001-24;2022-01-01;1;115925;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;Jornal Bem Paraná;PR
12.919.786/0001-24;2022-01-01;1;115925;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;Portal de Notícias da Luz Publicidade Digital;SP
13.009.717/0001-46;2022-01-01;2;120794;BCO ESTADO DE SERGIPE S.A. - BANESE;Correio de Sergipe;SE
13.009.717/0001-46;2022-01-01;2;120794;BCO ESTADO DE SERGIPE S.A. - BANESE;Diário Oficial do Estado;SE
13.009.717/0001-46;2022-01-01;2;120794;BCO ESTADO DE SERGIPE S.A. - BANESE;O Estado de São Paulo;SP
13.017.462/0001-63;2022-01-01;2;120464;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;Correio de Sergipe;SE
13.017.462/0001-63;2022-01-01;2;120464;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;https://ri.energisa.com.br/;MG
13.017.462/0001-63;2022-01-01;2;120464;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;https://www.rad.cvm.gov.br/ENET/frmConsultaExternaCVM.aspx;RJ
13.217.485/0001-11;2022-01-01;2;113800;Grupo SBF S.A.;https://www.jornalodiasp.com.br/;SP
13.217.485/0001-11;2022-01-01;2;113800;Grupo SBF S.A.;O Dia;SP
13.217.485/0001-11;2022-01-01;2;113800;Grupo SBF S.A.;www.portalneo1.net;BR
13.270.520/0001-66;2022-01-01;2;120630;Kora Saúde Participações S.A.;Jornal a Tribuna;ES
13.349.677/0001-81;2022-01-01;3;120430;REIT SECURITIZADORA S/A;Diário Oficial do Estado;RJ
13.349.677/0001-81;2022-01-01;3;120430;REIT SECURITIZADORA S/A;Valor Econômico;RJ
13.444.994/0001-87;2022-01-01;2;119843;MLOG S.A.;Diario do Comercio do Rio de janeiro;RJ
13.444.994/0001-87;2022-01-01;2;119843;MLOG S.A.;DIARIO OFICIAL DO RIO DE JANEIRO;RJ
13.444.994/0001-87;2022-01-01;2;119843;MLOG S.A.;https://www.portalneo1.net/;SP
13.457.942/0001-45;2022-01-01;1;112638;RIVA INCORPORADORA S.A;Jornal hoje em dia;MG
13.457.942/0001-45;2022-01-01;1;112638;RIVA INCORPORADORA S.A;www.riva9.com.br/ri;MG
13.522.948/0001-59;2022-01-01;1;121921;Safira Holding S.A.;Jornal "Data Mercantil";SP
13.574.594/0001-96;2022-01-01;1;116006;ZAMP SA;Valor Econômico;SP
13.584.310/0001-42;2022-01-01;1;115946;SUGOI S.A.;Diário Comércio, Indústria & Serviço;SP
13.783.221/0004-78;2022-01-01;3;120394;MADERO INDÚSTRIA E COMÉRCIO S.A.;Diário dos Campos;PR
14.110.585/0001-07;2022-01-01;1;116460;MÉLIUZ S.A.;Hoje em Dia (Belo Horizonte);MG
14.110.585/0001-07;2022-01-01;1;116460;MÉLIUZ S.A.;Portal MZ Group: https://portal.mzgroup.com/;BR
14.127.813/0001-51;2022-01-01;3;121090;GetNinjas S.A.;Gazeta de São Paulo;SP
14.191.427/0001-29;2022-01-01;1;115953;GranBio Investimentos S.A.;"O DIA SP";SP
14.191.427/0001-29;2022-01-01;1;115953;GranBio Investimentos S.A.;Diário Oficial do Estado de São Paulo;SP
14.191.427/0001-29;2022-01-01;1;115953;GranBio Investimentos S.A.;Gazeta de São Paulo;SP
14.191.427/0001-29;2022-01-01;1;115953;GranBio Investimentos S.A.;portalneo1.net;SP
14.191.427/0001-29;2022-01-01;1;115953;GranBio Investimentos S.A.;ri.granbio.com.br;SP
14.388.334/0001-99;2022-01-01;1;112212;PARANA BCO S.A.;Bem Paraná;PR
14.388.334/0001-99;2022-01-01;1;112212;PARANA BCO S.A.;Portal NEO1 http://www.portalneo1.net;BR
14.776.142/0001-50;2022-01-01;3;122599;WESTWING COMÉRCIO VAREJISTA S.A.;O Estado de S. Paulo;SP
14.776.142/0001-50;2022-01-01;3;122599;WESTWING COMÉRCIO VAREJISTA S.A.;www.portalneo1.net/;SP
14.785.152/0001-51;2022-01-01;1;116738;HBR Realty Empreendimentos Imobiliários S.A.;O Estado de S. Paulo;SP
14.785.152/0001-51;2022-01-01;1;116738;HBR Realty Empreendimentos Imobiliários S.A.;ri.hbrrealty.com.br;SP
14.807.945/0001-24;2022-01-01;3;119866;SANSUY S.A. INDUSTRIA DE PLASTICOS;Jornal Correio da Bahia;BA
14.876.090/0001-93;2022-01-01;1;113350;GAIA IMPACTO SECURITIZADORA S.A.;O Dia;SP
14.876.090/0001-93;2022-01-01;1;113350;GAIA IMPACTO SECURITIZADORA S.A.;Site da Companhia;SP
14.882.295/0001-81;2022-01-01;2;120056;CBO HOLDING S.A.;http://ri.grupocbo.com.br/;SP
14.882.295/0001-81;2022-01-01;2;120056;CBO HOLDING S.A.;Monitor Mercantil;RJ
14.882.295/0001-81;2022-01-01;2;120056;CBO HOLDING S.A.;www.portalneo1.net;SP
14.998.371/0001-19;2022-01-01;1;115653;J. MACEDO S.A.;Diário Oficial do Estado;CE
14.998.371/0001-19;2022-01-01;1;115653;J. MACEDO S.A.;Jornal O Povo;CE
15.073.274/0001-88;2022-01-01;1;116441;PPLA PARTICIPATIONS LTD.;Monitor Mercantil;RJ
15.090.690/0001-94;2022-01-01;2;121093;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;Diário da Manhã (Goiânia);GO
15.101.405/0001-93;2022-01-01;1;111437;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA;Diário Oficial do Estado;BA
15.101.405/0001-93;2022-01-01;1;111437;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA;Tribuna da Bahia;BA
15.115.504/0001-24;2022-01-01;1;116099;TRONOX PIGMENTOS DO BRASIL S.A.;Correio da Bahia;BA
15.115.504/0001-24;2022-01-01;1;116099;TRONOX PIGMENTOS DO BRASIL S.A.;https://publicidadelegal.correio24horas.com.br/;BR
15.115.504/0001-24;2022-01-01;1;116099;TRONOX PIGMENTOS DO BRASIL S.A.;https://www.jornalodiasp.com.br/leiloes-publicidade-legal/;BR
15.115.504/0001-24;2022-01-01;1;116099;TRONOX PIGMENTOS DO BRASIL S.A.;https://www.tronox-ri.com.br/;BR
15.115.504/0001-24;2022-01-01;1;116099;TRONOX PIGMENTOS DO BRASIL S.A.;O Dia SP;SP
15.139.629/0001-94;2022-01-01;1;112379;CIA ELETRICIDADE EST. DA BAHIA - COELBA;http://ri.neoenergia.com/;BA
15.139.629/0001-94;2022-01-01;1;112379;CIA ELETRICIDADE EST. DA BAHIA - COELBA;https://valor.globo.com/;BA
15.139.629/0001-94;2022-01-01;1;112379;CIA ELETRICIDADE EST. DA BAHIA - COELBA;Jornal Valor Econômico Impresso;BA
15.141.799/0001-03;2022-01-01;3;120877;CIA FERRO LIGAS DA BAHIA - FERBASA;Correio da Bahia;BA
15.141.799/0001-03;2022-01-01;3;120877;CIA FERRO LIGAS DA BAHIA - FERBASA;Folha de São Paulo;SP
15.141.799/0001-03;2022-01-01;3;120877;CIA FERRO LIGAS DA BAHIA - FERBASA;https://publicidadelegal.correio24horas.com.br/;BR
15.141.799/0001-03;2022-01-01;3;120877;CIA FERRO LIGAS DA BAHIA - FERBASA;https://publicidadelegal.folha.uol.com.br/;BR
15.141.799/0001-03;2022-01-01;3;120877;CIA FERRO LIGAS DA BAHIA - FERBASA;www.ferbasa.com.br/ri;BR
15.144.017/0001-90;2022-01-01;2;121857;CIA SEGUROS ALIANCA DA BAHIA;https://www.correio24horas.com.br;BA
15.229.110/0001-05;2022-01-01;3;121369;CAPITALE SECURITIZADORA DE CRÉDITO S/A;Jornal O Paraná;PR
15.377.572/0001-61;2022-01-01;1;115824;NASA SECURITIZADORA S.A.;Diario de Cuiabá;MT
15.413.826/0001-50;2022-01-01;2;120462;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;Correio do Estado (Campo Grande);MS
15.413.826/0001-50;2022-01-01;2;120462;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;https://ri.energisa.com.br/;MG
15.413.826/0001-50;2022-01-01;2;120462;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;https://www.rad.cvm.gov.br/ENET/frmConsultaExternaCVM.aspx;RJ
15.484.093/0001-44;2022-01-01;1;115987;ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.;A Tribuna;ES
15.494.541/0001-90;2022-01-01;1;116689;SALUS INFRAESTRUTURA PORTUARIA SA;Diário Oficial do Estado de São Paulo;SP
15.494.541/0001-90;2022-01-01;1;116689;SALUS INFRAESTRUTURA PORTUARIA SA;Jornal Gazeta de São Paulo;SP
15.578.569/0001-06;2022-01-01;1;115648;CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;Valor Econômico;SP
15.675.715/0001-11;2022-01-01;1;121048;Housi S.A.;Diário Comercial;SP
15.675.715/0001-11;2022-01-01;1;121048;Housi S.A.;Diário Oficial do Estado de São Paulo;SP
15.675.715/0001-11;2022-01-01;1;121048;Housi S.A.;www.housi.com.br/ri;SP
15.688.041/0001-90;2022-01-01;1;113590;MBK SECURITIZADORA SA;Diário do Comércio (Belo Horizonte);MG
15.688.041/0001-90;2022-01-01;1;113590;MBK SECURITIZADORA SA;Diario Oficial;MG
16.233.389/0001-55;2022-01-01;2;127927;CVLB Brasil S.A.;www.portalneo1.net/;SP
16.234.171/0001-15;2022-01-01;1;115927;METANOR SA METANOL DO NE;Jornal Correio da Bahia;BA
16.234.171/0001-15;2022-01-01;1;115927;METANOR SA METANOL DO NE;Site da METANOR (http://www.metanor.com.br);BA
16.404.287/0001-55;2022-01-01;1;116023;SUZANO S.A.;Correio da Bahia;BA
16.404.287/0001-55;2022-01-01;1;116023;SUZANO S.A.;https://economia.estadao.com.br/fatos-relevantes;SP
16.404.287/0001-55;2022-01-01;1;116023;SUZANO S.A.;O Estado de São Paulo;SP
16.590.234/0001-76;2022-01-01;1;116195;AREZZO INDÚSTRIA E COMÉRCIO S.A.;Hoje em Dia;MG
16.590.234/0001-76;2022-01-01;1;116195;AREZZO INDÚSTRIA E COMÉRCIO S.A.;Portal do Valor Econômico - http://www.valor.com.br/valor-ri;SP
16.614.075/0001-00;2022-01-01;3;122679;DIRECIONAL ENGENHARIA S.A.;Hoje em Dia;MG
16.614.075/0001-00;2022-01-01;3;122679;DIRECIONAL ENGENHARIA S.A.;http://economia.estadao.com.br/fatos-relevantes/;MG
16.614.075/0001-00;2022-01-01;3;122679;DIRECIONAL ENGENHARIA S.A.;http://www.portalneo1.net/;MG
16.614.075/0001-00;2022-01-01;3;122679;DIRECIONAL ENGENHARIA S.A.;http://www.rededivulgacao.com.br/;MG
16.614.075/0001-00;2022-01-01;3;122679;DIRECIONAL ENGENHARIA S.A.;http://www.valor.com.br/valor-ri/fatos-relevantes;MG
16.670.085/0001-55;2022-01-01;2;118191;LOCALIZA RENT A CAR S.A.;Jornal Diário do Comércio;MG
16.670.085/0001-55;2022-01-01;2;118191;LOCALIZA RENT A CAR S.A.;Portal online - Neo1 - www.portalneo1.net;MG
16.676.520/0001-59;2022-01-01;1;113017;HOSPITAL MATER DEI S.A.;Diário do Comércio;MG
16.676.520/0001-59;2022-01-01;1;113017;HOSPITAL MATER DEI S.A.;Portal online - Neo1- www.portalneo1.net;MG
16.811.931/0001-00;2022-01-01;2;122540;ALPHAVILLE S.A.;O Dia;SP
16.922.038/0001-51;2022-01-01;1;116494;ENJOEI S.A.;Diário Comercial;SP
16.922.038/0001-51;2022-01-01;1;116494;ENJOEI S.A.;https://www.portalneo1.net/;SP
17.155.730/0001-64;2022-01-01;3;115509;CIA ENERGETICA DE MINAS GERAIS - CEMIG;O Tempo (Belo Horizonte);MG
17.157.777/0001-67;2022-01-01;1;113247;BANCO NACIONAL S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL;www.bnsa.com;RJ
17.159.005/0001-64;2022-01-01;2;119098;FIACAO E TECELAGEM SAO JOSE SA EM RECUPERACAO JUDICIAL;oscarferreira2@gmail.com;PE
17.159.005/0001-64;2022-01-01;2;119098;FIACAO E TECELAGEM SAO JOSE SA EM RECUPERACAO JUDICIAL;tecelsaojosenordeste@gmail.com;RJ
17.159.229/0001-76;2022-01-01;1;116122;LABORATÓRIO TEUTO BRASILEIRO S.A.;Jornal "O Hoje";GO
17.159.229/0001-76;2022-01-01;1;116122;LABORATÓRIO TEUTO BRASILEIRO S.A.;ri.teuto.com.br;GO
17.161.241/0001-15;2022-01-01;1;112581;MINASMAQUINAS S.A.;Diário Oficial do Estado;MG
17.161.241/0001-15;2022-01-01;1;112581;MINASMAQUINAS S.A.;Jornal O Tempo;MG
17.162.082/0001-73;2022-01-01;4;113695;MENDES JUNIOR ENGENHARIA S.A.;Jornal O Estado de Minas;MG
17.162.280/0001-37;2022-01-01;1;121229;Empresa Brasileira de Engenharia e Comércio S.A. EBEC;Diário do Comércio;MG
17.162.280/0001-37;2022-01-01;1;121229;Empresa Brasileira de Engenharia e Comércio S.A. EBEC;https://portal.mzgroup.com/fatos-relevantes/;MG
17.162.280/0001-37;2022-01-01;1;121229;Empresa Brasileira de Engenharia e Comércio S.A. EBEC;https://www.ebec-sa.com.br/;MG
17.167.396/0001-69;2022-01-01;1;118279;ALFA HOLDINGS S.A.;Valor Econômico;SP
17.167.412/0001-13;2022-01-01;1;118278;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Valor Econômico;SP
17.184.037/0001-10;2022-01-01;2;115899;BCO MERCANTIL DO BRASIL S.A.;Estado de Minas (Belo Horizonte);MG
17.184.037/0001-10;2022-01-01;2;115899;BCO MERCANTIL DO BRASIL S.A.;Portal Neo 1 - https://www.portalneo1.net/;BR
17.193.806/0001-46;2022-01-01;1;118277;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Valor Econômico;SP
17.234.244/0001-31;2022-01-01;1;116155;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;O Povo;CE
17.245.234/0001-00;2022-01-01;1;115248;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Diário Oficial do Estado;MG
17.281.106/0001-03;2022-01-01;2;115663;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Diário Oficial de Minas Gerais;MG
17.281.106/0001-03;2022-01-01;2;115663;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Jornal O Tempo;MG
17.281.106/0001-03;2022-01-01;2;115663;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;www.portalneo1.net;BR
17.314.329/0001-20;2022-01-01;1;116000;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Diário Comercial do Estado;SP
17.314.329/0001-20;2022-01-01;1;116000;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Diário Oficial do Estado de São Paulo;SP
17.314.329/0001-20;2022-01-01;1;116000;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Portal NEO1 - http://www.portalneo1.net;SP
17.344.597/0001-94;2022-01-01;1;116234;BB SEGURIDADE PARTICIPAÇÕES S.A.;Correio Braziliense;DF
17.344.597/0001-94;2022-01-01;1;116234;BB SEGURIDADE PARTICIPAÇÕES S.A.;Portal Valor RI - www.valor.com.br/valor-ri/fatos-relevantes;SP
17.344.597/0001-94;2022-01-01;1;116234;BB SEGURIDADE PARTICIPAÇÕES S.A.;www.bbseguridaderi.com.br;DF
17.359.233/0001-88;2022-01-01;1;114051;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Jornal Diário do Comércio;MG
17.943.792/0001-30;2022-01-01;1;116478;FULWOOD S.A.;Diário de São Paulo;SP
17.943.792/0001-30;2022-01-01;1;116478;FULWOOD S.A.;Diário Oficial do Estado de São Paulo;SP
17.943.792/0001-30;2022-01-01;1;116478;FULWOOD S.A.;https://www.ri.fulwood.com.br;SP
18.174.270/0001-84;2022-01-01;1;116043;Dotz S.A.;https://ri.dotz.com.br;SP
18.174.270/0001-84;2022-01-01;1;116043;Dotz S.A.;Valor Econômico;SP
18.328.118/0001-09;2022-01-01;2;118356;Pet Center Comércio e Participações S.A.;Data Mercantil;SP
18.483.666/0001-03;2022-01-01;2;122501;Humberg Agribrasil Comércio e Exportação de Grãos S.A.;Diário de Notícias de São Paulo;SP
18.494.485/0001-82;2022-01-01;1;116385;PORTO SUDESTE V.M. S.A.;Diário Mercantil;RJ
18.494.485/0001-82;2022-01-01;1;116385;PORTO SUDESTE V.M. S.A.;Diário Oficial do Estado do Rio de Janeiro;RJ
18.494.485/0001-82;2022-01-01;1;116385;PORTO SUDESTE V.M. S.A.;Portal NEO1 - http://www.portalneo1.net;RJ
18.572.225/0001-88;2022-01-01;1;111263;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;Diário Oficial do Estado;GO
18.572.225/0001-88;2022-01-01;1;111263;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;Jornal O Popular;GO
18.593.815/0001-97;2022-01-01;2;116999;PRINER SERVIÇOS INDUSTRIAIS S.A.;Jornal Monitor Mercantil;RJ
18.903.785/0001-78;2022-01-01;1;115988;HOLDING DO ARAGUAIA S.A.;Diário de Notícias de São Paulo;SP
