CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Tipo_Endereco;Logradouro;Complemento;Bairro;Cidade;Sigla_UF;Pais;CEP;Caixa_Postal;DDI_Telefone;DDD_Telefone;Telefone;DDI_Fax;DDD_Fax;Fax;Email
00.272.185/0001-93;2020-01-01;1;95345;CIMS S.A.;Endereço para Correspondência;Avenida Bartolomeu Mitre, nº 336;6º andar;Leblon;Rio de Janeiro;RJ;Brasil;22431002;;;021;21596000;;021;21596200;jgsouza@vincipartners.com
00.336.701/0001-04;2020-01-01;2;100102;TELEC BRASILEIRAS S.A. TELEBRAS;Endereço da Sede;SIG Quadra 4 lotes 075, 083, 125 e 175, Bloco A;Salas 211 a 224;SIG;Brasília;DF;Brasil;70610440;;;061;20271208;;061;20271881;dri@telebras.com.br
00.336.701/0001-04;2020-01-01;2;100102;TELEC BRASILEIRAS S.A. TELEBRAS;Endereço para Correspondência;SIG Quadra 4 lotes 075, 083, 125 e 175, Bloco A;Salas 211 a 224;SIG;Brasília;DF;Brasil;70610440;;;061;20271208;;061;20271881;dri@telebras.com.br
00.359.742/0001-08;2020-01-01;1;92202;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Endereço da Sede;Rua Messias Pereira de Paula, 333;Parte 3;Elton Ville;Sorocaba;SP;Brasil;18046640;;;15;30316100;;15;30316100;carol@atompar.com.br
00.359.742/0001-08;2020-01-01;1;92202;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Endereço para Correspondência;Rua Messias Pereira de Paula, nº 333;Parte 3;Elton Ville;Sorocaba;SP;Brasil;18046640;;;15;30316100;;15;30316100;ri@atompar.com.br
00.383.281/0001-09;2020-01-01;2;92674;BNDES PARTICIPACOES S.A. - BNDESPAR;Endereço da Sede;Quadra 09, Torre C - Edifício Parque Cidade;12º andar;Setor Comercial Sul;Distrito Federal;DF;Brasil;70308200;;;061;32045600;;061;32045635;eliane.lustosa@bndes.gov.br
00.383.281/0001-09;2020-01-01;2;92674;BNDES PARTICIPACOES S.A. - BNDESPAR;Endereço para Correspondência;Avenida República do Chile 100;22º andar;Centro;Rio de Janeiro;RJ;Brasil;20031917;;;021;37478590;;;;dir4@bndes.gov.br
00.389.481/0001-79;2020-01-01;2;99897;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;Endereço da Sede;Rua da Alfazema, nº 761;7º andar sala 703;Caminho das Árvores;Salvador;BA;Brasil;41820710;;;71;21029602;;71;21029641;katia.nozela@grupolm.com.br
00.389.481/0001-79;2020-01-01;2;99897;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;Endereço para Correspondência;Rua da Alfazema, nº 761;7º andar;Caminho das Árvores;Salvador;BA;Brasil;41820710;;;71;21022800;;71;21029641;lmf@grupolm.com.br
00.416.968/0001-01;2020-01-01;1;90654;BANCO INTER S.A.;Endereço da Sede;Av. Barbacena, nº 1.219;13º ao 24º andar;Santo Agostinho;Belo Horizonte;MG;Brasil;30190131;;;31;21387974;;31;21017084;ri@bancointer.com.br
00.416.968/0001-01;2020-01-01;1;90654;BANCO INTER S.A.;Endereço para Correspondência;Av. Barbacena, nº 1.219;13º ao 24º andar;Santo Agostinho;Belo Horizonte;MG;Brasil;30190131;;;31;21387974;;31;21017084;ri@bancointer.com.br
00.545.378/0001-70;2020-01-01;1;94884;SERRA AZUL WATER PARK SA;Endereço da Sede;Avenida Serra Azul, 1000;isento;Serra Azul;Itupeva;SP;Brasil;13295000;;;011;44968000;;011;44968090;reginaldof@wetnwild.com.br
00.545.378/0001-70;2020-01-01;1;94884;SERRA AZUL WATER PARK SA;Endereço para Correspondência;Avenida Serra Azul, 1000;isento;Rio Abaixo;Itupeva;SP;Brasil;13295000;;;011;44968000;;011;44968090;reginaldof@wetnwild.com.br
00.622.416/0001-41;2020-01-01;1;90341;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Endereço da Sede;Rodovia José Carlos Daux, nº 5.550, km 5;Sala 235, 3º andar;Saco Grande;Florianópolis;SC;Brasil;88032005;;;48;38777100;;48;38777101;ri@statkraft.com
00.622.416/0001-41;2020-01-01;1;90341;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Endereço para Correspondência;Rodovia José Carlos Daux, nº 5.550, km 5;Sala 235, 3º andar;Saco Grande;Florianópolis;SC;Brasil;88032005;;;48;38777100;;48;38777101;ri@statkraft.com
00.644.907/0001-93;2020-01-01;1;91058;INVESTCO S.A.;Endereço da Sede;ROD-TO Miracema;KM 23;Rodovia-TO;Miracema do Tocantins;TO;Brasil;77650000;;;63;33113407;;63;33113415;ri@edpbr.com.br
00.644.907/0001-93;2020-01-01;1;91058;INVESTCO S.A.;Endereço para Correspondência;Rua Gomes de Carvalho, 1.996;10º andar - Sala 02;Vila Olímpia;São Paulo;SP;Brasil;04547006;;;11;21855000;;11;21855006;ri@edpbr.com.br
00.743.065/0001-27;2020-01-01;3;93549;LITEL PARTICIPACOES S.A.;Endereço da Sede;Rua da Assembleia, nº 10, 37º andar;3701;Centro;Rio de Janeiro;RJ;Brasil;20011901;;;21;21285543;;21;21285501;eximia@eximiacapital.com
00.743.065/0001-27;2020-01-01;3;93549;LITEL PARTICIPACOES S.A.;Endereço para Correspondência;Rua da Assembleia, nº 10, 37º andar;3701;Centro;Rio de Janeiro;RJ;Brasil;20011901;;;21;21285543;;21;21285501;governance@eximiacapital.com
00.776.574/0001-56;2020-01-01;1;93607;B2W - COMPANHIA DIGITAL;Endereço da Sede;Rua Sacadura Cabral, 102;Parte;Saúde;Rio de Janeiro;RJ;Brasil;20081902;;;21;37223618;;;;ri@b2wdigital.com
00.776.574/0001-56;2020-01-01;1;93607;B2W - COMPANHIA DIGITAL;Endereço para Correspondência;Rua Sacadura Cabral, 102;Parte;Saúde;Rio de Janeiro;RJ;Brasil;20081902;;;21;37223618;;;;ri@b2wdigital.com
00.861.626/0001-92;2020-01-01;1;94155;CONC RODOVIA PRES. DUTRA S.A.;Endereço da Sede;Rodovia Presidente Dutra (BR-116 / SP / RJ);km 184,3;Morro Grande;Santa Isabel;SP;Brasil;07500000;;;011;27952400;;011;27952400;debentures.novadutra@grupoccr.com.br
00.861.626/0001-92;2020-01-01;1;94155;CONC RODOVIA PRES. DUTRA S.A.;Endereço para Correspondência;Rodovia Presidente Dutra (BR-116 / SP / RJ);km 184,3;Morro Grande;Santa Isabel;SP;Brasil;07500000;;;011;27952400;;011;27952400;cvm.novadutra@grupoccr.com.br
00.864.214/0001-06;2020-01-01;4;100112;ENERGISA S.A.;Endereço da Sede;PRAÇA RUI BARBOSA;Nº 80(PARTE);CENTRO;Cataguases;MG;Brasil;36770901;;;32;34296000;;32;34296317;ri@energisa.com.br
00.864.214/0001-06;2020-01-01;4;100112;ENERGISA S.A.;Endereço para Correspondência;PRAÇA RUI BARBOSA;Nº 80 (PARTE);CENTRO;Cataguases;MG;Brasil;36770901;;;32;34296226;;32;34296317;ri@energisa.com.br
00.897.864/0001-58;2020-01-01;3;99795;SANTA CATARINA PART INVEST SA;Endereço da Sede;Rodovia SC 401, km 5 , nº 4600,;Bloco 3, Atico;Saco Grande II;Florianópolis;SC;Brasil;88032000;;;048;36652794;;048;36652794;invesc@sefaz.sc.gov.br
00.897.864/0001-58;2020-01-01;3;99795;SANTA CATARINA PART INVEST SA;Endereço para Correspondência;Rodovia SC 401, km 5 , nº 4600.;Bloco 3, Atico;Saco Grande II;Florianópolis;SC;Brasil;88032000;;;048;36652794;;048;36652794;invesc@sefaz.sc.gov.br
00.924.429/0001-75;2020-01-01;1;95642;FERROVIA CENTRO-ATLANTICA S.A.;Endereço da Sede;Rua Sapucaí;383;Floresta;Belo Horizonte;MG;Brasil;30150904;;;31;32794467;;31;32795709;L-RI-FCA@vli-logistica.com.br
00.924.429/0001-75;2020-01-01;1;95642;FERROVIA CENTRO-ATLANTICA S.A.;Endereço para Correspondência;Rua Sapucaí;383;Floresta;Belo Horizonte;MG;Brasil;30150904;;;31;32794467;;31;32795709;L-RI-FCA@vli-logistica.com.br
00.938.574/0001-05;2020-01-01;1;93817;CONC RIO-TERESOPOLIS S.A.;Endereço da Sede;Rod. Stos Dumont (BR-116/RJ)-Pça Pedágio Engº Pierre Berman;S/nº - KM133,5;Bongaba;Magé;RJ;Brasil;25930530;;;021;27778300;;021;27778420;cmenezes@crt.com.br
00.938.574/0001-05;2020-01-01;1;93817;CONC RIO-TERESOPOLIS S.A.;Endereço para Correspondência;Rod. Stos Dumont (BR-116/RJ)-Pça Pedágio Engº Pierre Berman;S/nº - KM133,5;Bongaba;Magé;RJ;Brasil;25930530;;;021;27778300;;021;27778420;cmenezes@crt.com.br
00.974.211/0001-25;2020-01-01;1;93331;Linha Amarela S.A. - LAMSA;Endereço da Sede;Av. Governador Carlos Lacerda, s/n;s/n;Agua Santa;Rio de Janeiro;RJ;Brasil;20745150;;;021;22111300;;021;22111300;DRI@lamsa.com.br
00.974.211/0001-25;2020-01-01;1;93331;Linha Amarela S.A. - LAMSA;Endereço para Correspondência;Avenida Almirante Barroso, 52;sl 801, 3001 e 3002;Centro;Rio de Janeiro;RJ;Brasil;20031000;;;021;22111300;;021;22111300;DRI@lamsa.com.br
00.979.969/0001-56;2020-01-01;1;92663;CAIXA ADM DIV PUB ESTADUAL SA;Endereço da Sede;Av. Mauá, 1155;Conj. 502 A;Centro;Porto Alegre;RS;Brasil;90030080;;;51;32145133;;51;32145135;carlosp@sefaz.rs.gov.br
00.979.969/0001-56;2020-01-01;1;92663;CAIXA ADM DIV PUB ESTADUAL SA;Endereço para Correspondência;Av. Mauá, 1155;Conj. 502 A;Centro;Porto Alegre;RS;Brasil;90030080;;;51;32145124;;51;999333078;luismg@sefaz.rs.gov.br
01.027.058/0001-91;2020-01-01;1;90608;CIELO S.A.;Endereço da Sede;Alameda Xingu;512;Alphaville;Barueri;SP;Brasil;06455030;;;11;21847600;;11;21847799;ri@cielo.com.br
01.027.058/0001-91;2020-01-01;1;90608;CIELO S.A.;Endereço para Correspondência;Alameda Xingu;512;Alphaville;Barueri;SP;Brasil;06455030;;;11;21847600;;11;21847799;ri@cielo.com.br
01.083.200/0001-18;2020-01-01;2;91278;NEOENERGIA S.A.;Endereço da Sede;Praia do Flamengo, 78;3º andar;Flamengo;Rio de Janeiro;RJ;Brasil;22210030;;;21;32359828;;21;32359876;ri@neoenergia.com
01.083.200/0001-18;2020-01-01;2;91278;NEOENERGIA S.A.;Endereço para Correspondência;Praia do Flamengo, 78;3º andar;Flamengo;Rio de Janeiro;RJ;Brasil;22210030;;;21;32359828;;21;32359876;ri@neoenergia.com
01.104.937/0001-70;2020-01-01;2;94773;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Endereço da Sede;AV. PRESIDENTE VARGAS 409;17 ANDAR;CENTRO;Rio de Janeiro;RJ;Brasil;20071003;;;21;25145557;;21;25145562;jjteles@eletrobraspar.com
01.104.937/0001-70;2020-01-01;2;94773;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Endereço para Correspondência;AV. PRESIDENTE VARGAS 409;17 ANDAR;CENTRO;Rio de Janeiro;RJ;Brasil;20071003;;;21;25145557;;21;25145562;diretoria.investidores@eletrobraspar.com.br
01.107.327/0001-20;2020-01-01;1;90897;BBM Logística S.A.;Endereço da Sede;Alameda Bom Pastor;n° 2.216;Barro Preto;São José dos Pinhais;PR;Brasil;83015810;;;41;21690055;;;;ri@bbmlogistica.com.br
01.107.327/0001-20;2020-01-01;1;90897;BBM Logística S.A.;Endereço para Correspondência;Alameda Bom Pastor;n° 2.216;Barro Preto;São José dos Pinhais;PR;Brasil;83015810;;;41;21690055;;;;ri@bbmlogistica.com.br
01.258.944/0001-26;2020-01-01;1;95564;FERROVIA SUL-ATLANTICO S.A.;Endereço da Sede;Rua Emílio Bertolini;100;Cajuru;Curitiba;PR;Brasil;82920030;;;41;21417555;;41;21416566;ir@all-logistica.com
01.258.944/0001-26;2020-01-01;1;95564;FERROVIA SUL-ATLANTICO S.A.;Endereço para Correspondência;Rua Emílio Bertolini;100;Cajuru;Curitiba;PR;Brasil;82920030;;;41;21417555;;41;33656566;ir@all-logistica.com
01.319.044/0001-41;2020-01-01;2;95349;WTC AMAZONAS SUITE HOTEL S.A.;Endereço da Sede;RUA ESTADOS UNIDOS, Nº 1093;SALA 10;JARDIM AMERICA;São Paulo;SP;Brasil;01427001;;;11;33455035;;11;55065446;intercorpconsultoria@uol.com.br
01.319.044/0001-41;2020-01-01;2;95349;WTC AMAZONAS SUITE HOTEL S.A.;Endereço para Correspondência;RUA ESTADOS UNIDOS, Nº 1093;SALA 10;JARDIM AMERICA;São Paulo;SP;Brasil;01427001;;;11;33455035;;11;55065446;intercorpconsultoria@uol.com.br
01.417.222/0001-77;2020-01-01;2;92905;MRS LOGISTICA S.A.;Endereço da Sede;Praia de Botafogo, 228;Sala 1201 E;Botafogo;Rio de Janeiro;RJ;Brasil;22250906;;;021;25594601;;021;25522635;financeiro.ri@mrs.com.br
01.417.222/0001-77;2020-01-01;2;92905;MRS LOGISTICA S.A.;Endereço para Correspondência;Praia de Botafogo, 228;Sala 1201 E;Botafogo;Rio de Janeiro;RJ;Brasil;22250906;;;021;25594601;;021;25522635;financeiro.ri@mrs.com.br
01.543.032/0001-04;2020-01-01;1;97106;CELG DISTRIBUICAO S.A. - CELG D;Endereço da Sede;Rua 2, Quadra A-37, nº 505;Ed. Gileno Godói;Jardim Goiás;Goiânia;GO;Brasil;74805180;;;11;21957048;;11;21957048;brasil.investorrelations@enel.com
01.543.032/0001-04;2020-01-01;1;97106;CELG DISTRIBUICAO S.A. - CELG D;Endereço para Correspondência;Rua 2, Quadra A-37, nº 505;Ed. Gileno Godói;Jardim Goiás;Goiânia;GO;Brasil;74805180;;;11;21957048;;11;21957048;brasil.investorrelations@enel.com
01.545.826/0001-07;2020-01-01;1;91350;GAFISA S.A.;Endereço da Sede;Av. Pres. Juscelino Kubitschek, 1830, conjunto comercial 32;3º andar, Bloco 2;Itaim Bibi;São Paulo;SP;Brasil;04543900;;;11;30259474;;11;30259348;ri@gafisa.com.br
01.545.826/0001-07;2020-01-01;1;91350;GAFISA S.A.;Endereço para Correspondência;Av. Pres. Juscelino Kubitschek, 1830, conjunto comercial 32;3º andar, Bloco 2;Itaim Bibi;São Paulo;SP;Brasil;04543900;;;11;30259474;;11;30259348;ri@gafisa.com.br
01.547.749/0001-16;2020-01-01;2;96463;521 PARTICIPACOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL;Endereço da Sede;Rua da Assembleia, nº 10, 37º andar;3701;Centro;Rio de Janeiro;RJ;Brasil;20011901;;;21;21285543;;21;21285501;eximia@eximiacapital.com
01.547.749/0001-16;2020-01-01;2;96463;521 PARTICIPACOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL;Endereço para Correspondência;Rua da Assembleia, nº 10, 37º andar;3701;Centro;Rio de Janeiro;RJ;Brasil;20011901;;;21;21285543;;21;21285501;eximia@eximiacapital.com
01.548.981/0001-79;2020-01-01;3;97953;INVESTIMENTOS BEMGE S.A.;Endereço da Sede;Praça Alfredo Egydio de Souza Aranha, 100, Torre Conceição;7º andar;Parque Jabaquara;São Paulo;SP;Brasil;04344902;;;11;27943547;;11;50198717;relacionamento.reguladores@itau-unibanco.com.br
01.548.981/0001-79;2020-01-01;3;97953;INVESTIMENTOS BEMGE S.A.;Endereço para Correspondência;Av. Eng. Armando de Arruda Pereira, 707, T. Eudoro Villela;Térreo;Parque Jabaquara;São Paulo;SP;Brasil;04344902;;;11;27943547;;11;50198717;relacionamento.reguladores@itau-unibanco.com.br
01.599.101/0001-93;2020-01-01;3;97522;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Endereço da Sede;Avenida Isaltino Victor de Moraes, 437, Térreo;Módulo D, Bloco 100;Vila Bonfim;Embu das Artes;SP;Brasil;06806400;;;11;43918800;;;;ri@sequoialog.com.br
01.599.101/0001-93;2020-01-01;3;97522;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Endereço para Correspondência;Avenida Isaltino Victor de Moraes, 437, Térreo;Módulo D, Bloco 100;Vila Bonfim;Embu das Artes;SP;Brasil;06806400;;;11;43918800;;;;ri@sequoialog.com.br
01.616.929/0001-02;2020-01-01;3;93203;SANEAMENTO DE GOIAS SA;Endereço da Sede;Av. Fued José Sebba, nº 1245;Ed. Sede;Jardim Goiás;Goiânia;GO;Brasil;74805100;;;062;32433166;;062;32433552;ri@saneago.com.br
01.616.929/0001-02;2020-01-01;3;93203;SANEAMENTO DE GOIAS SA;Endereço para Correspondência;Av. Fued José Sebba, nº 1245;Ed. Sede;Jardim Goiás;Goiânia;GO;Brasil;74805100;;;062;32433166;;062;32433166;ri@saneago.com.br
01.838.723/0001-27;2020-01-01;1;95241;BRF S.A.;Endereço da Sede;Av. Jorge Tzachel, 475;--;Fazenda;Itajaí;SC;Brasil;88301600;;;5511;23225717;;5511;23225747;acoesRI@brf-br.com
01.838.723/0001-27;2020-01-01;1;95241;BRF S.A.;Endereço para Correspondência;Av. das Nações Unidas, N° 8501;1 andar;Pinheiros;São Paulo;SP;Brasil;05425070;;;5511;23225377;;5511;23225747;acoesRI@brf-br.com
01.851.771/0001-55;2020-01-01;2;95801;524 PARTICIPACOES S.A.;Endereço da Sede;Av. Presidente Wilson, nº 231;28º andar (pte);Centro;Rio de Janeiro;RJ;Brasil;20030021;;;21;38043700;;21;38043480;gar@opportunity.com.br
01.851.771/0001-55;2020-01-01;2;95801;524 PARTICIPACOES S.A.;Endereço para Correspondência;Av. Presidente Wilson, nº 231;28º andar (pte);Centro;Rio de Janeiro;RJ;Brasil;20030021;;;21;38043700;;21;38043480;gar@opportunity.com.br
01.858.774/0001-10;2020-01-01;1;90786;BV LEASING - ARRENDAMENTO MERCANTIL S.A.;Endereço da Sede;Avenida das Nações Unidas, 14.171;Torre A - 12º andar;Vila Gertrudes;São Paulo;SP;Brasil;04797000;;;11;51711000;;11;51711944;ri-bancovotorantim@bancovotorantim.com.br
01.858.774/0001-10;2020-01-01;1;90786;BV LEASING - ARRENDAMENTO MERCANTIL S.A.;Endereço para Correspondência;Avenida das Nações Unidas, 14.171;Torre A - 12º andar;Vila Gertrudes;São Paulo;SP;Brasil;04797000;;;11;51711000;;11;51711944;ri@bv.com.br
01.896.779/0001-38;2020-01-01;2;96518;CSU CARDSYSTEM S.A.;Endereço da Sede;Rua Piauí;136;Nova Aldeinha;Barueri;SP;Brasil;06440182;;;11;26278500;;11;26278893;ri@csu.com.br
01.896.779/0001-38;2020-01-01;2;96518;CSU CARDSYSTEM S.A.;Endereço para Correspondência;Avenida Brigadeiro Faria Lima;1.306;Pinheiros;São Paulo;SP;Brasil;01451914;;;11;30303700;;11;38193991;ri@csu.com.br
01.917.818/0001-36;2020-01-01;3;99302;LIGHT ENERGIA S.A.;Endereço da Sede;Av.Marechal Floriano;168;Centro;Rio de Janeiro;RJ;Brasil;20080002;;;21;22112828;;21;22919207;ri@light.com.br
01.917.818/0001-36;2020-01-01;3;99302;LIGHT ENERGIA S.A.;Endereço para Correspondência;Av.Marechal Floriano;168;Centro;Rio de Janeiro;RJ;Brasil;20080002;;;21;22112828;;00;0000000000;ri@light.com.br
01.938.783/0001-11;2020-01-01;1;91403;CIA PARTICIPACOES ALIANCA DA BAHIA;Endereço da Sede;Rua Pinto Martins, 11;9º andar;Comércio;Salvador;BA;Brasil;40015020;;;71;36161013;;71;36161016;aliancaparticipacoes@alba.com.br
01.938.783/0001-11;2020-01-01;1;91403;CIA PARTICIPACOES ALIANCA DA BAHIA;Endereço para Correspondência;Rua Pinto Martins, 11;9º andar;Comércio;Salvador;BA;Brasil;40015020;;;71;36161013;;71;36161016;aliancaparticipacoes@alba.com.br
01.957.772/0001-89;2020-01-01;1;96453;SUL 116 PARTICIPACOES S.A.;Endereço da Sede;Avenida Rio Branco, nº 311;Sala 523 (parte);Centro;Rio de Janeiro;RJ;Brasil;20040903;;;021;21967200;;021;21967201;alberto.guth@angrapartners.com.br
01.957.772/0001-89;2020-01-01;1;96453;SUL 116 PARTICIPACOES S.A.;Endereço para Correspondência;Avenida Rio Branco, nº 311;Sala 523 (parte);Centro;Rio de Janeiro;RJ;Brasil;20040903;;;021;21967200;;021;21967201;alberto.guth@angrapartners.com.br
01.971.614/0001-83;2020-01-01;1;90652;EMPRESA NAC COM REDITO PART S.A.ENCORPAR;Endereço da Sede;RUA AIMORES;981;FUNCIONÁRIOS;Belo Horizonte;MG;Brasil;30140071;;;031;21299877;;31;21299877;joao.bomfim@coteminas.com.br
01.971.614/0001-83;2020-01-01;1;90652;EMPRESA NAC COM REDITO PART S.A.ENCORPAR;Endereço para Correspondência;Avenida Paulista, 1754;2° sobreloja;Cerqueira Cesar;São Paulo;SP;Brasil;01310920;;;11;21454424;;11;21454474;joao.bomfim@coteminas.com.br
01.989.044/0001-59;2020-01-01;2;95327;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Endereço da Sede;RUA ESTADOS UNIDOS, Nº 1093;SALA 9;JARDIM AMERICA;São Paulo;SP;Brasil;01427001;;;11;33455035;;11;55065446;intercorpconsultoria@uol.com.br
01.989.044/0001-59;2020-01-01;2;95327;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Endereço para Correspondência;RUA ESTADOS UNIDOS, Nº 1093;SALA 9;JARDIM AMERICA;São Paulo;SP;Brasil;01427001;;;11;33455035;;11;55065446;intercorpconsultoria@uol.com.br
02.016.440/0001-62;2020-01-01;1;90732;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Endereço da Sede;Avenida São Borja, nº 2.801;;Bairro Fazenda;São Leopoldo;RS;Brasil;93032525;;;019;37568458;;;;ri@cpfl.com.br
02.016.440/0001-62;2020-01-01;1;90732;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Endereço para Correspondência;Rua Jorge de Figueiredo Corrêa,1632;Parte;Jd. Prof° Tarcília;Campinas;SP;Brasil;13087397;;;019;37568458;;;;ri@cpfl.com.br
02.062.747/0001-08;2020-01-01;2;95803;SUDESTE S.A.;Endereço da Sede;Av. Presidente Wilson, nº 231;28º andar (parte);Centro;Rio de Janeiro;RJ;Brasil;20030021;;;21;38043700;;21;38043480;gar@opportunity.com.br.
02.062.747/0001-08;2020-01-01;2;95803;SUDESTE S.A.;Endereço para Correspondência;Av. Presidente Wilson, nº 231;28º andar (parte);Centro;Rio de Janeiro;RJ;Brasil;20030021;;;21;38043700;;21;38043480;gar@opportunity.com.br
02.084.220/0001-76;2020-01-01;1;96635;NUMERAL 80 PARTICIPAÇÕES S.A.;Endereço da Sede;Rua Dr. Eduardo de Souza Aranha, nº 387, 2º andar;cjto. 22 (parte);Vila Nova Conceição;São Paulo;SP;Brasil;04543121;;;11;32793279;;11;32793242;dri@santosbrasil.com.br
02.084.220/0001-76;2020-01-01;1;96635;NUMERAL 80 PARTICIPAÇÕES S.A.;Endereço para Correspondência;Rua Dr. Eduardo de Souza Aranha, nº 387, 2º andar;cjto. 22 (parte);Vila Nova Conceição;São Paulo;SP;Brasil;04543121;;;11;32793279;;11;32793242;dri@santosbrasil.com.br
