CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Canal_Divulgacao;Sigla_UF
00.389.481/0001-79;2021-01-01;3;109663;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;https://valor.com.br/valor-ri (nacional);BR
00.416.968/0001-01;2021-01-01;1;105603;BANCO INTER S.A.;Diário Oficial do Estado de Minas Gerais;MG
00.416.968/0001-01;2021-01-01;1;105603;BANCO INTER S.A.;Jornal do Estado de Minas;MG
00.416.968/0001-01;2021-01-01;1;105603;BANCO INTER S.A.;Portal online - "Neo1" - http://www.portalneo1.net/;BR
00.545.378/0001-70;2021-01-01;2;103664;SERRA AZUL WATER PARK SA;Diário Comércio & Indústria;SP
00.545.378/0001-70;2021-01-01;2;103664;SERRA AZUL WATER PARK SA;Diário Oficial do Estado;SP
00.622.416/0001-41;2021-01-01;2;113325;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Diário Oficial do Estado;SC
00.622.416/0001-41;2021-01-01;2;113325;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Notícias do Dia;SC
00.644.907/0001-93;2021-01-01;4;112332;INVESTCO S.A.;Valor Econômico (Edição Nacional);TO
00.743.065/0001-27;2021-01-01;2;104819;LITEL PARTICIPACOES S.A.;Diário Oficial do Estado;RJ
00.743.065/0001-27;2021-01-01;2;104819;LITEL PARTICIPACOES S.A.;Monitor Mercantil;RJ
00.776.574/0001-56;2021-01-01;3;113211;AMERICANAS S.A.;Valor Econômico;SP
00.864.214/0001-06;2021-01-01;5;111654;ENERGISA S.A.;Diário do Comércio;MG
00.864.214/0001-06;2021-01-01;5;111654;ENERGISA S.A.;https://ri.energisa.com.br/;MG
00.864.214/0001-06;2021-01-01;5;111654;ENERGISA S.A.;https://www.rad.cvm.gov.br/ENET/frmConsultaExternaCVM.aspx;RJ
00.897.864/0001-58;2021-01-01;2;104407;SANTA CATARINA PART INVEST SA;Notícias do Dia;SC
00.924.429/0001-75;2021-01-01;1;100244;FERROVIA CENTRO-ATLANTICA S.A.;Diário do Comércio (Belo Horizonte);MG
00.924.429/0001-75;2021-01-01;1;100244;FERROVIA CENTRO-ATLANTICA S.A.;Diário Oficial do Estado de Minas Gerais;MG
00.938.574/0001-05;2021-01-01;1;105312;CONC RIO-TERESOPOLIS S.A.;Diário Oficial do Estado;RJ
00.938.574/0001-05;2021-01-01;1;105312;CONC RIO-TERESOPOLIS S.A.;Valor Econômico (Edição Nacional);RJ
00.974.211/0001-25;2021-01-01;5;104707;Linha Amarela S.A. - LAMSA;DOERJ;RJ
00.974.211/0001-25;2021-01-01;5;104707;Linha Amarela S.A. - LAMSA;Valor Econômico RJ;RJ
00.979.969/0001-56;2021-01-01;1;99585;CAIXA ADM DIV PUB ESTADUAL SA;Diário Oficial;RS
00.979.969/0001-56;2021-01-01;1;99585;CAIXA ADM DIV PUB ESTADUAL SA;Jornal do Commercio;RS
01.027.058/0001-91;2021-01-01;1;99670;CIELO S.A.;Diário Oficial do Estado;SP
01.027.058/0001-91;2021-01-01;1;99670;CIELO S.A.;Valor Econômico;SP
01.083.200/0001-18;2021-01-01;3;103314;NEOENERGIA S.A.;Valor Econômico;SP
01.104.937/0001-70;2021-01-01;1;104805;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Diario Oficial do Estado;RJ
01.104.937/0001-70;2021-01-01;1;104805;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Valor Econômico;RJ
01.107.327/0001-20;2021-01-01;1;103057;BBM Logística S.A.;Diário Oficial do Estado do Paraná;PR
01.107.327/0001-20;2021-01-01;1;103057;BBM Logística S.A.;JORNAL METRÓPOLE;PR
01.107.327/0001-20;2021-01-01;1;103057;BBM Logística S.A.;Portal NEO1;PR
01.258.944/0001-26;2021-01-01;2;106622;FERROVIA SUL-ATLANTICO S.A.;Bem Paraná - Curitiba;PR
01.258.944/0001-26;2021-01-01;2;106622;FERROVIA SUL-ATLANTICO S.A.;Diário Oficial do Estado;PR
01.319.044/0001-41;2021-01-01;2;103882;WTC AMAZONAS SUITE HOTEL S.A.;Diario de Notícias de São Paulo;SP
01.319.044/0001-41;2021-01-01;2;103882;WTC AMAZONAS SUITE HOTEL S.A.;Diário Oficial do Estado de São Paulo;SP
01.417.222/0001-77;2021-01-01;3;109072;MRS LOGISTICA S.A.;Diário do Acionista;RJ
01.417.222/0001-77;2021-01-01;3;109072;MRS LOGISTICA S.A.;Diário Oficial do Rio de Janeiro;RJ
01.468.594/0001-22;2021-01-01;2;102718;LG Informática S.A.;Diário Oficial do Estado de Goiás (DOEG);GO
01.468.594/0001-22;2021-01-01;2;102718;LG Informática S.A.;http://www.portalneo1.net/;SP
01.468.594/0001-22;2021-01-01;2;102718;LG Informática S.A.;Jornal "O Hoje";GO
01.543.032/0001-04;2021-01-01;2;104974;CELG DISTRIBUICAO S.A. - CELG D;Diário Oficial do Estado;GO
01.543.032/0001-04;2021-01-01;2;104974;CELG DISTRIBUICAO S.A. - CELG D;https://valor.globo.com/valor-ri/;GO
01.543.032/0001-04;2021-01-01;2;104974;CELG DISTRIBUICAO S.A. - CELG D;O Popular (Goiânia);GO
01.545.826/0001-07;2021-01-01;1;105591;GAFISA S.A.;Estado de São Paulo;SP
01.545.826/0001-07;2021-01-01;1;105591;GAFISA S.A.;Valor Econômico (Edição Nacional);SP
01.547.749/0001-16;2021-01-01;1;104822;521 PARTICIPACOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL;Diário Comercial;RJ
01.547.749/0001-16;2021-01-01;1;104822;521 PARTICIPACOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL;Diário Oficial do Estado;RJ
01.548.981/0001-79;2021-01-01;2;100986;INVESTIMENTOS BEMGE S.A.;Diário Oficial do Estado;SP
01.548.981/0001-79;2021-01-01;2;100986;INVESTIMENTOS BEMGE S.A.;O Estado de São Paulo;SP
01.548.981/0001-79;2021-01-01;2;100986;INVESTIMENTOS BEMGE S.A.;www.rededivulgacao.com.br;SP
01.599.101/0001-93;2021-01-01;5;112631;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Diário Oficial do Estado de São Paulo;SP
01.599.101/0001-93;2021-01-01;5;112631;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;https://www.portalneo1.net;BR
01.599.101/0001-93;2021-01-01;5;112631;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Jornal o Dia SP;SP
01.616.929/0001-02;2021-01-01;3;109503;SANEAMENTO DE GOIAS SA;O Popular;GO
01.616.929/0001-02;2021-01-01;3;109503;SANEAMENTO DE GOIAS SA;O Popular;GO
01.616.929/0001-02;2021-01-01;3;109503;SANEAMENTO DE GOIAS SA;O Popular;GO
01.616.929/0001-02;2021-01-01;3;109503;SANEAMENTO DE GOIAS SA;O Popular;GO
01.838.723/0001-27;2021-01-01;1;106185;BRF S.A.;Diário Oficial de Santa Catarina;SC
01.838.723/0001-27;2021-01-01;1;106185;BRF S.A.;http://www.prnewswire.com/;SP
01.838.723/0001-27;2021-01-01;1;106185;BRF S.A.;http://www.valor.com.br/valor-ri;SP
01.838.723/0001-27;2021-01-01;1;106185;BRF S.A.;Valor Econômico;SP
01.851.771/0001-55;2021-01-01;2;109111;524 PARTICIPACOES S.A.;Diário do Acionista;RJ
01.851.771/0001-55;2021-01-01;2;109111;524 PARTICIPACOES S.A.;Diario Oficial do Estado;RJ
01.896.779/0001-38;2021-01-01;1;104897;CSU CARDSYSTEM S.A.;Site Valor RI - http://www.valor.com.br/valor-ri;BR
01.896.779/0001-38;2021-01-01;1;104897;CSU CARDSYSTEM S.A.;Valor Econômico;SP
01.917.818/0001-36;2021-01-01;5;113186;LIGHT ENERGIA S.A.;Jornal Diário Comercial;RJ
01.917.818/0001-36;2021-01-01;5;113186;LIGHT ENERGIA S.A.;Portal NEO1 - www.portalneo1.net;RJ
01.917.818/0001-36;2021-01-01;5;113186;LIGHT ENERGIA S.A.;Website CVM - www.cvm.gov.br;RJ
01.917.818/0001-36;2021-01-01;5;113186;LIGHT ENERGIA S.A.;Website Diário Comercial - www.diariocomercial.com.br;RJ
01.917.818/0001-36;2021-01-01;5;113186;LIGHT ENERGIA S.A.;Website Light - www.light.com.br/ri;RJ
01.938.783/0001-11;2021-01-01;8;114164;CIA PARTICIPACOES ALIANCA DA BAHIA;JORNAL A TARDE;BA
01.957.772/0001-89;2021-01-01;2;113560;SUL 116 PARTICIPACOES S.A.;Diário Comercial;RJ
01.957.772/0001-89;2021-01-01;2;113560;SUL 116 PARTICIPACOES S.A.;Diário Oficial do Estado;RJ
01.971.614/0001-83;2021-01-01;3;114320;EMPRESA NAC COM REDITO PART S.A.ENCORPAR;DIÁRIO DO COMÉRCIO - BH;MG
01.989.044/0001-59;2021-01-01;2;103926;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Diario de Notícias de São Paulo;SP
01.989.044/0001-59;2021-01-01;2;103926;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Diário Oficial do Estado de São Paulo;SP
02.016.440/0001-62;2021-01-01;3;105836;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Diário Oficial do Estado do Rio Grande do Sul;RS
02.016.440/0001-62;2021-01-01;3;105836;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Jornal do Comércio;RS
02.016.440/0001-62;2021-01-01;3;105836;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;www.cpfl.com.br/ri;SP
02.016.440/0001-62;2021-01-01;3;105836;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;www.valor.com.br/valor-ri;SP
02.062.747/0001-08;2021-01-01;2;109118;SUDESTE S.A.;Diário do Acionista;RJ
02.062.747/0001-08;2021-01-01;2;109118;SUDESTE S.A.;Diário Oficial do Estado do Rio de Janeiro;RJ
02.105.040/0001-23;2021-01-01;2;106106;VIRGO II COMPANHIA DE SECURITIZACAO;Diário Oficial do Estado de São Paulo;SP
02.105.040/0001-23;2021-01-01;2;106106;VIRGO II COMPANHIA DE SECURITIZACAO;http://www.valor.com.br/valor-ri;SP
02.105.040/0001-23;2021-01-01;2;106106;VIRGO II COMPANHIA DE SECURITIZACAO;Jornal o Dia SP;SP
02.117.801/0001-67;2021-01-01;3;116822;BONAIRE PARTICIPACOES S.A. - EM LIQUIDAÇÃO;Diario Oficial do Estado do Rio de Janeiro;RJ
02.117.801/0001-67;2021-01-01;3;116822;BONAIRE PARTICIPACOES S.A. - EM LIQUIDAÇÃO;Monitor Mercantil;RJ
02.149.205/0001-69;2021-01-01;3;103458;PORTO SEGURO S.A.;Diário Oficial do Estado;SP
02.149.205/0001-69;2021-01-01;3;103458;PORTO SEGURO S.A.;O Estado de São Paulo;SP
02.149.205/0001-69;2021-01-01;3;103458;PORTO SEGURO S.A.;Portal de Notícias do Jornal "O Estado de São Paulo";SP
02.162.616/0001-94;2021-01-01;2;104825;UPTICK PARTICIPACOES S.A.;Diário Oficial do Estado;RJ
02.162.616/0001-94;2021-01-01;2;104825;UPTICK PARTICIPACOES S.A.;Monitor Mercantil;RJ
02.193.750/0001-52;2021-01-01;6;113927;DEXXOS PARTICIPAÇÕES S.A.;Jornal Corporativo;RJ
02.201.787/0001-85;2021-01-01;1;105187;CEL PARTICIPAÇÕES S.A. - CELPAR;Diario Oficial;RJ
02.201.787/0001-85;2021-01-01;1;105187;CEL PARTICIPAÇÕES S.A. - CELPAR;Jornal diário do acionista;RJ
02.201.787/0001-85;2021-01-01;1;105187;CEL PARTICIPAÇÕES S.A. - CELPAR;Jornal diário do acionista;RJ
02.217.319/0001-07;2021-01-01;4;107279;YBYRÁ S.A.;Diário do Acionista;RJ
02.217.319/0001-07;2021-01-01;4;107279;YBYRÁ S.A.;Diário Oficial do Estado do Rio de Janeiro;RJ
02.221.531/0001-30;2021-01-01;2;110504;RDN CONCESSÕES E PARTICIPAÇÕES S.A.;Diário Oficial do Paraná;PR
02.221.531/0001-30;2021-01-01;2;110504;RDN CONCESSÕES E PARTICIPAÇÕES S.A.;Jornal da Manhã;PR
02.255.187/0001-08;2021-01-01;4;112621;Unifique Telecomunicações S.A.;http://ri.unifique.com.br;SC
02.255.187/0001-08;2021-01-01;4;112621;Unifique Telecomunicações S.A.;https://ndmais.com.br/;SC
02.255.187/0001-08;2021-01-01;4;112621;Unifique Telecomunicações S.A.;Notícias do Dia;SC
02.258.422/0001-97;2021-01-01;2;108678;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Diário Oficial do Estado do Paraná;PR
02.258.422/0001-97;2021-01-01;2;108678;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Jornal Bem Paraná;PR
02.258.422/0001-97;2021-01-01;2;108678;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Valor Econômico;SP
02.281.836/0001-37;2021-01-01;3;113583;TRANSNORDESTINA LOGISTICA SA;Diario Oficial do Estado;CE
02.281.836/0001-37;2021-01-01;3;113583;TRANSNORDESTINA LOGISTICA SA;O Povo;CE
02.286.479/0001-08;2021-01-01;5;112182;Localiza Fleet S.A.;Jornal Diário do Comércio;MG
02.286.479/0001-08;2021-01-01;5;112182;Localiza Fleet S.A.;Portal online - Neo1 - www.portalneo1.net;MG
02.291.077/0001-93;2021-01-01;2;106192;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Diário Oficial do Estado;RJ
02.291.077/0001-93;2021-01-01;2;106192;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Monitor Mercantil;RJ
02.302.100/0001-06;2021-01-01;6;112294;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Valor Econômico;SP
02.302.101/0001-42;2021-01-01;2;104748;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Diário Oficial do Estado de Sao Paulo;SP
02.302.101/0001-42;2021-01-01;2;104748;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Folha de São Paulo;SP
02.318.346/0001-68;2021-01-01;4;110431;OPPORTUNITY ENERGIA E PARTICIPACOES S.A. - EM LIQUIDAÇÃO;Diario Oficial do Estado;RJ
02.318.346/0001-68;2021-01-01;4;110431;OPPORTUNITY ENERGIA E PARTICIPACOES S.A. - EM LIQUIDAÇÃO;Diario Oficial do Estado;RJ
02.328.280/0001-97;2021-01-01;5;108276;ELEKTRO REDES S.A.;Diário Oficial do Estado de São Paulo;SP
02.328.280/0001-97;2021-01-01;5;108276;ELEKTRO REDES S.A.;Valor Econômico;SP
02.338.534/0001-58;2021-01-01;2;111500;LONGDIS S.A.;Diário Comercial do Estado;SP
02.338.534/0001-58;2021-01-01;2;111500;LONGDIS S.A.;Diário Oficial do Estado;SP
02.351.144/0001-18;2021-01-01;1;100245;TEGMA GESTAO LOGISTICA S.A.;Valor Econômico;SP
02.351.877/0001-52;2021-01-01;1;103280;LOCAWEB SERVIÇOS DE INTERNET S.A.;Diário Oficial do Estado de Sao Paulo;SP
02.351.877/0001-52;2021-01-01;1;103280;LOCAWEB SERVIÇOS DE INTERNET S.A.;Valor Econômico;SP
02.357.251/0001-53;2021-01-01;1;104899;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Diário Oficial da Indústria e Comércio Porto Alegre;RS
02.357.251/0001-53;2021-01-01;1;104899;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Diário Oficial da União;RS
02.357.251/0001-53;2021-01-01;1;104899;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Jorrnal Diário da Manhã (Pelotas);RS
02.365.069/0001-44;2021-01-01;4;106263;PADTEC HOLDING S.A.;Diário Oficial do Estado de Sao Paulo;SP
02.365.069/0001-44;2021-01-01;4;106263;PADTEC HOLDING S.A.;Monitor Mercantil;SP
02.365.069/0001-44;2021-01-01;4;106263;PADTEC HOLDING S.A.;Portal Monitor Mercantil;SP
02.382.073/0001-10;2021-01-01;1;104802;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Diário Comercial;RJ
02.382.073/0001-10;2021-01-01;1;104802;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Diário Oficial do Estado do Rio de Janeiro;RJ
02.382.073/0001-10;2021-01-01;1;104802;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;https://www.rededivulgacao.com.br/noticias-corporativas/;SP
02.387.241/0001-60;2021-01-01;1;105889;RUMO S.A.;Diário Oficial do Estado do Paraná/PR - Jornal Bem Paraná/PR;PR
02.397.080/0001-96;2021-01-01;4;108469;ITAPEBI GERACAO DE ENERGIA S.A.;Diário Oficial do Estado;RJ
02.397.080/0001-96;2021-01-01;4;108469;ITAPEBI GERACAO DE ENERGIA S.A.;Valor Econômico;SP
02.415.408/0001-50;2021-01-01;1;104742;CONC ROD.OESTE SP VIAOESTE S.A;Diário da Região de Osasco;SP
02.415.408/0001-50;2021-01-01;1;104742;CONC ROD.OESTE SP VIAOESTE S.A;Diário Oficial do Estado;SP
02.421.421/0001-11;2021-01-01;3;111638;TIM S.A.;http://economia.estadao.com.br/fatos-relevantes/;SP
02.421.421/0001-11;2021-01-01;3;111638;TIM S.A.;Valor Econômico;SP
02.429.144/0001-93;2021-01-01;1;104844;CPFL ENERGIA S.A.;Valor Econômico;SP
02.429.144/0001-93;2021-01-01;1;104844;CPFL ENERGIA S.A.;www.cpfl.com.br/ri;SP
02.429.144/0001-93;2021-01-01;1;104844;CPFL ENERGIA S.A.;www.valor.com.br/valor-ri;SP
02.451.848/0001-62;2021-01-01;2;114566;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;Diário Oficial do Estado de São Paulo;SP
02.451.848/0001-62;2021-01-01;2;114566;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;Jornal de Jundiaí (Jundiaí);SP
02.465.783/0001-04;2021-01-01;2;114022;FUTURETEL S.A. - EM LIQUIDAÇÃO;Diário Comercial;RJ
02.465.783/0001-04;2021-01-01;2;114022;FUTURETEL S.A. - EM LIQUIDAÇÃO;Diário Oficial do Estado;RJ
02.474.103/0001-19;2021-01-01;1;99703;ENGIE BRASIL ENERGIA S.A.;Diário Oficial do Estado;SC
02.474.103/0001-19;2021-01-01;1;99703;ENGIE BRASIL ENERGIA S.A.;http://www.rededivulgacao.com.br;SP
02.474.103/0001-19;2021-01-01;1;99703;ENGIE BRASIL ENERGIA S.A.;Notícias do Dia;SC
02.502.844/0001-66;2021-01-01;1;105899;RUMO MALHA PAULISTA S.A.;Diário Oficial do Estado de São Paulo (SP);SP
02.502.844/0001-66;2021-01-01;1;105899;RUMO MALHA PAULISTA S.A.;O Dia SP;SP
02.509.186/0001-34;2021-01-01;1;103231;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;Diário Oficial do Estado de Sao Paulo;SP
02.509.186/0001-34;2021-01-01;1;103231;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;Folha de São Paulo - Caderno Interior;SP
02.509.491/0001-26;2021-01-01;2;112474;CONC ECOVIAS IMIGRANTES S.A.;Diário do Grande ABC (Região do ABC);SP
02.558.157/0001-62;2021-01-01;2;110771;TELEFÔNICA BRASIL S.A;www.valor.com.br/valor-ri;SP
02.558.157/0001-62;2021-01-01;2;110771;TELEFÔNICA BRASIL S.A;www.valor.com.br/valor-ri;SP
02.560.878/0001-07;2021-01-01;2;110708;HOSPITAL ANCHIETA S.A.;https://www.hospitalanchieta.com.br/;DF
02.560.878/0001-07;2021-01-01;2;110708;HOSPITAL ANCHIETA S.A.;Jornal de Brasília;DF
02.591.787/0001-39;2021-01-01;2;110372;CAPITALPART PARTICIPACOES S.A.;Diário Comercial do Estado;SP
02.591.787/0001-39;2021-01-01;2;110372;CAPITALPART PARTICIPACOES S.A.;Diário Oficial do Estado;SP
02.635.522/0001-95;2021-01-01;3;108381;Jalles Machado S.A.;Diário Oficial do Estado de Goiás;GO
02.635.522/0001-95;2021-01-01;3;108381;Jalles Machado S.A.;Jornal da Manhã;GO
02.635.522/0001-95;2021-01-01;3;108381;Jalles Machado S.A.;Portal Neo - https://www.portalneo1.net/;SP
02.643.896/0001-52;2021-01-01;1;105224;REAL AI PIC SEC DE CREDITOS IMOBILIARIO S.A.;Diário Oficial do Estado;SP
02.643.896/0001-52;2021-01-01;1;105224;REAL AI PIC SEC DE CREDITOS IMOBILIARIO S.A.;Valor Econômico;SP
02.664.042/0001-52;2021-01-01;1;100786;TERMINAL GARAGEM MENEZES CORTES S.A.;WWW.MENEZESCORTES.RIO.BR;RJ
02.664.042/0001-52;2021-01-01;1;100786;TERMINAL GARAGEM MENEZES CORTES S.A.;WWW.TGMC.COM.BR;RJ
02.682.287/0001-02;2021-01-01;2;105641;PAN ARRENDAMENTO MERCANTIL S.A.;Valor Econômico;SP
02.724.983/0001-34;2021-01-01;2;102421;SANESALTO SANEAMENTO S.A.;Diário de Notícias;SP
02.724.983/0001-34;2021-01-01;2;102421;SANESALTO SANEAMENTO S.A.;Diário Oficial da União (Edição Nacional);SP
02.736.470/0001-43;2021-01-01;2;108525;CONFIANZA SECURITIZADORA SA;Diário Oficial do Estado de São Paulo;SP
02.736.470/0001-43;2021-01-01;2;108525;CONFIANZA SECURITIZADORA SA;Gazeta de São Paulo;SP
02.762.113/0001-50;2021-01-01;2;105705;BRAZILIAN FINANCE E REAL ESTATE S.A.;Valor Econômico;SP
02.762.115/0001-49;2021-01-01;2;105987;MMX MINERACAO E METALICOS S.A. - EM RECUPERAÇÃO JUDICIAL;Diário Oficial do Estado;RJ
02.762.115/0001-49;2021-01-01;2;105987;MMX MINERACAO E METALICOS S.A. - EM RECUPERAÇÃO JUDICIAL;Jornal Monitor Mercantil;RJ
02.762.121/0001-04;2021-01-01;2;106699;SANTOS BRASIL PARTICIPACOES S.A.;Valor Econômico;SP
02.762.121/0001-04;2021-01-01;2;106699;SANTOS BRASIL PARTICIPACOES S.A.;www.valor.com.br/fatosrelevantes;SP
02.762.124/0001-30;2021-01-01;1;100722;BETAPART PARTICIPACOES S.A.;Diário do Acionista;RJ
02.762.124/0001-30;2021-01-01;1;100722;BETAPART PARTICIPACOES S.A.;Diário Oficial do Estado do Rio de Janeiro;RJ
02.773.542/0001-22;2021-01-01;2;109187;OPEA SECURITIZADORA S.A.;Diário Oficial do Estado de São Paulo;SP
02.773.542/0001-22;2021-01-01;2;109187;OPEA SECURITIZADORA S.A.;Jornal Valor Econômico;SP
02.783.423/0001-50;2021-01-01;1;105620;ALTERE SECURITIZADORA S.A.;Diário Oficial do Estado;SP
02.783.423/0001-50;2021-01-01;1;105620;ALTERE SECURITIZADORA S.A.;Jornal o Dia;SP
02.796.775/0001-40;2021-01-01;2;109115;GAMA PARTICIPACOES S.A.;Diário do Acionista;RJ
02.796.775/0001-40;2021-01-01;2;109115;GAMA PARTICIPACOES S.A.;Diario Oficial do Estado;RJ
02.800.026/0001-40;2021-01-01;4;109409;COGNA EDUCAÇÃO S.A.;publicidadelegal.folha.com.br;SP
02.846.056/0001-97;2021-01-01;4;113793;CCR S.A.;https://portal.mzgroup.com/;SP
02.846.056/0001-97;2021-01-01;4;113793;CCR S.A.;https://ri.ccr.com.br/;SP
02.846.056/0001-97;2021-01-01;4;113793;CCR S.A.;https://valor.globo.com/valor-ri/;SP
