CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Especie_Acao;Classe_Acao_Preferencial;Percentual_Tag_Along;Direito_Dividendo;Direito_Voto;Conversibilidade;Descricao_Voto_Restrito;Condicao_Conversibilidade_Efeito_Capital_Social;Direito_Reembolso_Capital;Restricao_Circulacao;Caracteristicas_Reembolso_Capital;Descricao_Restricao_Circulacao;Resgatavel;Hipotese_Resgate_Formula_Calculo;Condicao_Alteracao_Direitos;Outras_Caracteristicas_Relevantes
02.558.157/0001-62;2021-01-01;11;114359;TELEFÔNICA BRASIL S.A;Ordinária;;80.000000;De acordo com o Estatuto Social e a legislação societária brasileira, a Companhia é obrigada a distribuir dividendos mínimos obrigatórios de 25% do "lucro líquido ajustado", em relação a cada exercício fiscal, na medida em que existam ganhos disponíveis para distribuição. O lucro líquido ajustado, conforme determinado pela legislação societária brasileira, é o montante igual ao lucro líquido da Companhia ajustado para refletir as alocações para (i) reserva legal, (ii) reservas estatutárias, e (iii) reservas para contingências, se for o caso. A Companhia também pode fazer distribuições adicionais de dividendos caso tenha lucros disponíveis e reservas a distribuir. As distribuições acima mencionadas podem ser feitas na forma de dividendos ou juros sobre capital próprio.;Pleno;N;;;S;N;É devido reembolso caso ocorra alguma das situações que ensejam o direito de retirada previsto na Lei 6.404/76.;;S;Na forma da Lei 6.404/76.;Os direitos assegurados para tais valores mobiliários somente podem ser alterados em assembleia geral extraordinária específica para tal fim com quorum qualificado, conforme previsto em lei.;Não se aplica.
02.591.787/0001-39;2021-01-01;5;109573;CAPITALPART PARTICIPACOES S.A.;Ordinária;;80.000000;O Estatuto Social da Companhia prevê que uma quantia equivalente a 25% do lucro líquido anual ajustado deverá estar disponível para distribuição a título de dividendo ou pagamento de juros sobre capital próprio, em qualquer exercício social. Esta quantia representa o dividendo obrigatório.;Pleno;N;;;S;N;As disposições estatutárias da Companhia seguem, nesse aspecto, as regras estabelecidas na Lei n.º 6.404/76 e na regulamentação aplicável.;;;;Alterações de direitos assegurados pela Lei das Sociedades por Ações (ex.: alteração do dividendo mínimo obrigatório, modificação do valor de reembolso, limitações ao exercício do direito de voto, etc.) poderão ser aprovadas por decisão assemblear, por maioria simples ou absoluta dos acionistas da Companhia, conforme a natureza da matéria a ser apreciada.;A Companhia está sujeita às regras sobre ofertas públicas previstas nos arts. 4, §4º, 17, §1º, III, e 254-A da Lei 6.404/76, assim como às regras previstas na regulamentação aplicável, em especial na Instrução da CVM nº 361/02. A Companhia não está sujeita a regras de listagem relativas ao assunto.
02.635.522/0001-95;2021-03-31;8;104794;JALLES MACHADO S.A.;Ordinária;;100.000000;Nos termos da Lei das Sociedades por Ações, aos nossos acionistas é assegurado o direito ao recebimento de um dividendo obrigatório anual não inferior a 25% (vinte e cinco por cento) do lucro líquido do exercício, diminuído ou acrescido dos seguintes valores: (i) importância destinada à constituição de reserva legal e (ii) importância destinada à formação de reservas, conforme estabelecido na Lei das Sociedades por Ações e no Estatuto Social. O pagamento do dividendo obrigatório poderá ser limitado ao montante do lucro líquido realizado, nos termos da lei. Nos termos do nosso Estatuto Social, o saldo do lucro líquido apurado no exercício, obtido após as deduções e/ou destinações previstas no Estatuto Social e na Lei das Sociedades por Ações, montante equivalente a, no mínimo, 25% (vinte e cinco por cento) será destinado para pagamento do dividendo obrigatório a todos os acionistas.;Pleno;N;;;S;N;O valor de reembolso das ações, a ser pago pela Companhia aos acionistas dissidentes de deliberação da Assembleia Geral que tenham exercido direito de retirada, deverá corresponder ao valor econômico de tais ações, a ser apurado em avaliação aceita nos termos dos parágrafos 3º e 4º do artigo 45 da Lei das S.A., sempre que tal valor for inferior ao valor patrimonial contábil constante do último balanço aprovado pela Assembleia Geral.;;;;O cancelamento de registro de Companhia Aberta e a Saída do Novo Mercado ficam sujeitos às disposições do Regulamento do Novo Mercado e às regras expedidas pela CVM em vigor.;Não há.
02.664.042/0001-52;2021-01-01;2;113942;TERMINAL GARAGEM MENEZES CORTES S.A.;Ordinária;;0.000000;sim;Pleno;N;;;N;N;;;;;não se aplica a empresa;Não se aplica a empresa
02.724.983/0001-34;2021-01-01;2;111303;SANESALTO SANEAMENTO S.A.;Ordinária;;0.000000;Sim, direito proporcional a participação, quando da distribuição de dividendos;Pleno;N;;;N;N;;;;;Aprovação por unanimidade em Assembléia Geral;
02.724.983/0001-34;2021-01-01;2;111303;SANESALTO SANEAMENTO S.A.;Ordinária;;0.000000;Sim, direito proporcional a participação, quando da distribuição de dividendos;Pleno;N;;;N;N;;;;;Aprovação por maioria absoluta em Assembléia Geral;
02.762.121/0001-04;2021-01-01;7;115702;SANTOS BRASIL PARTICIPACOES S.A.;Ordinária;;100.000000;O dividendo mínimo obrigatório é de 25%.;Pleno;N;;;S;N;No caso de liquidação da Companhia, após pagar todas as suas obrigações, os acionistas receberão os pagamentos relativos ao reembolso do capital investido na proporção de suas respectivas participações no capital social. Qualquer acionista dissidente de certas deliberações tomadas em assembleia geral poderá retirar-se do quadro acionário, mediante o reembolso do valor de suas ações, com base no valor patrimonial, nos termos do artigo 45 da Lei das Sociedades por Ações, desde que ocorra qualquer uma das hipóteses expressamente previstas nos incisos I a VI e IX do artigo 136 na Lei das Sociedades por Ações. O direito de retirada deverá ser exercido no prazo de 30 dias, contados da publicação da ata da assembleia geral que tiver aprovado o ato que deu origem ao recesso, nos termos do artigo 137, IV da Lei das Sociedades por Ações.;;;;De acordo com a Lei das Sociedades por Ações, nem o Estatuto Social da Companhia, nem as deliberações tomadas em Assembleia Geral podem privar os acionistas do direito de: (i) participar da distribuição dos lucros (ii) participar, na hipótese de liquidação da Companhia, da distribuição de quaisquer ativos remanescentes, na proporção de sua participação no capital social (iii) fiscalizar a gestão dos negócios sociais da Companhia, nos termos previsto na Lei das Sociedades por Ações (iv) preferência na subscrição de ações, debêntures conversíveis em ações ou bônus de subscrição, exceto em determinadas circunstâncias previstas na Lei das Sociedades por Ações (v) votar nas assembleias gerais e (vi) retirar-se da Companhia nos casos previstos na Lei das Sociedades por Ações.;Todas as características relevantes foram mencionadas nos sub-itens anteriores.
02.762.124/0001-30;2021-01-01;2;114437;BETAPART PARTICIPACOES S.A.;Ordinária;;0.000000;Direito a um dividendo obrigatório de no mínimo de 25%.;Pleno;N;;;S;N;As ações ordinárias terão direito a reembolso do capital em caso de liquidação da Companhia.;;;;Não existem condições para alteração dos direitos assegurados..;Não há outras características relevantes.
02.796.775/0001-40;2021-01-01;3;114439;GAMA PARTICIPACOES S.A.;Ordinária;;0.000000;Direito a um dividendo obrigatório de no mínimo de 25%.;Pleno;N;;;S;N;Terão direito a reembolso do capital em caso de liquidação da Companhia.;;;;Não aplicável. Não existem condições para alteração dos direitos assegurados por tais valores mobiliários.;Não aplicável. Não existem outras caracteristicas relevantes.
02.800.026/0001-40;2021-01-01;13;115845;COGNA EDUCAÇÃO S.A.;Ordinária;;100.000000;Direito ao dividendo mínimo obrigatório, em cada exercício social, equivalente a 25% do lucro líquido ajustado nos termos do artigo 202 da Lei das Sociedades por Ações e artigo 36 do nosso Estatuto Social, conforme aprovado na Assembleia Geral Extraordinária de 11 de maio de 2021. Entretanto, a Lei das Sociedades por Ações permite que não sejam distribuídos dividendos no exercício social em que o Conselho de Administração informe à Assembleia Geral que tal distribuição é incompatível com a nossa situação financeira.;Pleno;N;;;S;N;No caso de nossa liquidação, os acionistas receberão os pagamentos relativos ao reembolso do capital investido na proporção de suas participações no capital social, após o pagamento de todas as nossas obrigações. Os acionistas que dissentirem de certas deliberações tomadas em Assembleia Geral poderão retirar-se, nos termos da Lei das Sociedades por Ações. O direito de retirada deverá ser exercido no prazo de até 30 dias contado da publicação da ata da Assembleia Geral em questão. Adicionalmente, temos o direito de reconsiderar qualquer deliberação que tenha ensejado direito de retirada, nos 10 dias subsequentes ao término do prazo de exercício desse direito, se entendermos que o pagamento do preço do reembolso das ações aos acionistas dissidentes colocaria em risco nossa estabilidade financeira. Para fins de reembolso, o valor da ação será determinado com base no nosso valor econômico, apurado em avaliação procedida por empresa especializada indicada em lista pelo Conselho.;;;;De acordo com a Lei das Sociedades por Ações, nem o nosso Estatuto Social, nem as deliberações tomadas em assembleia geral podem privar os acionistas do direito de: (i) participar dos lucros sociais (ii) participar, na hipótese de nossa liquidação, da distribuição de quaisquer ativos remanescentes, na proporção de sua participação no capital social (iii) fiscalizar a nossa gestão, nos termos previstos na Lei das Sociedades por Ações (iv) preferência na subscrição de futuros aumentos de capital, exceto em determinadas circunstâncias previstas na Lei das Sociedades por Ações e (v) retirar-se do nosso quadro de acionistas nos casos previstos na Lei das Sociedades por Ações.;Nossas ações ordinárias são listadas no segmento do Novo Mercado da B3, o qual nos obriga a realizamos certas ofertas públicas em determinadas circunstâncias. Para mais informações sobre as regras que obrigam a realização de oferta pública, favor consultar o item 18.2. deste Formulário de Referência.
02.846.056/0001-97;2021-01-01;19;114588;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;Ordinária;;100.000000;Ver item 18.12 deste Formulário de Referência;Pleno;N;;;S;N;Qualquer um dos acionistas da Companhia dissidente de certas deliberações tomadas em assembleia geral poderá retirar-se da Companhia, mediante o reembolso do valor de suas ações calculado com base no valor patrimonial, observadas as disposições do artigo 45 da Lei das Sociedades por Ações.Nos termos da Lei das Sociedades por Ações, o direito de retirada poderá ser exercido, dentre outras, nas seguintes circunstâncias:? Cisão da Companhia (em situações específicas, nos termos do artigo 137, III da Lei das Sociedades por Ações)? Redução do dividendo mínimo obrigatório? Mudança do objeto social? Fusão ou incorporação em outra sociedade (nos termos do artigo 137, II da Lei das Sociedades por Ações)? Participação da Companhia em um grupo de sociedades (conforme definido na Lei das Sociedades por Ações, exceto no caso de nossas ações possuírem dispersão e liquidez) e? Incorporação de ações envolvendo a Companhia nos termos do artigo 252 da Lei das Sociedades por Ações.;;S;De acordo com o artigo 10, inciso "iv", do Estatuto Social da Companhia, qualquer resgate de ações, com ou sem redução do capital social, dependerá da aprovação da Assembleia Geral. Não há fórmula de cálculo do valor do resgate no Estatuto Social da Companhia.;Não há previsão de condições para alteração dos direitos assegurados pelas ações emitidas pela Companhia, observados os direitos já assegurados pela Lei das Sociedades por Ações, Estatuto Social da Companhia e no Regulamento de Listagem do Novo Mercado.;As ações ordinárias emitidas pela Companhia conferem aos seus titulares todos os demais direitos assegurados às ações, nos termos previstos no Regulamento de Listagem do Novo Mercado, no Estatuto Social da Companhia e na Lei das Sociedades por Ações.
02.860.694/0001-62;2021-01-01;11;126140;T4F ENTRETENIMENTO S.A.;Ordinária;;100.000000;De acordo com o previsto na Lei das Sociedades por Ações e conforme previsto em nosso Estatuto Social, os acionistas terão direito a receber, em cada exercício, a título de dividendos, um percentual obrigatório de 25% sobre o lucro líquido do exercício, com os seguintes ajustes: (i) decréscimo das importâncias destinadas, no exercício, à constituição da Reserva Legal e de Reservas para Contingências, se houver e (ii) acréscimo das importâncias resultantes da reversão, no exercício, de Reservas para Contingências, anteriormente formadas.;Pleno;N;;;N;N;;;;;De acordo com a Lei das Sociedades por Ações, nem o nosso Estatuto Social nem as deliberações tomadas em nossa Assembleia Geral podem privar os nossos acionistas dos direitos de (i) participar dos nossos lucros sociais, (ii) participar do nosso acervo, em caso de liquidação (iii) fiscalizar a nossa gestão, nos termos da Lei das Sociedades por Ações (iv) preferência para a subscrição de nossas ações, debêntures conversíveis em ações e bônus de subscrição, observadas as condições previstas na Lei das Sociedades por Ações e (v) retirar-se do nosso quadro de acionistas nos previstos na Lei das Sociedades por Ações.;Não aplicável.
02.916.265/0001-60;2021-01-01;12;115684;JBS S.A.;Ordinária;;100.000000;De acordo com nosso estatuto social, no mínimo 25% do saldo de lucro líquido do exercício social anterior, calculado conforme a Lei das Sociedades por Ações, deve ser distribuído a título de dividendo obrigatório anual.;Pleno;N;;;S;N;No caso de exercício do direito de retirada, os nossos acionistas terão o direito de receber o valor patrimonial de suas ações, com base no nosso último balanço aprovado pela assembleia geral. Se, todavia, a deliberação que ensejou o direito de retirada tiver ocorrido mais de 60 dias depois da data do último balanço aprovado, o acionista poderá solicitar, juntamente com o reembolso, o levantamento de balanço especial em data que atenda tal prazo, para avaliação do valor patrimonial de suas ações. Neste caso, devemos pagar imediatamente 80% do valor de reembolso calculado com base no último balanço aprovado por nossos acionistas, e o saldo no prazo de 120 dias a contar da data da deliberação da assembleia geral.;;;;De acordo com a Lei das Sociedades por Ações, nem o estatuto social, tampouco as deliberações adotadas pelos acionistas em assembleias gerais de sociedade por ações podem privar os acionistas dos seguintes direitos: (i) direito a participar da distribuição dos lucros (ii) direito a participar, na proporção da sua participação no capital social, da distribuição de quaisquer ativos remanescentes na hipótese de nossa liquidação (iii) direito de preferência na subscrição de ações, debêntures conversíveis em ações ou bônus de subscrição, exceto em determinadas circunstâncias previstas na Lei das Sociedades por Ações (iv) direito de fiscalizar, na forma prevista na Lei das Sociedades por Ações, a gestão dos negócios sociais (v) direito de votar nas assembleias gerais e (vi) direito a retirar-se da companhia, nos casos previstos na Lei das Sociedades por Ações.;Não há outras características relevantes.
02.919.555/0001-67;2021-01-01;7;114069;ARTERIS S.A.;Ordinária;;100.000000;De acordo com o disposto na Lei das Sociedades por Ações e no estatuto social da Companhia, é conferido aos titulares de ações de emissão da Companhia direito ao recebimento de dividendo mínimo obrigatório, em cada exercício social, equivalente a 25% do lucro líquido ajustado.;Pleno;N;;;S;S;O direito ao reembolso de capital é aplicável em caso de retirada de acionistas, nos termos do Estatuto Social e da Lei das Sociedades por Ações. Para fins do reembolso, o valor da ação será determinado com base no valor econômico da Companhia, mediante apuração procedida de avaliação por empresa especializada indicada em lista tríplice pelo Conselho de Administração e escolhida em assembleia geral.;A Companhia não possui suas ações negociadas na B3 S.A. - Brasil, Bolsa Balcão (atual denominação da BM&FBovespa).;;;A Companhia não possui suas ações negociadas na B3 S.A. - Brasil, Bolsa Balcão (atual denominação da BM&FBovespa).;
02.932.074/0001-91;2021-01-01;6;114394;HYPERA S.A.;Ordinária;;100.000000;De acordo com o artigo 36 do Estatuto Social da Companhia, o dividendo mínimo obrigatório corresponde a 25% do lucro líquido do exercício social diminuído ou acrescido de importâncias relacionadas às reservas legal, para contingência ou de lucros a realizar.;Pleno;N;;;S;N;No caso de exercício do direito de retirada, os nossos acionistas terão o direito de receber o valor patrimonial de suas ações, com base no nosso último balanço aprovado pela Assembleia Geral da Companhia. Se, todavia, a deliberação que ensejou o direito de retirada tiver ocorrido mais de 60 (sessenta) dias depois da data do último balanço aprovado, o acionista poderá solicitar, juntamente com o reembolso, o levantamento de balanço especial em data que atenda tal prazo, para avaliação do valor patrimonial de suas ações. Neste caso, devemos pagar imediatamente 80% (oitenta por cento) do valor de reembolso calculado com base no último balanço aprovado por nossos acionistas, e o saldo no prazo de 120 (cento e vinte) dias a contar da data da deliberação da Assembleia Geral.;;S;De acordo com o artigo 17, inciso "a", do Estatuto Social da Companhia, qualquer resgate de ações para cancelamento ou manutenção em tesouraria dependerá da aprovação da Assembleia Geral.;De acordo com a Lei das S.A., nem o Estatuto Social, tampouco as deliberações adotadas pelos acionistas em Assembleias Gerais de sociedade por ações podem privar os acionistas dos seguintes direitos: (i) direito a participar da distribuição dos lucros (ii) direito a participar, na proporção da sua participação no capital social, da distribuição de quaisquer ativos remanescentes na hipótese de liquidação da companhia (iii) direito de preferência na subscrição de ações, debêntures conversíveis em ações ou bônus de subscrição, exceto em determinadas circunstâncias previstas na Lei das S.A. (iv) direito de fiscalizar, na forma prevista na Lei das S.A., a gestão dos negócios sociais (v) direito de votar nas assembleias gerais e (vi) direito a retirar-se da Companhia, nos casos previstos na Lei das S.A.;Não há outras características relevantes além das mencionadas acima.
02.950.811/0001-89;2021-01-01;10;115678;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Ordinária;;100.000000;A Companhia distribuirá, em cada exercício social, dividendos obrigatórios de, no mínimo, 25% dolucro líquido ajustado, calculado de acordo com o que dispõe o art. 202 da Lei nº 6.404/76.Os dividendos atribuídos aos acionistas serão pagos, em regra, na proporção de participação nocapital social (calculados por ação), nos prazos da lei, somente incidindo correção monetária e/oujuros se assim for determinado pela Assembleia Geral, e, se não reclamados dentro de 3 anoscontados da deliberação do ato que autorizou sua distribuição, prescreverão em favor daCompanhia.;Pleno;N;;;S;N;No caso de liquidação da Companhia, os acionistas receberão os pagamentos relativos areembolso do capital, na proporção da sua participação no capital social, após o pagamento detodos os passivos na proporção de suas respectivas participações no total das ações de emissão daCompanhia. Qualquer um dos acionistas da Companhia dissidentes de certas deliberações tomadas emAssembleia Geral poderá retirar-se da Companhia, mediante o reembolso do valor de suas açõescom base nos critérios previstos na Lei das Sociedades por Ações. O valor do reembolso a ser pagoaos acionistas dissidentes terá por base o valor econômico da Companhia, se inferior ao valor depatrimônio líquido constante do último balanço aprovado pela assembleia geral. O valor dopatrimônio líquido será o utilizado na hipótese em que for inferior ao valor econômico daCompanhia.;;;;De acordo com a Lei das Sociedades por Ações, nem o Estatuto Social, tampouco as deliberaçõesadotadas pelos acionistas em Assembleias Gerais de sociedade por ações podem privar osacionistas dos seguintes direitos: direito a participar da distribuição dos lucros direito a participar,na proporção da sua participação no capital social, da distribuição de quaisquer ativosremanescentes na hipótese de liquidação da Companhia direito de preferência na subscrição deações, debêntures conversíveis em ações ou bônus de subscrição, exceto em determinadascircunstâncias previstas na Lei das Sociedades por Ações direito de fiscalizar, na forma prevista naLei das Sociedades por Ações, a gestão dos negócios sociais direito de votar nas assembleiasgerais e direito a retirar-se da Companhia, nos casos previstos na Lei das Sociedades por Ações.;A alienação de controle da Companhia, tanto por meio de uma única operação, como por meio deoperações sucessivas, deverá ser contratada sob a condição suspensiva ou resolutiva, de que oadquirente se obrigue a efetivar oferta pública de aquisição das demais ações dos outros acionistasda Companhia, observando as condições e os prazos previstos na legislação vigente e noRegulamento do Novo Mercado, de forma a lhes assegurar tratamento igualitário àquele dado aoacionista controlador alienante
02.992.449/0001-09;2021-01-01;2;114442;PROMPT PARTICIPACOES S.A.;Ordinária;;0.000000;Direito a um dividendo obrigatório de no mínimo de 25%.;Pleno;N;;;S;N;Terão direito a reembolso do capital em caso de liquidação da Companhia.;;;;Não se aplica, pois não existem condições para alteração dos direitos assegurados por tais valores mobiliários.;Não existem outras características relevantes
02.998.301/0001-81;2021-01-01;8;114549;RIO PARANAPANEMA ENERGIA S.A.;Ordinária;;0.000000;Nos termos do Estatuto Social da Companhia, todos os acionistas têm direito a dividendos, sendo que as ações preferenciais recebem dividendo prioritário, não cumulativo, de 10% (dez por cento) ao ano, a serem rateados igualmente entre elas, calculados sobre o capital próprio a esta espécie de ações. Após a distribuição, dos dividendos prioritários às ações preferenciais, acima descrita, as ações ordinárias têm direito de receber dividendos de até 10% ao ano, a serem rateados igualmente entre elas, calculados sobre o capital próprio a esta espécie de ações. Feita a distribuição de dividendos às ações ordinárias e preferenciais descrita acima, caso haja saldo remanescente a distribuir, tal saldo será distribuído em igualdade de condições às ações ordinárias e preferenciais.;Pleno;S;;De acordo com o Estatuto Social, os acionistas poderão converter ação, integralizada, ordinária em preferencial e vice-versa. As conversões serão realizadas em épocas determinadas pela Diretoria, em períodos não inferiores a 15 dias consecutivos, obedecidas as seguintes condições:(a) os acionistas deverão ter gozado de todos os direitos referentes às ações possuídas e apresentar, noato da conversão, os documentos de identidade e (b) em cada período de conversão, o acionista poderá pedir a conversão de até 3% do capital social e o montante dos pedidos não poderá exceder a 5% do capital social. A Cia. poderá autorizar a instituição depositária encarregada do registro das ações escriturais a cobrar do acionista, conforme limites fixados pela CVM, o custo do serviço detransferência da propriedade das ações escriturais. Após a conversão, a proporção entre ações ordinárias e preferenciais será alterada, mas, o número de ações totais e o valor do capital social da Cia não serão alterados;S;S;De acordo com o Estatuto Social da Companhia, as ações preferenciais têm prioridade de reembolso no capital, sem direito a prêmio no caso de liquidação da Companhia.O valor do reembolso será determinado com base no valor patrimonial constante do último balanço aprovado pela Assembleia Geral, observado o disposto no artigo 45, da Lei nº 6.404/76.;Nos termos do artigo 32 do Estatuto Social da Cia, as ações que fazem parte do controle acionário da Cia não poderão ser transferidas, cedidas ou, de qualquer forma, alienadas, direta ou indiretamente, gratuita ou nerosamente, sem a prévia e expressa concordância da ANEEL. Na hipótese de transferência, integral ou parcial, de ações, que fazem parte do controle acionário, o(s) novo(s)acionista(s) controlador(es) deverá(ão) assinar termo de anuência e submissão às cláusulas do Contrato de Concessão de Uso de Bem Público para Geração de Energia Elétrica firmado entre a Companhia e o Poder Concedente, e às normas legais e regulamentares da concessão, e estarão obrigados solidariamente, em caráter irrevogável e irretratável, sem prejuízo do cumprimento das normas legais e regulamentares específicas, exercendo para tal, se necessário, seu direito de voto enquanto acionista controlador nas assembléias gerais da sociedade. Condições para alteração dos direitos ssembléias gerais da sociedade.;;;A Companhia não adota critérios para alteração dos direitos assegurados pelas ações de sua emissão além daqueles previstos na Lei nº 6.404/76, a qual prescreve que, tanto o Estatuto Social da Companhia, como as deliberações tomadas em assembleia geral, não podem privar os acionistas do direito de: (i) participar dos lucros sociais (ii) participar, na hipótese de liquidação da Companhia, da distribuição de quaisquer ativos remanescentes, na proporção de sua participação no capital social (iii) fiscalizar a gestão da Companhia, nos termos previstos na Lei nº 6.404/76 (iv) preferência na subscrição de futuros aumentos de capital, exceto em determinadas circunstânciasprevistas na Lei nº 6.404/76 e no estatuto social e (v) retirar-se da Companhia nos casos previstos na Lei nº 6.404/76.;A Companhia entende que não há outras características relevantes, além das já citadas nos itens acima.
02.998.301/0001-81;2021-01-01;8;114549;RIO PARANAPANEMA ENERGIA S.A.;Preferencial;;0.000000;Nos termos do Estatuto Social da Companhia, todos os acionistas têm direito a dividendos, sendo que as ações preferenciais recebem dividendo prioritário, não cumulativo, de 10% (dez por cento) ao ano, a serem rateados igualmente entre elas, calculados sobre o capital próprio a esta espécie de ações.Após a distribuição, dos dividendos prioritários às ações preferenciais, acima descrita, as ações ordinárias têm direito de receber dividendos de até 10% ao ano, a serem rateados igualmente entre elas, calculados sobre o capital próprio a esta espécie de ações.Feita a distribuição de dividendos às ações ordinárias e preferenciais descrita acima, caso haja saldo remanescente a distribuir, tal saldo será distribuído em igualdade de condições às ações ordinárias e preferenciais.;Sem Direito;S;;De acordo com o Estatuto Social, os acionistas poderão converter ação, integralizada, ordinária em preferencial e vice-versa. As conversões serão realizadas em épocas determinadas pela Diretoria, em períodos não inferiores a 15 dias consecutivos, obedecidas as seguintes condições:(a) os acionistas deverão ter gozado de todos os direitos referentes às ações possuídas e apresentar, no ato da conversão, os documentos de identidade e (b) em cada período de conversão, o acionista poderá pedir a conversão de até 3% do capital social e o montante dos pedidos não poderá exceder a 5% do capital social. A Cia. poderá autorizar a instituição depositária encarregada do registro das ações escriturais a cobrar do acionista, conforme limites fixados pela CVM, o custo do serviço de transferência da propriedade das ações escriturais. Após a conversão, a proporção entre açõesordinárias e preferenciais será alterada, mas, o número de ações totais e o valor do capital social da Cia não serão alterados.;S;S;De acordo com o Estatuto Social da Companhia, as ações preferenciais têm prioridade de reembolso no capital, sem direito a prêmio no caso de liquidação da Companhia.O valor do reembolso será determinado com base no valor patrimonial constante do último balanço aprovado pela Assembleia Geral, observado o disposto no artigo 45, da Lei nº 6.404/76.;Nos termos do artigo 32 do Estatuto Social da Companhia, as ações que fazem parte do controle acionário da Companhia não poderão ser transferidas, cedidas ou, de qualquer forma, alienadas, direta ou indiretamente, gratuita ou onerosamente, sem a prévia e expressa concordância da ANEEL.Na hipótese de transferência, integral ou parcial, de ações, que fazem parte do controle acionário, o (s) novo(s) acionista(s) controlador(es) deverá(ão) assinar termo de anuência e submissão às cláusulas do Contrato de Concessão de Uso de Bem Público para Geração de Energia Elétrica firmado entre a Companhia e o Poder Concedente, e às normas legais e regulamentares da concessão, e estarão obrigados solidariamente, em caráter irrevogável e irretratável, sem prejuízodo cumprimento das normas legais e regulamentares específicas, exercendo para tal, se necessário, seu direito de voto enquanto acionista controlador nas assembléias gerais da sociedade.;;;A Companhia não adota critérios para alteração dos direitos assegurados pelas ações de sua emissão além daqueles previstos na Lei nº 6.404/76, a qual prescreve que, tanto o Estatuto Social da Companhia, como as deliberações tomadas em assembleia geral, não podem privar os acionistas do direito de: (i) participar dos lucros sociais (ii) participar, na hipótese de liquidação da Companhia, da distribuição de quaisquer ativos remanescentes, na proporção de sua participação no capital social (iii) fiscalizar a gestão da Companhia, nos termos previstos na Lei nº 6.404/76 (iv) preferência na subscrição de futuros aumentos de capital, exceto em determinadas circunstâncias previstas na Lei nº 6.404/76 e no estatuto social e (v) retirar-se da Companhia nos casos previstos na Lei nº 6.404/76.;É necessária a aprovação de acionistas que representem metade, das ações com direito a voto para deliberação sobre alteração nas preferências, vantagens e condições de resgate ou amortização de uma ou mais classes de ações preferenciais, ou criação de nova classe mais favorecida. Adicionalmente, a eficácia das deliberações sobre as matérias acima dependerá de prévia aprovação ou posterior ratificação, em prazo improrrogável de um ano, dos titulares de mais da metade de cada classe de ações preferenciais prejudicadas, reunidos em assembleia especial convocada pelos administradores e instalada com as formalidades da Lei nº 6.404/76. Caso aprovada a matéria, terá o acionista dissidente titular de ações preferenciais o direito de retirar-se da Cia, mediante reembolso do valor das suas ações. Ressalte-se que os acionistas titulares de ações preferenciais têm direito de voto nas deliberações a respeito da alteração de seu poder de voto restrito.
