CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Sociedade;Razao_Social;CNPJ;Tipo_Sociedade;Descricao_Atividades;Pais_Sede;UF_Sede;Municipio_Sede;Participacao_Emissor;Possui_Registro_CVM;Codigo_CVM;Razao_Aquisicao_Manutencao;Data_Valor_Mercado;Data_Valor_Contabil;Valor_Mercado;Valor_Contabil
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;668984;BSB ENERGÉTICA S.A.;03820456000196;Coligada;A BSB Energética S.A. é uma sociedade por ações, constituída em 24 de março de 2000, para construir PCHs com potencia global máxima instalada de 200MW e estatutariamente está autorizada a participar de outros empreendimentos ou sociedades seja como acionista ou quotista.;Brasil;SP;São Paulo;9.00000000;N;;Parte do plano de expansão dos negócios estratégicos da CEB.;;2016-12-31;0.00;1574207.22
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;668985;CEB GERAÇÃO S.A.;04232314000170;Controlada;Geração de Energia Elétrica - UHE Paranoá.;Brasil;AP;;100.00000000;N;;Parte da estratégia de garantia de fornecimento de energia para o Distrito Federal.;;2016-12-31;0.00;14035724.46
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;668986;CEB LAJEADO S.A.;03677638000150;Controlada;Geração de Energia Elétrica - UHE Luiz Eduardo Magalhães - Usina de Lajeado.;Brasil;AP;;59.93000000;N;;Parte da estratégia de garantia de fornecimento de energia para o Distrito Federal.;;2016-12-31;0.00;108075944.28
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;668987;CEB PARTICIPAÇÕES S.A.;03682014000120;Controlada;Detém participações acionárias ou cotas de outras empresas energéticas. Comercializa a energia da UHE Queimados/MG e é acionista da Corumbá Concessões S.A.;Brasil;AP;;100.00000000;N;;Faz parte do plano de estratégico dos negócios com energia da CEB.;;2016-12-31;0.00;39456630.30
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;668988;COMPANHIA BRASILIENSE DE GÁS S.A.;04363670000123;Coligada;Exploração, com exclusividade, do serviço de distribuição de gás combustível canalizado, de produção própria ou de terceiros em toda área do DF. Concessão até 2030, podendo prorrogar por 30 anos.;Brasil;AP;;17.00000000;N;;Parte do plano estratégico de fornecimento alternativo de energia para o Distrito Federal.;;2016-12-31;0.00;165537.29
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;668989;Corumbá Concessões S.A.;04066598000172;Coligada;Geração de Energia Elétrica.;Brasil;GO;Luziânia;36.95000000;N;;Parte do plano estratégico de garantia do fornecimento de energia elétrica para o Distrito Federal.;;2016-12-31;0.00;74563995.76
00.070.698/0001-11;2021-01-01;7;113985;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;668990;Energética Corumbá III S.A.;04631430000162;Coligada;Geração de Energia Elétrica - UHE.;Brasil;GO;Luziânia;45.18000000;N;;Parte do plano estratégico da CEB de garantia do fornecimento de energia elétrica do Distrito Federal.;;2016-12-31;0.00;64009653.64
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;662700;Cebragel - Armazéns Cerrado do Brasil Ltda.;39350970000152;Coligada;a)Operação de silos graneleiros e armazéns gerais no Porto de Tubarãob)Classificação, padronização e beneficiamento de produtos agrícolasc)Assessoramento e apoio às atividades de exportação e importaçãod)Administração, planejamento e coordenação das atividades de transporte, carga e descarga dos produtos que armazenare)Emissão de títulos especiais e presentam os produtos recebidos, tais como: recebidos de depósitos e "warrants", nos termos da legislação aplicávelParticipação em outras sociedades, criação e constituição de outras empresas e sociedades empresárias.;Brasil;ES;Vitória;23.72000000;N;;O investimento foi realizado em parceria com outras empresas, visando garantia e suporte no armazenamento aduaneiro para despachar venda de produtos da Companhia a serem transportados por navios ao exterior.;;2020-12-31;0.00;202619.54
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;662701;INTERGRAIN COMPANY LTD.;09214167000120;Controlada;Atua no ramo de importações e exportações de commodities agrícolas e produtos derivados, diretamente e exclusivamente de sua controladora (Caramuru Alimentos S.A.).;Bahamas;;Carlos Gomes;100.00000000;S;;O investimento foi realizado visando representar e ampliar as operações da Companhia no exterior.;;2020-12-31;0.00;-70201347.93
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;662702;Terminal São Simão S.A.;37227676000122;Controlada;Exploração de prestação de serviços de transbordo de cargas em vagões e/ou caminhões, movimentação, limpeza e conferência de vagões.;Brasil;GO;São Simão;49.00000000;N;;O investimento foi realizado em parceria com a Rumo, exclusivamente a exploração comercial de um terminal próximo a área onde se localiza a unidade da filial da Companhia de São Simão-GO, para a movimentação de produtos agrícolas a granel e de outras mercadorias afins.;;2020-12-31;0.00;33305171.15
00.080.671/0001-00;2021-01-01;4;111878;CARAMURU ALIMENTOS S.A.;662703;Terminal XXXIX de Santos S.A.;04244527000112;Controlada;Exploração e operação de instalação portuária em geral e exploração comercial exclusivamente de um terminal na área onde se localiza o Armazém XXXIX do Porto de Santos-SP, para movimentação de produtos agrícolas, a granel e de outras mercadorias afins.;Brasil;SP;Santos;50.00000000;N;;O investimento foi realizado em parceria com a Rumo, visando garantia e suporte no armazenamento aduaneiro para despachar venda de produtos da Companhia a serem transportados por navios ao exterior.;;2020-12-31;0.00;25844747.96
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;674285;;;Coligada;;Brasil;SP;Caldas Novas;0.00000000;N;;;;;0.00;0.00
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;674286;Visiona Tecnologia Espacial S.A.;13944554000199;Coligada;Objetivo inicial da empresa é atuar no satélite geoestacionário brasileiro, que visa atender as necessidades de comunicação satelital do governo federal, incluindo o programa nacional de Banda Larga e um amplo espectro de transmissões estratégicas de defesa.;Brasil;SP;São Paulo;49.00000000;N;;Em atendimento ao Dec. 7769, de 28/06/2012, a Telebras e o Ministério da Defesa serão os principais responsáveis pela gestão, planejamento, construção e lançamento do satélite, que será operado pela Telebras.;;2020-12-31;0.00;90084490.00
00.359.742/0001-08;2021-01-01;4;113894;FICTOR ALIMENTOS S.A.;668520;ATOM TRADERS S.A.;23994857000170;Controlada;a) atividades relacionadas a treinamentos e desenvolvimento de pessoas para realizar investimentos de proprietários b) investimentos em títulos da dívida pública e operações de day trade c) prestação de serviços de assessoria e elaboração de projetos na área financeira d) serviços de consultoria, planejamento, administração e gestão financeira e de negóciose) atividades de assessoria, consultoria e de gestão empresarial, em especial na aquisição e gestão de ativos, de liquidação de dívidas e de recuperação de créditos f) aquisição de bens e ativos mobiliários g) soluções e inteligência aplicada na área de recuperação de créditos h) assessoria e gestão de negócios voltados para área de mercado de capitais i) participações em empresas no Brasil e no Exteriorj) elaboração e edição de matérias e artigos profissionais, técnicos e científicos, para publicações em livros, jornais, revistas e internet.;Brasil;SP;Sorocaba;99.99000000;N;;A Atom Empreendimentos e Participações é uma holding de participações, e utiliza a Atom Traders Publicações S.A. para atuação direta no mercado.;;2020-12-31;0.00;19316911.32
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;670108;Acerto Cobrança e Informações Cadastrais S.A.;24533496000127;Controlada;A Meu Acerto é a plataforma pioneira no modelo de Winback do mercado brasileiro. Seus processos digitais, com foco na experiência do cliente final, entregam performance superior à de fornecedores que atuam separadamente em cada um dos pilares. A empresa opera desde 2017 e possui carteira de clientes dos mercados financeiro e de telecomunicações.;Brasil;MG;Belo Horizonte;60.00000000;N;;A empresa possui atividades operacionais complementares às atividades do Banco.;;2021-03-31;0.00;12287365.95
